Type;viersteller;vierstellername;AnzahlA;Anzahl KH;mwNennungenKH;antKHTop10Prozent;antKHTop20Prozent;antKHTop30Prozent;antKHTop40Prozent;antKHTop50Prozent
1;5-274;Mundbodenplastik;574;134;4.2836;0.3345;0.5401;0.6707;0.7683;0.8362
1;5-275;Palatoplastik;3382;224;15.0982;0.513;0.7126;0.8223;0.8847;0.9234
1;5-276;Plastische Rekonstruktion einer (angeborenen) Lippenspalte und Lippen-Kieferspalte;2189;110;19.90;0.5413;0.7035;0.8049;0.8757;0.9265
1;5-277;Resektion des Mundbodens mit plastischer Rekonstruktion;1779;145;12.269;0.3356;0.5441;0.7055;0.8117;0.8909
1;5-278;Resektion der Wange mit plastischer Rekonstruktion;902;134;6.7313;0.3293;0.5554;0.6918;0.796;0.8625
1;5-279;Andere Operationen am Mund;3752;303;12.3828;0.4534;0.6972;0.8217;0.8905;0.9312
1;5-280;Transorale Inzision und Drainage eines pharyngealen oder parapharyngealen Abszesses;6634;223;29.7489;0.3889;0.6206;0.7617;0.8532;0.9163
1;5-281;Tonsillektomie (ohne Adenotomie);53066;260;204.10;0.282;0.4667;0.6181;0.748;0.8512
1;5-282;Tonsillektomie mit Adenotomie;6222;242;25.7107;0.3909;0.5752;0.7117;0.8078;0.874
1;5-284;Exzision und Destruktion einer Zungengrundtonsille;1035;146;7.089;0.4319;0.6435;0.7565;0.8309;0.8928
1;5-285;Adenotomie (ohne Tonsillektomie);30530;282;108.2624;0.3183;0.5243;0.6964;0.8247;0.9132
1;5-289;Andere Operationen an Gaumen- und Rachenmandeln;7130;252;28.2937;0.3617;0.5523;0.6957;0.806;0.8903
1;5-290;Pharyngotomie;268;102;2.6275;0.2724;0.4813;0.6343;0.7351;0.8097
1;5-291;Operationen an Kiemengangsresten;1815;275;6.60;0.3157;0.5179;0.6722;0.7851;0.8656
1;5-292;Exzision und Destruktion von erkranktem Gewebe des Pharynx;5049;195;25.8923;0.4957;0.6532;0.7639;0.8392;0.8998
1;5-293;Pharyngoplastik;423;114;3.7105;0.4161;0.5887;0.695;0.7801;0.8392
1;5-294;Andere Rekonstruktionen des Pharynx;2281;201;11.3483;0.3884;0.566;0.6975;0.797;0.872
1;5-295;Partielle Resektion des Pharynx [Pharynxteilresektion];1900;163;11.6564;0.3005;0.5205;0.6668;0.7684;0.8505
1;5-296;Radikale Resektion des Pharynx [Pharyngektomie];520;103;5.0485;0.4038;0.5865;0.7038;0.7904;0.8558
1;5-299;Andere Operationen am Pharynx;1677;298;5.6275;0.4258;0.6237;0.7394;0.8163;0.8718
1;5-300;Exzision und Destruktion von erkranktem Gewebe des Larynx;19538;249;78.4659;0.3304;0.5456;0.6983;0.8171;0.9042
1;5-301;Hemilaryngektomie;201;78;2.5769;0.3582;0.5174;0.6219;0.7114;0.791
1;5-302;Andere partielle Laryngektomie;3449;169;20.4083;0.3265;0.4946;0.6199;0.7176;0.8011
1;5-303;Laryngektomie;1288;156;8.2564;0.2679;0.4457;0.5862;0.6871;0.7764
1;5-310;Larynxverengende Eingriffe;935;109;8.578;0.5123;0.6866;0.7936;0.8535;0.9027
1;5-311;Temporäre Tracheostomie;37328;1032;36.1705;0.4875;0.6559;0.7608;0.8336;0.8886
1;5-312;Permanente Tracheostomie;16661;839;19.8582;0.6447;0.8112;0.8818;0.922;0.9491
1;5-313;Inzision des Larynx und andere Inzisionen der Trachea;1202;182;6.6044;0.5083;0.6672;0.7687;0.8369;0.8869
1;5-314;Exzision, Resektion und Destruktion (von erkranktem Gewebe) der Trachea;2093;306;6.8399;0.4553;0.6364;0.7511;0.8275;0.8858
1;5-315;Rekonstruktion des Larynx;1078;145;7.4345;0.5863;0.7143;0.7987;0.8581;0.9026
1;5-316;Rekonstruktion der Trachea;7263;519;13.9942;0.5337;0.7464;0.8565;0.9157;0.9463
1;5-319;Andere Operationen an Larynx und Trachea;5003;380;13.1658;0.4845;0.7042;0.8317;0.9037;0.941
1;5-320;Exzision und Destruktion von erkranktem Gewebe eines Bronchus;10648;479;22.2296;0.5658;0.7588;0.8591;0.9179;0.9531
1;5-321;Andere Exzision und Resektion eines Bronchus (ohne Resektion des Lungenparenchyms);243;98;2.4796;0.284;0.465;0.5926;0.6914;0.7737
1;5-322;Atypische Lungenresektion;20022;505;39.6475;0.5016;0.7157;0.8411;0.9136;0.9545
1;5-323;Segmentresektion und Bisegmentresektion der Lunge;3038;311;9.7685;0.4625;0.6517;0.7643;0.8427;0.9013
1;5-324;Einfache Lobektomie und Bilobektomie der Lunge;10190;334;30.509;0.4331;0.6465;0.7785;0.8707;0.9236
1;5-325;Erweiterte Lobektomie und Bilobektomie der Lunge;1977;187;10.5722;0.4734;0.6424;0.7521;0.8306;0.8862
1;5-327;Einfache (Pleuro-)Pneum(on)ektomie;396;149;2.6577;0.2879;0.4596;0.5934;0.6995;0.7753
1;5-328;Erweiterte (Pleuro-)Pneum(on)ektomie;906;174;5.2069;0.404;0.5762;0.6943;0.7892;0.8554
1;5-329;Andere Exzisionen an Lunge und Bronchus;52;45;1.1556;0.2308;0.3077;0.4038;0.4808;0.5769
1;5-330;Inzision eines Bronchus;104;32;3.25;0.5481;0.7019;0.7788;0.8173;0.8462
1;5-331;Inzision der Lunge;71;37;1.9189;0.4789;0.5634;0.6338;0.6901;0.7465
1;5-333;Adhäsiolyse an Lunge und Brustwand;18002;491;36.664;0.5892;0.7883;0.8877;0.9405;0.9678
1;5-334;Rekonstruktion an Lunge und Bronchien;3378;353;9.5694;0.5403;0.7268;0.8224;0.8819;0.921
1;5-335;Lungentransplantation;318;15;21.20;0.6321;0.7264;0.8176;0.8522;0.9119
1;5-339;Andere Operationen an Lunge und Bronchien;6014;333;18.0601;0.5057;0.6964;0.8134;0.8846;0.9323
1;5-340;Inzision von Brustwand und Pleura;31595;934;33.8276;0.5752;0.7654;0.859;0.9147;0.9483
1;5-341;Inzision des Mediastinums;6048;256;23.625;0.6019;0.8938;0.9481;0.9643;0.9754
1;5-342;Exzision und Destruktion von erkranktem Gewebe des Mediastinums;2879;355;8.1099;0.4693;0.6596;0.7763;0.8499;0.9014
1;5-343;Exzision und Destruktion von (erkranktem) Gewebe der Brustwand;6946;664;10.4608;0.5383;0.7203;0.8193;0.8817;0.92
1;5-344;Pleurektomie;20174;519;38.8709;0.5609;0.7751;0.8726;0.9281;0.96
1;5-345;Pleurodese [Verödung des Pleuraspaltes];10399;683;15.2255;0.5038;0.6848;0.7962;0.8717;0.9226
1;5-346;Plastische Rekonstruktion der Brustwand;7605;437;17.4027;0.5636;0.764;0.8663;0.9239;0.9529
1;5-347;Operationen am Zwerchfell;4885;599;8.1553;0.5245;0.6903;0.7873;0.8553;0.9028
1;5-349;Andere Operationen am Thorax;16653;568;29.3187;0.5844;0.8149;0.9129;0.9536;0.9715
1;5-350;Valvulotomie;429;38;11.2895;0.8182;0.8718;0.8974;0.9254;0.9441
1;5-351;Ersatz von Herzklappen durch Prothese;26466;84;315.0714;0.2418;0.4163;0.5413;0.6567;0.7461
1;5-352;Wechsel von Herzklappenprothesen;2169;80;27.1125;0.2964;0.4518;0.5722;0.6722;0.7607
1;5-353;Valvuloplastik;15925;85;187.3529;0.331;0.5043;0.6379;0.7291;0.8149
1;5-354;Andere Operationen an Herzklappen;10227;80;127.8375;0.3797;0.5338;0.6467;0.7379;0.8117
1;5-355;Herstellung und Vergrößerung eines Septumdefektes des Herzens;328;27;12.1481;0.372;0.5579;0.75;0.8476;0.9299
1;5-356;Plastische Rekonstruktion des Herzseptums bei angeborenen Herzfehlern;4639;79;58.7215;0.4451;0.6667;0.7847;0.8493;0.8955
1;5-357;Operationen bei kongenitalen Gefäßanomalien;2026;110;18.4182;0.7419;0.9003;0.9348;0.9541;0.9669
1;5-358;Operationen bei kongenitalen Klappenanomalien des Herzens;1639;60;27.3167;0.4362;0.6925;0.842;0.9042;0.9469
1;5-359;Andere Operationen am Herzen bei kongenitalen Anomalien;1693;49;34.551;0.4944;0.7395;0.9019;0.9722;0.9858
1;5-35a;Minimalinvasive Operationen an Herzklappen;25293;153;165.3137;0.3408;0.5736;0.7315;0.8514;0.9335
1;5-360;Desobliteration (Endarteriektomie) der Koronararterien;469;62;7.5645;0.3433;0.5458;0.7015;0.8038;0.8763
1;5-361;Anlegen eines aortokoronaren Bypass;72761;79;921.0253;0.2206;0.3818;0.5193;0.6353;0.7341
1;5-362;Anlegen eines aortokoronaren Bypass durch minimalinvasive Technik;10208;76;134.3158;0.5497;0.762;0.8659;0.9058;0.9383
1;5-363;Andere Revaskularisation des Herzens;3219;79;40.7468;0.5005;0.6834;0.8034;0.8723;0.9183
1;5-364;Anwendung eines mechanischen Anastomosensystems bei Operationen an den Koronargefäßen;874;10;87.40;0.7746;0.8673;0.9542;0.9725;0.9828
1;5-369;Andere Operationen an den Koronargefäßen;542;77;7.039;0.5424;0.6827;0.7823;0.8542;0.9022
1;5-370;Perikardiotomie und Kardiotomie;5511;324;17.0093;0.6598;0.8632;0.9231;0.9481;0.9624
1;5-371;Chirurgische ablative Maßnahmen bei Tachyarrhythmie;4692;80;58.65;0.3964;0.5757;0.7076;0.8116;0.887
1;5-372;Exzision und Destruktion von erkranktem Gewebe des Perikardes und Perikardektomie;2319;236;9.8263;0.589;0.7275;0.8133;0.8698;0.9146
1;5-373;Exzision und Destruktion von erkranktem Gewebe des Herzens;4731;82;57.6951;0.4686;0.6221;0.7282;0.8096;0.8757
1;5-374;Rekonstruktion des Perikardes und des Herzens;3020;199;15.1759;0.5964;0.7623;0.8662;0.9225;0.9503
1;5-375;Herz- und Herz-Lungen-Transplantation;283;22;12.8636;0.3428;0.4876;0.6678;0.7562;0.8339
1;5-376;Implantation und Entfernung eines herzunterstützenden Systems, offen chirurgisch;2017;84;24.0119;0.5032;0.6961;0.8076;0.885;0.9271
1;5-377;Implantation eines Herzschrittmachers, Defibrillators und Ereignis-Rekorders;138539;964;143.7127;0.3815;0.5662;0.6987;0.8004;0.8748
1;5-378;Entfernung, Wechsel und Korrektur eines Herzschrittmachers und Defibrillators;65132;910;71.5736;0.4422;0.6205;0.7379;0.8245;0.8892
1;5-379;Andere Operationen an Herz und Perikard;17154;254;67.5354;0.5791;0.8377;0.975;0.988;0.9915
1;5-37a;Minimalinvasive Rekonstruktion des Perikardes und des Herzens;55;15;3.6667;0.5091;0.6364;0.7455;0.7818;0.8545
1;5-37b;Offen chirurgische Implantation und Entfernung von Kanülen für die Anwendung eines extrakorporalen (herz- und) lungenunterstützenden Systems mit Gasaustausch;4565;104;43.8942;0.4944;0.7124;0.8353;0.9135;0.9549
1;5-380;Inzision, Embolektomie und Thrombektomie von Blutgefäßen;71020;785;90.4713;0.3831;0.5966;0.7487;0.8535;0.9294
1;5-381;Endarteriektomie;118020;622;189.7428;0.341;0.5342;0.6805;0.7871;0.8671
1;5-382;Resektion von Blutgefäßen mit Reanastomosierung;8102;610;13.282;0.5135;0.6913;0.7989;0.8702;0.9167
1;5-383;Resektion und Ersatz (Interposition) von (Teilen von) Blutgefäßen;7735;595;13.00;0.4078;0.5991;0.7294;0.8209;0.8865
1;5-384;Resektion und Ersatz (Interposition) an der Aorta;13208;475;27.8063;0.6304;0.7892;0.8657;0.9101;0.9406
1;5-385;Unterbindung, Exzision und Stripping von Varizen;131386;896;146.6362;0.6904;0.8049;0.8797;0.9262;0.956
1;5-386;Andere Exzision von (erkrankten) Blutgefäßen und Transplantatentnahme;18875;660;28.5985;0.4509;0.6601;0.7877;0.8732;0.9287
1;5-387;Ligatur und Teilverschluss der Vena cava;36;32;1.125;0.1667;0.2778;0.3889;0.4722;0.5556
1;5-388;Naht von Blutgefäßen;34260;996;34.3976;0.5394;0.7133;0.8236;0.8928;0.9374
1;5-389;Anderer operativer Verschluss an Blutgefäßen;11445;918;12.4673;0.5073;0.6715;0.7775;0.8519;0.9033
1;5-38a;Endovaskuläre Implantation von Stent-Prothesen;18069;460;39.2804;0.4337;0.6107;0.7261;0.8108;0.8752
1;5-38b;Endoskopische Entnahme von Blutgefäßen zur Transplantation;3725;76;49.0132;0.6038;0.8647;0.949;0.9715;0.9836
1;5-38c;Offen chirurgische Implantation von nicht großlumigen ungecoverten Stents;7406;429;17.2634;0.4022;0.6068;0.7441;0.8366;0.8977
1;5-38d;Offen chirurgische Implantation von nicht großlumigen gecoverten Stents;2665;325;8.20;0.5223;0.678;0.7839;0.8495;0.8987
1;5-38e;Offen chirurgische Implantation von großlumigen ungecoverten Stents;2300;364;6.3187;0.403;0.5939;0.7083;0.7952;0.8613
1;5-38f;Offen chirurgische Angioplastie (Ballon);17938;527;34.038;0.444;0.6442;0.7681;0.8524;0.912
1;5-38g;Selektive offene intravasale Lyse;999;210;4.7571;0.4324;0.6226;0.7377;0.8168;0.8719
1;5-390;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt];748;58;12.8966;0.5561;0.7981;0.8997;0.9492;0.9612
1;5-391;Anlegen eines intraabdominalen venösen Shuntes;94;40;2.35;0.4255;0.6064;0.6915;0.7447;0.7872
1;5-392;Anlegen eines arteriovenösen Shuntes;21936;571;38.4168;0.4134;0.5961;0.7238;0.8147;0.8835
1;5-393;Anlegen eines anderen Shuntes und Bypasses an Blutgefäßen;46251;617;74.9611;0.3209;0.5098;0.653;0.7632;0.8509
1;5-394;Revision einer Blutgefäßoperation;50551;704;71.8054;0.3962;0.5961;0.7383;0.8414;0.9138
1;5-395;Patchplastik an Blutgefäßen;30602;625;48.9632;0.384;0.5785;0.7138;0.8087;0.8795
1;5-396;Transposition von Blutgefäßen;1499;289;5.1869;0.5397;0.6918;0.7805;0.8386;0.8779
1;5-397;Andere plastische Rekonstruktion von Blutgefäßen;5341;459;11.6362;0.683;0.8148;0.8761;0.9144;0.9403
1;5-398;Operationen am Glomus caroticum und anderen Paraganglien;341;105;3.2476;0.4956;0.6217;0.7185;0.7859;0.8475
1;5-399;Andere Operationen an Blutgefäßen;144143;1145;125.8891;0.4476;0.6435;0.7702;0.8554;0.9142
1;5-400;Inzision von Lymphknoten und Lymphgefäßen;420;216;1.9444;0.3262;0.4905;0.60;0.6905;0.7429
1;5-401;Exzision einzelner Lymphknoten und Lymphgefäße;87423;1036;84.3851;0.4379;0.6542;0.7983;0.8876;0.9409
1;5-402;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) als selbständiger Eingriff;13384;821;16.3021;0.4076;0.5929;0.7234;0.8194;0.8871
1;5-403;Radikale zervikale Lymphadenektomie [Neck dissection];21351;466;45.8176;0.5124;0.7485;0.8816;0.9519;0.9773
1;5-404;Radikale (systematische) Lymphadenektomie als selbständiger Eingriff;8174;664;12.3102;0.4835;0.6645;0.7683;0.8435;0.8972
1;5-405;Operationen am Ductus thoracicus;331;132;2.5076;0.3988;0.5529;0.6616;0.7402;0.8006
1;5-406;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) im Rahmen einer anderen Operation;23470;813;28.8684;0.4617;0.6666;0.7944;0.8767;0.9299
1;5-407;Radikale (systematische) Lymphadenektomie im Rahmen einer anderen Operation;13478;658;20.4833;0.4944;0.6784;0.7911;0.8659;0.917
1;5-408;Andere Operationen am Lymphgefäßsystem;2994;519;5.7688;0.4743;0.6456;0.7555;0.8313;0.8831
1;5-410;Entnahme von hämatopoetischen Stammzellen aus Knochenmark und peripherem Blut zur Transplantation;4878;129;37.814;0.3852;0.5914;0.7355;0.837;0.9057
1;5-411;Transplantation von hämatopoetischen Stammzellen aus dem Knochenmark;672;52;12.9231;0.3929;0.622;0.7753;0.8527;0.9092
1;5-412;Inzision der Milz;34;34;1.00;0.0882;0.2059;0.2941;0.4118;0.50
1;5-413;Splenektomie;7496;842;8.9026;0.409;0.5842;0.709;0.7986;0.8654
1;5-418;Andere Operationen am Knochenmark;17;12;1.4167;0.3529;0.4118;0.5294;0.5882;0.6471
1;5-419;Andere Operationen an der Milz;2261;610;3.7066;0.3171;0.4976;0.6289;0.7293;0.808
1;5-420;Inzision des Ösophagus;994;231;4.303;0.6177;0.7465;0.8058;0.8521;0.8843
1;5-421;Ösophagostomie als selbständiger Eingriff;92;64;1.4375;0.2283;0.3804;0.5109;0.587;0.6522
1;5-422;Lokale Exzision und Destruktion von erkranktem Gewebe des Ösophagus;7684;744;10.328;0.5579;0.7034;0.7931;0.8592;0.905
1;5-423;Partielle Ösophagusresektion ohne Wiederherstellung der Kontinuität;156;104;1.50;0.2628;0.4038;0.5321;0.6026;0.6667
1;5-424;Partielle Ösophagusresektion mit Wiederherstellung der Kontinuität;1468;318;4.6164;0.3174;0.5082;0.6485;0.7575;0.8338
1;5-425;(Totale) Ösophagektomie ohne Wiederherstellung der Kontinuität;66;43;1.5349;0.2576;0.4394;0.5455;0.6061;0.6818
1;5-426;(Totale) Ösophagektomie mit Wiederherstellung der Kontinuität;2025;230;8.8043;0.5057;0.6598;0.7605;0.836;0.8899
1;5-427;Rekonstruktion der Ösophaguspassage (als selbständiger Eingriff);168;106;1.5849;0.2738;0.4107;0.5417;0.619;0.6845
1;5-428;Rekonstruktion der Ösophaguspassage bei Atresie und Versorgung einer kongenitalen ösophagotrachealen Fistel;249;78;3.1923;0.3092;0.4819;0.5944;0.7028;0.7952
1;5-429;Andere Operationen am Ösophagus;57751;1019;56.6742;0.4223;0.6029;0.7299;0.8194;0.8826
1;5-430;Gastrotomie;540;309;1.7476;0.2796;0.4278;0.5426;0.6574;0.7148
1;5-431;Gastrostomie;52894;1203;43.9684;0.4182;0.6045;0.7234;0.8079;0.872
1;5-432;Operationen am Pylorus;2282;560;4.075;0.3839;0.5657;0.6884;0.7761;0.8431
1;5-433;Lokale Exzision und Destruktion von erkranktem Gewebe des Magens;25110;1025;24.4976;0.3164;0.5024;0.6431;0.7494;0.8323
1;5-434;Atypische partielle Magenresektion;9029;716;12.6103;0.609;0.7779;0.8509;0.8952;0.9286
1;5-435;Partielle Magenresektion (2/3-Resektion);2003;664;3.0166;0.2986;0.4693;0.5976;0.698;0.7808
1;5-436;Subtotale Magenresektion (4/5-Resektion);1698;576;2.9479;0.3157;0.4729;0.6037;0.7044;0.7803
1;5-437;(Totale) Gastrektomie;4170;720;5.7917;0.3439;0.5165;0.6429;0.7408;0.8156
1;5-438;(Totale) Gastrektomie mit Ösophagusresektion;613;258;2.376;0.3426;0.5041;0.6134;0.6982;0.783
1;5-439;Andere Inzision, Exzision und Resektion am Magen;248;189;1.3122;0.2097;0.3629;0.4677;0.5444;0.621
1;5-444;Vagotomie;74;41;1.8049;0.3919;0.527;0.6081;0.6622;0.7297
1;5-445;Gastroenterostomie ohne Magenresektion [Bypassverfahren];8303;700;11.8614;0.6515;0.7807;0.8485;0.8946;0.9269
1;5-447;Revision nach Magenresektion;744;295;2.522;0.4516;0.5901;0.6841;0.7621;0.8024
1;5-448;Andere Rekonstruktion am Magen;14636;888;16.482;0.4554;0.6224;0.7342;0.8168;0.88
1;5-449;Andere Operationen am Magen;50864;1069;47.5809;0.3069;0.4873;0.6271;0.739;0.827
1;5-450;Inzision des Darmes;4526;866;5.2263;0.3668;0.5418;0.6653;0.7576;0.8299
1;5-451;Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes;15675;967;16.2099;0.3848;0.5698;0.7044;0.8007;0.8682
1;5-452;Lokale Exzision und Destruktion von erkranktem Gewebe des Dickdarmes;174890;1091;160.3025;0.322;0.5039;0.6383;0.745;0.8297
1;5-453;Ausschaltung eines Darmsegmentes als selbständiger Eingriff (z.B. bei zweizeitigen plastischen Operationen);62;39;1.5897;0.4032;0.50;0.5645;0.629;0.6935
1;5-454;Resektion des Dünndarmes;34341;993;34.5831;0.3276;0.5022;0.6335;0.7371;0.8182
1;5-455;Partielle Resektion des Dickdarmes;89514;1008;88.8036;0.2669;0.4408;0.5773;0.6893;0.7816
1;5-456;(Totale) Kolektomie und Proktokolektomie;3452;659;5.2382;0.4887;0.637;0.7349;0.8079;0.8653
1;5-459;Bypass-Anastomose des Darmes;4991;805;6.20;0.4027;0.5708;0.6918;0.7794;0.8461
1;5-460;Anlegen eines Enterostomas, doppelläufig, als selbständiger Eingriff;10476;930;11.2645;0.3267;0.501;0.6355;0.7416;0.8225
1;5-461;Anlegen eines Enterostomas, endständig, als selbständiger Eingriff;4281;799;5.3579;0.3495;0.5251;0.6491;0.747;0.8218
1;5-462;Anlegen eines Enterostomas (als protektive Maßnahme) im Rahmen eines anderen Eingriffes;14867;917;16.2126;0.3806;0.5651;0.6931;0.7869;0.8583
1;5-463;Anlegen anderer Enterostomata;3667;665;5.5143;0.451;0.619;0.7259;0.805;0.8645
1;5-464;Revision und andere Eingriffe an einem Enterostoma;9335;912;10.2357;0.3475;0.5214;0.6506;0.7487;0.8274
1;5-465;Rückverlagerung eines doppelläufigen Enterostomas;15090;920;16.4022;0.3557;0.5374;0.6682;0.7691;0.8454
1;5-466;Wiederherstellung der Kontinuität des Darmes bei endständigen Enterostomata;5332;851;6.2656;0.3348;0.5051;0.6311;0.7318;0.8134
1;5-467;Andere Rekonstruktion des Darmes;25772;984;26.1911;0.382;0.5592;0.6823;0.7757;0.8476
1;5-468;Intraabdominale Manipulation am Darm;1745;586;2.9778;0.3639;0.5284;0.6424;0.7295;0.7971
1;5-469;Andere Operationen am Darm;390235;1117;349.3599;0.3033;0.4922;0.6336;0.7445;0.8314
1;5-470;Appendektomie;110070;1000;110.07;0.2473;0.4082;0.5384;0.649;0.7446
1;5-471;Simultane Appendektomie;16640;937;17.7588;0.3588;0.5422;0.6725;0.7719;0.8483
1;5-479;Andere Operationen an der Appendix;455;304;1.4967;0.2703;0.4066;0.5319;0.60;0.6659
1;5-480;Inzision des Rektums;403;244;1.6516;0.3524;0.4864;0.5757;0.6377;0.6973
1;5-482;Peranale lokale Exzision und Destruktion von erkranktem Gewebe des Rektums;23927;1027;23.298;0.3576;0.5519;0.6872;0.7875;0.863
1;5-484;Rektumresektion unter Sphinktererhaltung;29199;954;30.6069;0.3335;0.5138;0.6446;0.7491;0.8306
1;5-485;Rektumresektion ohne Sphinktererhaltung;4105;785;5.2293;0.3048;0.4862;0.6197;0.7223;0.8051
1;5-486;Rekonstruktion des Rektums;5785;796;7.2676;0.4923;0.6525;0.7537;0.8245;0.8773
1;5-489;Andere Operation am Rektum;14705;890;16.5225;0.3705;0.571;0.706;0.8038;0.8751
1;5-490;Inzision und Exzision von Gewebe der Perianalregion;51791;1023;50.6266;0.3191;0.4836;0.6075;0.7073;0.7928
1;5-491;Operative Behandlung von Analfisteln;29230;973;30.0411;0.4351;0.599;0.7106;0.7965;0.8633
1;5-492;Exzision und Destruktion von erkranktem Gewebe des Analkanals;21962;956;22.9728;0.4447;0.61;0.7201;0.8012;0.8652
1;5-493;Operative Behandlung von Hämorrhoiden;47509;1009;47.0852;0.3565;0.5278;0.655;0.7534;0.83
1;5-494;Durchtrennung des Sphincter ani [Sphinkterotomie];274;124;2.2097;0.4307;0.573;0.6606;0.7299;0.7737
1;5-495;Primäre plastische Rekonstruktion bei anorektalen Anomalien;519;159;3.2642;0.3584;0.5414;0.6782;0.7726;0.8343
1;5-496;Rekonstruktion des Anus und des Sphinkterapparates;3824;549;6.9654;0.5426;0.6899;0.7879;0.857;0.9035
1;5-499;Andere Operationen am Anus;5135;716;7.1718;0.5404;0.6919;0.784;0.8442;0.8902
1;5-500;Inzision der Leber;1034;477;2.1677;0.3104;0.4652;0.5841;0.677;0.7698
1;5-501;Lokale Exzision und Destruktion von erkranktem Gewebe der Leber (atypische Leberresektion);17631;903;19.5249;0.4791;0.6417;0.7518;0.8305;0.8874
1;5-502;Anatomische (typische) Leberresektion;7306;574;12.7282;0.5356;0.6927;0.7917;0.8607;0.909
1;5-503;Leberteilresektion und Hepatektomie (zur Transplantation);81;29;2.7931;0.358;0.5802;0.716;0.7901;0.8272
1;5-504;Lebertransplantation;863;22;39.2273;0.2167;0.3905;0.5782;0.6883;0.7706
1;5-505;Rekonstruktion der Leber;4196;695;6.0374;0.5052;0.6523;0.7521;0.8244;0.8756
1;5-506;Implantation, Wechsel und Entfernung eines Katheterverweilsystems in Leberarterie und Pfortader (zur Chemotherapie) und offen chirurgische intrahepatische Chemoperfusion;88;25;3.52;0.6591;0.7386;0.8068;0.8295;0.8636
1;5-509;Andere Operationen an der Leber;1119;334;3.3503;0.546;0.6658;0.7391;0.7998;0.8508
1;5-510;Cholezystotomie und Cholezystostomie;521;260;2.0038;0.4203;0.5374;0.6372;0.7006;0.7505
1;5-511;Cholezystektomie;201693;1015;198.7123;0.2408;0.4014;0.5348;0.6461;0.7419
1;5-512;Biliodigestive Anastomose (von Ductus hepaticus, Ductus choledochus und Leberparenchym);3448;541;6.3734;0.4614;0.6154;0.7169;0.7987;0.8622
1;5-513;Endoskopische Operationen an den Gallengängen;267406;1005;266.0756;0.3302;0.5108;0.6477;0.7542;0.8369
1;5-514;Andere Operationen an den Gallengängen;14237;772;18.4417;0.6256;0.765;0.8465;0.8982;0.9338
1;5-515;Exzision und Resektion von erkranktem Gewebe der Gallengänge;1157;345;3.3536;0.5125;0.6543;0.7424;0.8012;0.8513
1;5-516;Andere Rekonstruktion der Gallengänge;1289;493;2.6146;0.3569;0.5213;0.6354;0.7184;0.796
1;5-517;Einlegen oder Wechseln von selbstexpandierenden Stents und Stent-Prothesen in die Gallengänge;779;244;3.1926;0.3838;0.5712;0.6868;0.7702;0.8318
1;5-518;Operationen an Sphincter Oddi und Papilla duodeni major;384;195;1.9692;0.3385;0.4974;0.6016;0.6953;0.7474
1;5-519;Andere Operationen an Gallenblase und Gallengängen;653;331;1.9728;0.34;0.4931;0.5942;0.6953;0.7473
1;5-520;Inzision des Pankreas;255;175;1.4571;0.2784;0.4118;0.5216;0.5882;0.6588
1;5-521;Lokale Exzision und Destruktion von erkranktem Gewebe des Pankreas;1370;440;3.1136;0.4219;0.5664;0.6715;0.7504;0.8146
1;5-522;Marsupialisation einer Pankreaszyste;34;33;1.0303;0.1176;0.2353;0.3235;0.4118;0.5294
1;5-523;Innere Drainage des Pankreas;823;294;2.7993;0.4216;0.5772;0.678;0.7509;0.8214
1;5-524;Partielle Resektion des Pankreas;10311;589;17.5059;0.4032;0.5738;0.6932;0.7837;0.8577
1;5-525;(Totale) Pankreatektomie;1378;345;3.9942;0.4013;0.5566;0.6684;0.7554;0.8266
1;5-526;Endoskopische Operationen am Pankreasgang;16901;761;22.2089;0.5253;0.711;0.812;0.8772;0.9225
1;5-527;Anastomose des Ductus pancreaticus;219;103;2.1262;0.4566;0.5662;0.6575;0.7169;0.7671
1;5-528;Transplantation von Pankreas(gewebe);92;21;4.381;0.3261;0.4674;0.5761;0.663;0.7826
1;5-529;Andere Operationen am Pankreas und am Pankreasgang;4392;580;7.5724;0.444;0.63;0.7464;0.8245;0.8821
1;5-530;Verschluss einer Hernia inguinalis;168826;1029;164.068;0.2475;0.4051;0.5321;0.641;0.7356
1;5-531;Verschluss einer Hernia femoralis;5777;939;6.1523;0.2761;0.4364;0.5693;0.6779;0.7696
1;5-534;Verschluss einer Hernia umbilicalis;55055;1024;53.7646;0.2594;0.4185;0.549;0.6605;0.7535
1;5-535;Verschluss einer Hernia epigastrica;10151;987;10.2847;0.2682;0.4335;0.5665;0.6742;0.7659
1;5-536;Verschluss einer Narbenhernie;49366;1026;48.115;0.2644;0.4297;0.5625;0.6716;0.7647
1;5-537;Verschluss kongenitaler Bauchwanddefekte (Omphalozele, Laparoschisis);334;111;3.009;0.3653;0.5389;0.6557;0.7515;0.8234
1;5-538;Verschluss einer Hernia diaphragmatica;8271;766;10.7977;0.499;0.6583;0.7563;0.8278;0.8849
1;5-539;Verschluss anderer abdominaler Hernien;3879;868;4.4689;0.3086;0.4751;0.5999;0.7033;0.7876
