Type;viersteller;vierstellername;AnzahlA;Anzahl KH;mwNennungenKH;antKHTop10Prozent;antKHTop20Prozent;antKHTop30Prozent;antKHTop40Prozent;antKHTop50Prozent
1;5-274;Mundbodenplastik;576;129;4,4651;0,3785;0,5712;0,691;0,7865;0,8542
1;5-275;Palatoplastik;3440;221;15,5656;0,5314;0,714;0,8169;0,8811;0,9244
1;5-276;Plastische Rekonstruktion einer (angeborenen) Lippenspalte und Lippen-Kieferspalte;1915;113;16,9469;0,4512;0,6303;0,7488;0,8397;0,9044
1;5-277;Resektion des Mundbodens mit plastischer Rekonstruktion;2018;145;13,9172;0,332;0,5372;0,7066;0,8226;0,8989
1;5-278;Resektion der Wange mit plastischer Rekonstruktion;855;125;6,84;0,3345;0,538;0,6947;0,8012;0,8819
1;5-279;Andere Operationen am Mund;4104;281;14,605;0,4793;0,7154;0,8416;0,9074;0,9447
1;5-280;Transorale Inzision und Drainage eines pharyngealen oder parapharyngealen Abszesses;5083;212;23,9764;0,383;0,6044;0,7476;0,8314;0,8965
1;5-281;Tonsillektomie (ohne Adenotomie);61801;277;223,1083;0,2845;0,4756;0,635;0,7641;0,8682
1;5-282;Tonsillektomie mit Adenotomie;8556;257;33,2918;0,3284;0,5078;0,6536;0,768;0,8551
1;5-284;Exzision und Destruktion einer Zungengrundtonsille;1046;146;7,1644;0,414;0,5851;0,7141;0,7925;0,8576
1;5-285;Adenotomie (ohne Tonsillektomie);29084;293;99,2628;0,3354;0,5536;0,7122;0,8372;0,9232
1;5-289;Andere Operationen an Gaumen- und Rachenmandeln;8102;265;30,5736;0,3811;0,5642;0,7075;0,8139;0,8956
1;5-290;Pharyngotomie;272;103;2,6408;0,3235;0,489;0,5993;0,7096;0,7904
1;5-291;Operationen an Kiemengangsresten;1806;279;6,4731;0,3134;0,5199;0,6794;0,7924;0,871
1;5-292;Exzision und Destruktion von erkranktem Gewebe des Pharynx;5651;200;28,255;0,5337;0,6942;0,794;0,8659;0,9184
1;5-293;Pharyngoplastik;465;110;4,2273;0,3742;0,5505;0,671;0,757;0,828
1;5-294;Andere Rekonstruktionen des Pharynx;2338;203;11,5172;0,3794;0,571;0,6959;0,7887;0,8614
1;5-295;Partielle Resektion des Pharynx [Pharynxteilresektion];1927;170;11,3353;0,3467;0,5454;0,684;0,782;0,8568
1;5-296;Radikale Resektion des Pharynx [Pharyngektomie];427;102;4,1863;0,4075;0,5925;0,7143;0,7916;0,8478
1;5-299;Andere Operationen am Pharynx;1556;271;5,7417;0,3747;0,5694;0,6967;0,7898;0,8599
1;5-300;Exzision und Destruktion von erkranktem Gewebe des Larynx;19748;272;72,6029;0,3496;0,5684;0,7352;0,8511;0,9318
1;5-301;Hemilaryngektomie;203;77;2,6364;0,3399;0,4926;0,6256;0,7192;0,798
1;5-302;Andere partielle Laryngektomie;3697;175;21,1257;0,3232;0,4974;0,6329;0,7411;0,8339
1;5-303;Laryngektomie;1335;151;8,8411;0,2682;0,4532;0,5918;0,7064;0,7978
1;5-310;Larynxverengende Eingriffe;766;94;8,1489;0,4517;0,6423;0,7493;0,8433;0,8995
1;5-311;Temporäre Tracheostomie;37225;1055;35,2844;0,4958;0,6634;0,7701;0,8446;0,8978
1;5-312;Permanente Tracheostomie;15846;840;18,8643;0,6483;0,8141;0,8836;0,9218;0,9475
1;5-313;Inzision des Larynx und andere Inzisionen der Trachea;1188;190;6,2526;0,4832;0,6566;0,7652;0,8434;0,8948
1;5-314;Exzision, Resektion und Destruktion (von erkranktem Gewebe) der Trachea;2030;315;6,4444;0,4833;0,6576;0,7695;0,8443;0,8975
1;5-315;Rekonstruktion des Larynx;1067;146;7,3082;0,5586;0,6926;0,7901;0,8491;0,8941
1;5-316;Rekonstruktion der Trachea;7207;493;14,6187;0,5317;0,7472;0,8583;0,9156;0,9488
1;5-319;Andere Operationen an Larynx und Trachea;4749;368;12,9049;0,4677;0,7041;0,8332;0,904;0,9423
1;5-320;Exzision und Destruktion von erkranktem Gewebe eines Bronchus;9195;456;20,1645;0,5694;0,7482;0,8524;0,9156;0,9511
1;5-321;Andere Exzision und Resektion eines Bronchus (ohne Resektion des Lungenparenchyms);231;103;2,2427;0,2684;0,4502;0,5801;0,6753;0,7706
1;5-322;Atypische Lungenresektion;19449;521;37,3301;0,5165;0,7352;0,8545;0,918;0,9548
1;5-323;Segmentresektion und Bisegmentresektion der Lunge;2902;323;8,9845;0,5124;0,693;0,8022;0,8704;0,9139
1;5-324;Einfache Lobektomie und Bilobektomie der Lunge;9579;328;29,2043;0,4411;0,6454;0,7722;0,8576;0,9131
1;5-325;Erweiterte Lobektomie und Bilobektomie der Lunge;2049;202;10,1436;0,4973;0,6779;0,7862;0,8541;0,9034
1;5-327;Einfache (Pleuro-)Pneum(on)ektomie;418;163;2,5644;0,3158;0,5072;0,6244;0,7129;0,7943
1;5-328;Erweiterte (Pleuro-)Pneum(on)ektomie;1007;174;5,7874;0,4101;0,5829;0,7031;0,8014;0,859
1;5-329;Andere Exzisionen an Lunge und Bronchus;35;29;1,2069;0,2286;0,3429;0,4286;0,5143;0,60
1;5-330;Inzision eines Bronchus;68;38;1,7895;0,3971;0,5147;0,6029;0,6618;0,7206
1;5-331;Inzision der Lunge;170;36;4,7222;0,7882;0,8294;0,8529;0,8706;0,8941
1;5-333;Adhäsiolyse an Lunge und Brustwand;14965;477;31,3732;0,6108;0,7955;0,8862;0,9394;0,9664
1;5-334;Rekonstruktion an Lunge und Bronchien;2642;325;8,1292;0,5375;0,7078;0,8051;0,869;0,9129
1;5-335;Lungentransplantation;346;15;23,0667;0,5347;0,6098;0,7312;0,7832;0,8757
1;5-339;Andere Operationen an Lunge und Bronchien;6158;332;18,5482;0,5166;0,698;0,8165;0,8912;0,937
1;5-340;Inzision von Brustwand und Pleura;32359;984;32,8852;0,5667;0,7571;0,8522;0,9073;0,9422
1;5-341;Inzision des Mediastinums;5866;252;23,2778;0,6285;0,8868;0,9477;0,9649;0,9753
1;5-342;Exzision und Destruktion von erkranktem Gewebe des Mediastinums;2879;344;8,3692;0,4811;0,6745;0,7895;0,8635;0,9083
1;5-343;Exzision und Destruktion von (erkranktem) Gewebe der Brustwand;6675;688;9,702;0,5494;0,72;0,8117;0,8712;0,9142
1;5-344;Pleurektomie;18700;522;35,8238;0,5842;0,7885;0,8798;0,9317;0,9612
1;5-345;Pleurodese [Verödung des Pleuraspaltes];11343;738;15,3699;0,5083;0,6907;0,80;0,8693;0,9182
1;5-346;Plastische Rekonstruktion der Brustwand;7225;445;16,236;0,5797;0,7799;0,8781;0,926;0,954
1;5-347;Operationen am Zwerchfell;4292;607;7,0708;0,497;0,6729;0,7731;0,846;0,8968
1;5-349;Andere Operationen am Thorax;15193;533;28,5047;0,5832;0,8233;0,9131;0,9514;0,9706
1;5-350;Valvulotomie;425;51;8,3333;0,7576;0,8424;0,8918;0,9247;0,9412
1;5-351;Ersatz von Herzklappen durch Prothese;27324;83;329,2048;0,2488;0,4156;0,5394;0,6415;0,7422
1;5-352;Wechsel von Herzklappenprothesen;1940;78;24,8718;0,3309;0,4851;0,5871;0,6887;0,7742
1;5-353;Valvuloplastik;16165;82;197,1341;0,3149;0,4753;0,614;0,7157;0,8035
1;5-354;Andere Operationen an Herzklappen;10901;82;132,939;0,3862;0,5399;0,6661;0,7547;0,8263
1;5-355;Herstellung und Vergrößerung eines Septumdefektes des Herzens;269;28;9,6071;0,3717;0,5874;0,7063;0,8216;0,8885
1;5-356;Plastische Rekonstruktion des Herzseptums bei angeborenen Herzfehlern;4870;80;60,875;0,4606;0,6608;0,7815;0,8593;0,9068
1;5-357;Operationen bei kongenitalen Gefäßanomalien;2191;125;17,528;0,77;0,8932;0,9274;0,9466;0,9639
1;5-358;Operationen bei kongenitalen Klappenanomalien des Herzens;1814;62;29,2581;0,505;0,7348;0,8749;0,9399;0,9658
1;5-359;Andere Operationen am Herzen bei kongenitalen Anomalien;1720;41;41,9512;0,4483;0,6814;0,8203;0,9203;0,9738
1;5-35a;Minimalinvasive Operationen an Herzklappen;18610;134;138,8806;0,3071;0,5378;0,6901;0,8199;0,908
1;5-360;Desobliteration (Endarteriektomie) der Koronararterien;587;68;8,6324;0,506;0,6678;0,7666;0,8467;0,9029
1;5-361;Anlegen eines aortokoronaren Bypass;79426;83;956,9398;0,2143;0,391;0,5188;0,6357;0,748
1;5-362;Anlegen eines aortokoronaren Bypass durch minimalinvasive Technik;9399;75;125,32;0,6315;0,7988;0,8729;0,9159;0,9497
1;5-363;Andere Revaskularisation des Herzens;3038;79;38,4557;0,4691;0,6718;0,7755;0,8532;0,9095
1;5-364;Anwendung eines mechanischen Anastomosensystems bei Operationen an den Koronargefäßen;874;11;79,4545;0,6979;0,833;0,9634;0,984;0,9931
1;5-369;Andere Operationen an den Koronargefäßen;560;80;7,00;0,4857;0,6661;0,7768;0,8464;0,8929
1;5-370;Perikardiotomie und Kardiotomie;5131;323;15,8854;0,694;0,8694;0,923;0,946;0,9618
1;5-371;Chirurgische ablative Maßnahmen bei Tachyarrhythmie;5118;78;65,6154;0,4123;0,6039;0,7286;0,8318;0,8943
1;5-372;Exzision und Destruktion von erkranktem Gewebe des Perikardes und Perikardektomie;2381;235;10,1319;0,622;0,7493;0,8358;0,8933;0,9303
1;5-373;Exzision und Destruktion von erkranktem Gewebe des Herzens;3928;87;45,1494;0,428;0,6046;0,736;0,8243;0,8811
1;5-374;Rekonstruktion des Perikardes und des Herzens;2510;178;14,1011;0,5845;0,7478;0,8438;0,9064;0,9422
1;5-375;Herz- und Herz-Lungen-Transplantation;296;21;14,0952;0,3615;0,4899;0,5946;0,6892;0,8108
1;5-376;Implantation und Entfernung eines herzunterstützenden Systems, offen chirurgisch;2116;85;24,8941;0,5123;0,6999;0,8332;0,9008;0,9353
1;5-377;Implantation eines Herzschrittmachers, Defibrillators und Ereignis-Rekorders;130345;986;132,1957;0,3758;0,5616;0,6994;0,8015;0,8769
1;5-378;Entfernung, Wechsel und Korrektur eines Herzschrittmachers und Defibrillators;61962;938;66,0576;0,4497;0,6253;0,7418;0,8288;0,8918
1;5-379;Andere Operationen an Herz und Perikard;17089;229;74,6245;0,5773;0,8168;0,957;0,986;0,9912
1;5-37a;Minimalinvasive Rekonstruktion des Perikardes und des Herzens;29;17;1,7059;0,2414;0,3448;0,4828;0,6207;0,7241
1;5-37b;Offen chirurgische Implantation und Entfernung von Kanülen für die Anwendung eines extrakorporalen (herz- und) lungenunterstützenden Systems mit Membranoxygenation;3161;90;35,1222;0,5147;0,7235;0,8576;0,9212;0,9579
1;5-380;Inzision, Embolektomie und Thrombektomie von Blutgefäßen;66717;793;84,1324;0,3796;0,6011;0,7519;0,8585;0,9314
1;5-381;Endarteriektomie;112158;623;180,0289;0,3389;0,5406;0,6818;0,7893;0,8717
1;5-382;Resektion von Blutgefäßen mit Reanastomosierung;7688;605;12,7074;0,5133;0,6963;0,7985;0,8662;0,9144
1;5-383;Resektion und Ersatz (Interposition) von (Teilen von) Blutgefäßen;7005;574;12,2038;0,3924;0,5939;0,7209;0,81;0,8748
1;5-384;Resektion und Ersatz (Interposition) an der Aorta;13638;496;27,496;0,6007;0,756;0,8381;0,8925;0,9322
1;5-385;Unterbindung, Exzision und Stripping von Varizen;129435;950;136,2474;0,6734;0,7948;0,872;0,9226;0,9556
1;5-386;Andere Exzision von (erkrankten) Blutgefäßen und Transplantatentnahme;19194;661;29,0378;0,4547;0,6699;0,7957;0,8817;0,9361
1;5-387;Ligatur und Teilverschluss der Vena cava;55;49;1,1224;0,20;0,2909;0,3818;0,4727;0,5636
1;5-388;Naht von Blutgefäßen;28339;1004;28,2261;0,4981;0,6919;0,809;0,8861;0,9319
1;5-389;Anderer operativer Verschluss an Blutgefäßen;10632;933;11,3955;0,5082;0,6705;0,7738;0,8473;0,898
1;5-38a;Endovaskuläre Implantation von Stent-Prothesen;15893;457;34,7768;0,4184;0,5996;0,7261;0,8123;0,8779
1;5-38b;Endoskopische Entnahme von Blutgefäßen zur Transplantation;3313;85;38,9765;0,738;0,9354;0,9695;0,978;0,9852
1;5-38c;Offen chirurgische Implantation von nicht großlumigen ungecoverten Stents;6365;418;15,2273;0,4198;0,6288;0,7546;0,839;0,8966
1;5-38d;Offen chirurgische Implantation von nicht großlumigen gecoverten Stents;2209;310;7,1258;0,5292;0,6772;0,7773;0,8447;0,8936
1;5-38e;Offen chirurgische Implantation von großlumigen ungecoverten Stents;2293;349;6,5702;0,4658;0,6402;0,744;0,8242;0,8766
1;5-38f;Offen chirurgische Angioplastie (Ballon);15120;500;30,24;0,4322;0,6191;0,7483;0,8382;0,9032
1;5-38g;Selektive offene intravasale Lyse;855;224;3,817;0,4058;0,6082;0,724;0,8035;0,855
1;5-390;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt];675;56;12,0536;0,5511;0,7363;0,8741;0,9333;0,9556
1;5-391;Anlegen eines intraabdominalen venösen Shuntes;89;32;2,7813;0,3146;0,4831;0,6404;0,7303;0,7978
1;5-392;Anlegen eines arteriovenösen Shuntes;20795;581;35,7917;0,4052;0,5881;0,7201;0,8158;0,8882
1;5-393;Anlegen eines anderen Shuntes und Bypasses an Blutgefäßen;47689;620;76,9177;0,3171;0,514;0,663;0,7739;0,8579
1;5-394;Revision einer Blutgefäßoperation;48652;721;67,4785;0,3983;0,6022;0,7434;0,8454;0,9205
1;5-395;Patchplastik an Blutgefäßen;30638;626;48,9425;0,3853;0,5875;0,7297;0,8254;0,8959
1;5-396;Transposition von Blutgefäßen;1512;280;5,40;0,5073;0,672;0,7718;0,8366;0,8849
1;5-397;Andere plastische Rekonstruktion von Blutgefäßen;3928;441;8,907;0,6181;0,7744;0,8511;0,8966;0,9272
1;5-398;Operationen am Glomus caroticum und anderen Paraganglien;382;115;3,3217;0,5471;0,6702;0,7435;0,801;0,8508
1;5-399;Andere Operationen an Blutgefäßen;137339;1180;116,389;0,451;0,6453;0,7721;0,8576;0,9148
1;5-400;Inzision von Lymphknoten und Lymphgefäßen;384;195;1,9692;0,3411;0,5026;0,6146;0,6953;0,7474
1;5-401;Exzision einzelner Lymphknoten und Lymphgefäße;87584;1069;81,9308;0,4503;0,6719;0,8177;0,9016;0,9491
1;5-402;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) als selbständiger Eingriff;14122;842;16,772;0,4125;0,6096;0,7395;0,8299;0,8923
1;5-403;Radikale zervikale Lymphadenektomie [Neck dissection];21579;491;43,9491;0,5432;0,7796;0,9043;0,9603;0,978
1;5-404;Radikale (systematische) Lymphadenektomie als selbständiger Eingriff;7790;666;11,6967;0,4927;0,6759;0,7845;0,8576;0,9085
1;5-405;Operationen am Ductus thoracicus;317;143;2,2168;0,3281;0,5016;0,6151;0,7035;0,776
1;5-406;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) im Rahmen einer anderen Operation;21802;835;26,1102;0,4659;0,67;0,7906;0,8688;0,923
1;5-407;Radikale (systematische) Lymphadenektomie im Rahmen einer anderen Operation;10841;650;16,6785;0,4867;0,6868;0,7984;0,8701;0,9204
1;5-408;Andere Operationen am Lymphgefäßsystem;2544;530;4,80;0,4485;0,6203;0,7327;0,8113;0,8675
1;5-410;Entnahme von hämatopoetischen Stammzellen aus Knochenmark und peripherem Blut zur Transplantation;4676;121;38,6446;0,3452;0,5751;0,7151;0,8216;0,9012
1;5-411;Transplantation von hämatopoetischen Stammzellen aus dem Knochenmark;485;47;10,3191;0,3485;0,5588;0,7278;0,8309;0,8948
1;5-412;Inzision der Milz;29;28;1,0357;0,1379;0,2414;0,3103;0,4138;0,5172
1;5-413;Splenektomie;7551;857;8,811;0,4181;0,5888;0,7102;0,7988;0,8643
1;5-418;Andere Operationen am Knochenmark;15;13;1,1538;0,1333;0,3333;0,40;0,4667;0,60
1;5-419;Andere Operationen an der Milz;2280;645;3,5349;0,3281;0,5123;0,6421;0,739;0,8118
1;5-420;Inzision des Ösophagus;908;233;3,897;0,5639;0,6905;0,7665;0,8271;0,8722
1;5-421;Ösophagostomie als selbständiger Eingriff;85;55;1,5455;0,2588;0,40;0,5412;0,6118;0,6824
1;5-422;Lokale Exzision und Destruktion von erkranktem Gewebe des Ösophagus;7084;752;9,4202;0,5735;0,7146;0,8029;0,8642;0,907
1;5-423;Partielle Ösophagusresektion ohne Wiederherstellung der Kontinuität;126;82;1,5366;0,246;0,3889;0,5317;0,6111;0,6746
1;5-424;Partielle Ösophagusresektion mit Wiederherstellung der Kontinuität;1469;342;4,2953;0,3397;0,5187;0,6535;0,7563;0,8319
1;5-425;(Totale) Ösophagektomie ohne Wiederherstellung der Kontinuität;70;45;1,5556;0,3429;0,4714;0,5571;0,6143;0,6857
1;5-426;(Totale) Ösophagektomie mit Wiederherstellung der Kontinuität;1964;261;7,5249;0,4705;0,6253;0,7332;0,8167;0,8778
1;5-427;Rekonstruktion der Ösophaguspassage (als selbständiger Eingriff);147;89;1,6517;0,2381;0,4014;0,5238;0,6395;0,7007
1;5-428;Rekonstruktion der Ösophaguspassage bei Atresie und Versorgung einer kongenitalen ösophagotrachealen Fistel;223;72;3,0972;0,3139;0,4888;0,6323;0,7265;0,8161
1;5-429;Andere Operationen am Ösophagus;53284;1049;50,795;0,4265;0,6068;0,7309;0,8194;0,8848
1;5-430;Gastrotomie;537;346;1,552;0,257;0,3966;0,527;0,6127;0,6778
1;5-431;Gastrostomie;52491;1255;41,8255;0,4138;0,5973;0,7192;0,8029;0,8661
1;5-432;Operationen am Pylorus;2452;579;4,2349;0,3768;0,5657;0,688;0,7728;0,8405
1;5-433;Lokale Exzision und Destruktion von erkranktem Gewebe des Magens;23953;1044;22,9435;0,3142;0,5034;0,6414;0,7484;0,831
1;5-434;Atypische partielle Magenresektion;7290;716;10,1816;0,5919;0,7429;0,8215;0,8739;0,9133
1;5-435;Partielle Magenresektion (2/3-Resektion);2236;698;3,2034;0,2934;0,4624;0,5894;0,6954;0,7867
1;5-436;Subtotale Magenresektion (4/5-Resektion);1885;617;3,0551;0,3443;0,5088;0,6318;0,7284;0,7942
1;5-437;(Totale) Gastrektomie;4713;770;6,1208;0,3469;0,5277;0,6565;0,7526;0,829
1;5-438;(Totale) Gastrektomie mit subtotaler Ösophagusresektion;307;155;1,9806;0,316;0,4691;0,5831;0,6808;0,7492
1;5-439;Andere Inzision, Exzision und Resektion am Magen;223;158;1,4114;0,2466;0,3901;0,5022;0,574;0,6457
1;5-444;Vagotomie;62;40;1,55;0,371;0,4839;0,5484;0,6129;0,6774
1;5-445;Gastroenterostomie ohne Magenresektion [Bypassverfahren];7083;710;9,9761;0,6261;0,7453;0,8182;0,8728;0,9127
1;5-447;Revision nach Magenresektion;515;295;1,7458;0,332;0,4641;0,5806;0,6563;0,7146
1;5-448;Andere Rekonstruktion am Magen;13494;909;14,8449;0,467;0,629;0,7388;0,819;0,8798
1;5-449;Andere Operationen am Magen;46367;1082;42,853;0,3126;0,4921;0,6296;0,7369;0,8225
1;5-450;Inzision des Darmes;4776;898;5,3185;0,3679;0,5438;0,6662;0,7573;0,8296
1;5-451;Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes;14333;985;14,5513;0,3778;0,5637;0,6922;0,7827;0,8532
1;5-452;Lokale Exzision und Destruktion von erkranktem Gewebe des Dickdarmes;166882;1134;147,1623;0,3271;0,5048;0,639;0,7479;0,8343
1;5-453;Ausschaltung eines Darmsegmentes als selbständiger Eingriff (z.B. bei zweizeitigen plastischen Operationen);67;49;1,3673;0,3134;0,4179;0,4925;0,5672;0,6418
1;5-454;Resektion des Dünndarmes;33769;1017;33,2045;0,329;0,4984;0,6289;0,7322;0,8147
1;5-455;Partielle Resektion des Dickdarmes;91639;1035;88,5401;0,2659;0,4347;0,5702;0,6831;0,7788
1;5-456;(Totale) Kolektomie und Proktokolektomie;3557;671;5,301;0,4658;0,623;0,7231;0,8004;0,8577
1;5-459;Bypass-Anastomose des Darmes;4938;823;6,00;0,3799;0,5494;0,6701;0,762;0,8362
1;5-460;Anlegen eines Enterostomas, doppelläufig, als selbständiger Eingriff;10144;958;10,5887;0,3418;0,5204;0,6501;0,7506;0,8289
1;5-461;Anlegen eines Enterostomas, endständig, als selbständiger Eingriff;4144;829;4,9988;0,3388;0,5116;0,6412;0,7399;0,8171
1;5-462;Anlegen eines Enterostomas (als protektive Maßnahme) im Rahmen eines anderen Eingriffes;14260;932;15,3004;0,3668;0,5551;0,6883;0,7844;0,856
1;5-463;Anlegen anderer Enterostomata;3330;674;4,9407;0,4649;0,639;0,7405;0,8144;0,8715
1;5-464;Revision und andere Eingriffe an einem Enterostoma;9264;928;9,9828;0,3547;0,5358;0,6594;0,7553;0,8306
1;5-465;Rückverlagerung eines doppelläufigen Enterostomas;15133;945;16,0138;0,3562;0,5381;0,6731;0,7711;0,8455
1;5-466;Wiederherstellung der Kontinuität des Darmes bei endständigen Enterostomata;5330;856;6,2266;0,322;0,4953;0,6253;0,7268;0,809
1;5-467;Andere Rekonstruktion des Darmes;24036;1009;23,8216;0,39;0,5645;0,6873;0,7794;0,8507
1;5-468;Intraabdominale Manipulation am Darm;1690;567;2,9806;0,3669;0,5325;0,6467;0,7373;0,8047
1;5-469;Andere Operationen am Darm;373604;1149;325,1558;0,3054;0,4936;0,6386;0,7488;0,8353
1;5-470;Appendektomie;115051;1034;111,2679;0,2492;0,4098;0,5408;0,654;0,75
1;5-471;Simultane Appendektomie;17222;973;17,6999;0,3555;0,5403;0,6726;0,7731;0,8497
1;5-479;Andere Operationen an der Appendix;427;278;1,536;0,2623;0,4075;0,534;0,6089;0,6745
1;5-480;Inzision des Rektums;487;237;2,0549;0,3778;0,5133;0,6119;0,7084;0,7577
1;5-482;Peranale lokale Exzision und Destruktion von erkranktem Gewebe des Rektums;24334;1043;23,3308;0,3606;0,5501;0,6845;0,7845;0,8604
1;5-484;Rektumresektion unter Sphinktererhaltung;30129;983;30,6501;0,3354;0,5186;0,6515;0,7534;0,8342
1;5-485;Rektumresektion ohne Sphinktererhaltung;4341;810;5,3593;0,3174;0,4978;0,6319;0,7344;0,8134
1;5-486;Rekonstruktion des Rektums;5861;798;7,3446;0,4755;0,6395;0,7441;0,8181;0,8734
1;5-489;Andere Operation am Rektum;13197;893;14,7783;0,3923;0,591;0,7243;0,822;0,891
1;5-490;Inzision und Exzision von Gewebe der Perianalregion;50048;1051;47,6194;0,3243;0,4866;0,6105;0,7136;0,8011
1;5-491;Operative Behandlung von Analfisteln;28372;997;28,4574;0,451;0,6089;0,7213;0,807;0,871
1;5-492;Exzision und Destruktion von erkranktem Gewebe des Analkanals;21378;986;21,6815;0,4509;0,6151;0,7264;0,8089;0,8713
1;5-493;Operative Behandlung von Hämorrhoiden;48108;1045;46,0364;0,3609;0,5345;0,6618;0,7552;0,8324
1;5-494;Durchtrennung des Sphincter ani [Spinkterotomie];286;163;1,7546;0,3462;0,493;0,6014;0,6573;0,7168
1;5-495;Primäre plastische Rekonstruktion bei anorektalen Anomalien;435;138;3,1522;0,3609;0,5402;0,6552;0,7494;0,8138
1;5-496;Rekonstruktion des Anus und des Sphinkterapparates;4067;531;7,6591;0,5518;0,7057;0,7989;0,8606;0,9056
1;5-499;Andere Operationen am Anus;5618;732;7,6749;0,5559;0,7013;0,7869;0,8462;0,8902
1;5-500;Inzision der Leber;973;472;2,0614;0,3186;0,4758;0,5817;0,6783;0,7575
1;5-501;Lokale Exzision und Destruktion von erkranktem Gewebe der Leber (atypische Leberresektion);16891;922;18,32;0,4822;0,6377;0,7477;0,8282;0,8872
1;5-502;Anatomische (typische) Leberresektion;6928;605;11,4512;0,5484;0,6953;0,791;0,8575;0,9066
1;5-503;Leberteilresektion und Hepatektomie (zur Transplantation);104;39;2,6667;0,4519;0,6346;0,7212;0,7788;0,8173
1;5-504;Lebertransplantation;911;23;39,6087;0,2141;0,4632;0,5818;0,6839;0,809
1;5-505;Rekonstruktion der Leber;3808;692;5,5029;0,4858;0,6408;0,744;0,8114;0,8658
1;5-506;Implantation, Wechsel und Entfernung eines Katheterverweilsystems in Leberarterie und Pfortader (zur Chemotherapie);81;39;2,0769;0,3704;0,5432;0,642;0,716;0,7654
1;5-509;Andere Operationen an der Leber;1242;354;3,5085;0,5958;0,6997;0,7673;0,8253;0,8575
1;5-510;Cholezystotomie und Cholezystostomie;548;280;1,9571;0,396;0,5274;0,6296;0,6934;0,7445
1;5-511;Cholezystektomie;198045;1047;189,1547;0,2399;0,4001;0,534;0,6477;0,7442
1;5-512;Biliodigestive Anastomose (von Ductus hepaticus, Ductus choledochus und Leberparenchym);3671;579;6,3402;0,4941;0,6464;0,7475;0,8216;0,8741
1;5-513;Endoskopische Operationen an den Gallengängen;255833;1027;249,1071;0,3339;0,5124;0,6503;0,7579;0,8403
1;5-514;Andere Operationen an den Gallengängen;12226;793;15,4174;0,6006;0,7449;0,8268;0,8851;0,9258
1;5-515;Exzision und Resektion von erkranktem Gewebe der Gallengänge;1063;335;3,1731;0,5099;0,6406;0,7281;0,7902;0,8429
1;5-516;Andere Rekonstruktion der Gallengänge;1161;470;2,4702;0,385;0,5426;0,6477;0,7287;0,7976
1;5-517;Einlegen oder Wechseln von selbstexpandierenden Stents und Stent-Prothesen in die Gallengänge;814;246;3,3089;0,4005;0,5737;0,6966;0,7715;0,8329
1;5-518;Operationen an Sphincter Oddi und Papilla duodeni major;536;258;2,0775;0,3563;0,5056;0,5989;0,6959;0,7593
1;5-519;Andere Operationen an Gallenblase und Gallengängen;626;298;2,1007;0,3594;0,5144;0,607;0,7029;0,762
1;5-520;Inzision des Pankreas;285;189;1,5079;0,3298;0,4632;0,5368;0,6035;0,6702
1;5-521;Lokale Exzision und Destruktion von erkranktem Gewebe des Pankreas;1354;456;2,9693;0,3959;0,5443;0,6544;0,7363;0,8043
1;5-522;Marsupialisation einer Pankreaszyste;33;33;1,00;0,0909;0,2121;0,303;0,3939;0,5152
1;5-523;Innere Drainage des Pankreas;888;306;2,902;0,4392;0,5833;0,6881;0,7556;0,8255
1;5-524;Partielle Resektion des Pankreas;10176;635;16,0252;0,4237;0,5914;0,7112;0,7999;0,8721
1;5-525;(Totale) Pankreatektomie;1318;344;3,8314;0,4507;0,61;0,7117;0,7914;0,8437
1;5-526;Endoskopische Operationen am Pankreasgang;14593;739;19,747;0,5364;0,7171;0,8148;0,8812;0,9249
1;5-527;Anastomose des Ductus pancreaticus;219;92;2,3804;0,5205;0,6301;0,7078;0,7489;0,79
1;5-528;Transplantation von Pankreas(gewebe);123;25;4,92;0,3984;0,5203;0,6341;0,6992;0,7967
1;5-529;Andere Operationen am Pankreas und am Pankreasgang;3393;536;6,3302;0,4571;0,6357;0,7483;0,822;0,8768
1;5-530;Verschluss einer Hernia inguinalis;167043;1056;158,1847;0,2447;0,4005;0,5293;0,6382;0,7337
1;5-531;Verschluss einer Hernia femoralis;5809;965;6,0197;0,2768;0,4464;0,582;0,6888;0,7767
1;5-534;Verschluss einer Hernia umbilicalis;51314;1050;48,8705;0,2569;0,4187;0,5497;0,6613;0,756
1;5-535;Verschluss einer Hernia epigastrica;9083;1009;9,002;0,2728;0,442;0,5745;0,6811;0,771
1;5-536;Verschluss einer Narbenhernie;48263;1051;45,921;0,2613;0,4279;0,5619;0,6728;0,7661
1;5-537;Verschluss kongenitaler Bauchwanddefekte (Omphalozele, Laparoschisis);380;125;3,04;0,3474;0,5368;0,6632;0,7526;0,8211
1;5-538;Verschluss einer Hernia diaphragmatica;7546;772;9,7746;0,5048;0,6597;0,762;0,8373;0,8909
1;5-539;Verschluss anderer abdominaler Hernien;4062;877;4,6317;0,3045;0,4746;0,6034;0,7073;0,7925
1;5-540;Inzision der Bauchwand;4575;858;5,3322;0,4354;0,5864;0,694;0,7781;0,8426
