Type;Bereich;Bezeichnung;Anzahl KH;AnzahlTS
3;B77;Askaridose;-999;-999
3;B78;Strongyloidiasis;0;0
3;B79;Trichuriasis;0;0
3;B80;Enterobiasis;-999;-999
3;B81;Sonstige intestinale Helminthosen, anderenorts nicht klassifiziert;0;0
3;B82;Nicht näher bezeichneter intestinaler Parasitismus;0;0
3;B83;Sonstige Helminthosen;2;3
3;B85;Pedikulose [Läusebefall] und Phthiriasis [Filzläusebefall];0;0
3;B86;Skabies;14;51
3;B87;Myiasis;0;0
3;B88;Sonstiger Parasitenbefall der Haut;4;4
3;B89;Nicht näher bezeichnete parasitäre Krankheit;0;0
3;B90;Folgezustände der Tuberkulose;0;0
3;B91;Folgezustände der Poliomyelitis;2;2
3;B92;Folgezustände der Lepra;0;0
3;B94;Folgezustände sonstiger und nicht näher bezeichneter infektiöser und parasitärer Krankheiten;0;0
3;B95;Streptokokken und Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B96;Sonstige näher bezeichnete Bakterien als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B97;Viren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B98;Sonstige näher bezeichnete infektiöse Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B99;Sonstige und nicht näher bezeichnete Infektionskrankheiten;22;133
3;C00;Bösartige Neubildung der Lippe;17;50
3;C01;Bösartige Neubildung des Zungengrundes;32;241
3;C02;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile der Zunge;31;266
3;C03;Bösartige Neubildung des Zahnfleisches;15;127
3;C04;Bösartige Neubildung des Mundbodens;37;464
3;C05;Bösartige Neubildung des Gaumens;19;130
3;C06;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile des Mundes;14;32
3;C07;Bösartige Neubildung der Parotis;29;166
3;C08;Bösartige Neubildung sonstiger und nicht näher bezeichneter großer Speicheldrüsen;11;44
3;C09;Bösartige Neubildung der Tonsille;39;318
3;C10;Bösartige Neubildung des Oropharynx;43;635
3;C11;Bösartige Neubildung des Nasopharynx;33;225
3;C12;Bösartige Neubildung des Recessus piriformis;5;19
3;C13;Bösartige Neubildung des Hypopharynx;48;527
3;C14;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen der Lippe, der Mundhöhle und des Pharynx;13;40
3;C15;Bösartige Neubildung des Ösophagus;80;1733
3;C16;Bösartige Neubildung des Magens;98;3516
3;C17;Bösartige Neubildung des Dünndarmes;53;528
3;C18;Bösartige Neubildung des Kolons;122;5903
3;C19;Bösartige Neubildung am Rektosigmoid, Übergang;51;409
3;C20;Bösartige Neubildung des Rektums;108;5656
3;C21;Bösartige Neubildung des Anus und des Analkanals;46;339
3;C22;Bösartige Neubildung der Leber und der intrahepatischen Gallengänge;75;1633
3;C23;Bösartige Neubildung der Gallenblase;45;236
3;C24;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile der Gallenwege;60;734
3;C25;Bösartige Neubildung des Pankreas;92;5536
3;C26;Bösartige Neubildung sonstiger und ungenau bezeichneter Verdauungsorgane;17;40
3;C30;Bösartige Neubildung der Nasenhöhle und des Mittelohres;14;74
3;C31;Bösartige Neubildung der Nasennebenhöhlen;30;189
3;C32;Bösartige Neubildung des Larynx;44;594
3;C33;Bösartige Neubildung der Trachea;8;14
3;C34;Bösartige Neubildung der Bronchien und der Lunge;108;12897
3;C37;Bösartige Neubildung des Thymus;25;108
3;C38;Bösartige Neubildung des Herzens, des Mediastinums und der Pleura;36;87
3;C39;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen des Atmungssystems und sonstiger intrathorakaler Organe;-999;-999
3;C40;Bösartige Neubildung des Knochens und des Gelenkknorpels der Extremitäten;37;772
3;C41;Bösartige Neubildung des Knochens und des Gelenkknorpels sonstiger und nicht näher bezeichneter Lokalisationen;47;864
3;C43;Bösartiges Melanom der Haut;63;4412
3;C44;Sonstige bösartige Neubildungen der Haut;60;2862
3;C45;Mesotheliom;55;570
3;C46;Kaposi-Sarkom [Sarcoma idiopathicum multiplex haemorrhagicum];21;55
3;C47;Bösartige Neubildung der peripheren Nerven und des autonomen Nervensystems;37;769
3;C48;Bösartige Neubildung des Retroperitoneums und des Peritoneums;50;224
3;C49;Bösartige Neubildung sonstigen Bindegewebes und anderer Weichteilgewebe;76;1960
3;C50;Bösartige Neubildung der Brustdrüse [Mamma];106;23298
3;C51;Bösartige Neubildung der Vulva;32;173
3;C52;Bösartige Neubildung der Vagina;20;62
3;C53;Bösartige Neubildung der Cervix uteri;63;834
3;C54;Bösartige Neubildung des Corpus uteri;71;883
3;C55;Bösartige Neubildung des Uterus, Teil nicht näher bezeichnet;16;32
3;C56;Bösartige Neubildung des Ovars;90;3865
3;C57;Bösartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane;37;228
3;C58;Bösartige Neubildung der Plazenta;4;5
3;C60;Bösartige Neubildung des Penis;16;25
3;C61;Bösartige Neubildung der Prostata;89;3016
3;C62;Bösartige Neubildung des Hodens;65;640
3;C63;Bösartige Neubildung sonstiger und nicht näher bezeichneter männlicher Genitalorgane;14;19
3;C64;Bösartige Neubildung der Niere, ausgenommen Nierenbecken;80;1134
3;C65;Bösartige Neubildung des Nierenbeckens;37;176
3;C66;Bösartige Neubildung des Ureters;19;69
3;C67;Bösartige Neubildung der Harnblase;79;1140
3;C68;Bösartige Neubildung sonstiger und nicht näher bezeichneter Harnorgane;31;131
3;C69;Bösartige Neubildung des Auges und der Augenanhangsgebilde;40;211
3;C70;Bösartige Neubildung der Meningen;7;27
3;C71;Bösartige Neubildung des Gehirns;73;4180
3;C72;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems;25;238
3;C73;Bösartige Neubildung der Schilddrüse;41;214
3;C74;Bösartige Neubildung der Nebenniere;39;620
3;C75;Bösartige Neubildung sonstiger endokriner Drüsen und verwandter Strukturen;36;316
3;C76;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen;30;90
3;C77;Sekundäre und nicht näher bezeichnete bösartige Neubildung der Lymphknoten;48;465
3;C78;Sekundäre bösartige Neubildung der Atmungs- und Verdauungsorgane;72;1069
3;C79;Sekundäre bösartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen;87;1911
3;C80;Bösartige Neubildung ohne Angabe der Lokalisation;87;1298
3;C81;Hodgkin-Lymphom [Lymphogranulomatose];78;2610
3;C82;Follikuläres Lymphom;84;1980
3;C83;Nicht follikuläres Lymphom;95;4297
3;C84;Reifzellige T/NK-Zell-Lymphome;70;1274
3;C85;Sonstige und nicht näher bezeichnete Typen des Non-Hodgkin-Lymphoms;89;2335
3;C86;Weitere spezifizierte T/NK-Zell-Lymphome;37;135
3;C88;Bösartige immunproliferative Krankheiten;60;474
3;C90;Plasmozytom und bösartige Plasmazellen-Neubildungen;92;7614
3;C91;Lymphatische Leukämie;87;7506
3;C92;Myeloische Leukämie;74;4570
3;C93;Monozytenleukämie;46;531
3;C94;Sonstige Leukämien näher bezeichneten Zelltyps;31;100
3;C95;Leukämie nicht näher bezeichneten Zelltyps;19;134
3;C96;Sonstige und nicht näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes;34;530
3;C97;Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen;0;0
3;D00;Carcinoma in situ der Mundhöhle, des Ösophagus und des Magens;7;20
3;D01;Carcinoma in situ sonstiger und nicht näher bezeichneter Verdauungsorgane;6;6
3;D02;Carcinoma in situ des Mittelohres und des Atmungssystems;2;2
3;D03;Melanoma in situ;23;194
3;D04;Carcinoma in situ der Haut;26;729
3;D05;Carcinoma in situ der Brustdrüse [Mamma];9;53
3;D06;Carcinoma in situ der Cervix uteri;3;8
3;D07;Carcinoma in situ sonstiger und nicht näher bezeichneter Genitalorgane;12;84
3;D09;Carcinoma in situ sonstiger und nicht näher bezeichneter Lokalisationen;4;4
3;D10;Gutartige Neubildung des Mundes und des Pharynx;11;26
3;D11;Gutartige Neubildung der großen Speicheldrüsen;5;16
3;D12;Gutartige Neubildung des Kolons, des Rektums, des Analkanals und des Anus;17;25
3;D13;Gutartige Neubildung sonstiger und ungenau bezeichneter Teile des Verdauungssystems;16;67
3;D14;Gutartige Neubildung des Mittelohres und des Atmungssystems;7;14
3;D15;Gutartige Neubildung sonstiger und nicht näher bezeichneter intrathorakaler Organe;13;24
3;D16;Gutartige Neubildung des Knochens und des Gelenkknorpels;26;47
3;D17;Gutartige Neubildung des Fettgewebes;30;162
3;D18;Hämangiom und Lymphangiom;54;357
3;D19;Gutartige Neubildung des mesothelialen Gewebes;2;2
3;D20;Gutartige Neubildung des Weichteilgewebes des Retroperitoneums und des Peritoneums;2;2
3;D21;Sonstige gutartige Neubildungen des Bindegewebes und anderer Weichteilgewebe;24;85
3;D22;Melanozytennävus;32;1353
3;D23;Sonstige gutartige Neubildungen der Haut;33;292
3;D24;Gutartige Neubildung der Brustdrüse [Mamma];7;26
3;D25;Leiomyom des Uterus;5;7
3;D26;Sonstige gutartige Neubildungen des Uterus;0;0
3;D27;Gutartige Neubildung des Ovars;15;30
3;D28;Gutartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane;6;15
3;D29;Gutartige Neubildung der männlichen Genitalorgane;12;22
3;D30;Gutartige Neubildung der Harnorgane;3;3
3;D31;Gutartige Neubildung des Auges und der Augenanhangsgebilde;10;18
3;D32;Gutartige Neubildung der Meningen;34;822
3;D33;Gutartige Neubildung des Gehirns und anderer Teile des Zentralnervensystems;38;641
3;D34;Gutartige Neubildung der Schilddrüse;2;10
3;D35;Gutartige Neubildung sonstiger und nicht näher bezeichneter endokriner Drüsen;31;408
3;D36;Gutartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen;28;104
3;D37;Neubildung unsicheren oder unbekannten Verhaltens der Mundhöhle und der Verdauungsorgane;50;379
3;D38;Neubildung unsicheren oder unbekannten Verhaltens des Mittelohres, der Atmungsorgane und der intrathorakalen Organe;40;190
3;D39;Neubildung unsicheren oder unbekannten Verhaltens der weiblichen Genitalorgane;19;35
3;D40;Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane;9;73
3;D41;Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane;19;31
3;D42;Neubildung unsicheren oder unbekannten Verhaltens der Meningen;-999;-999
3;D43;Neubildung unsicheren oder unbekannten Verhaltens des Gehirns und des Zentralnervensystems;43;222
3;D44;Neubildung unsicheren oder unbekannten Verhaltens der endokrinen Drüsen;36;228
3;D45;Polycythaemia vera;32;332
3;D46;Myelodysplastische Syndrome;74;3218
3;D47;Sonstige Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes;68;1031
3;D48;Neubildung unsicheren oder unbekannten Verhaltens an sonstigen und nicht näher bezeichneten Lokalisationen;65;1523
3;D50;Eisenmangelanämie;80;320
3;D51;Vitamin-B12-Mangelanämie;12;20
3;D52;Folsäure-Mangelanämie;5;13
3;D53;Sonstige alimentäre Anämien;10;22
3;D55;Anämie durch Enzymdefekte;10;52
3;D56;Thalassämie;34;1058
3;D57;Sichelzellenkrankheiten;24;280
3;D58;Sonstige hereditäre hämolytische Anämien;26;102
3;D59;Erworbene hämolytische Anämien;48;198
3;D60;Erworbene isolierte aplastische Anämie [Erythroblastopenie] [pure red cell aplasia];9;34
3;D61;Sonstige aplastische Anämien;57;1433
3;D62;Akute Blutungsanämie;15;26
3;D63;Anämie bei chronischen, anderenorts klassifizierten Krankheiten;0;0
3;D64;Sonstige Anämien;65;501
3;D65;Disseminierte intravasale Gerinnung [Defibrinationssyndrom];-999;-999
3;D66;Hereditärer Faktor-VIII-Mangel;16;42
3;D67;Hereditärer Faktor-IX-Mangel;3;6
3;D68;Sonstige Koagulopathien;46;231
3;D69;Purpura und sonstige hämorrhagische Diathesen;74;1088
3;D70;Agranulozytose und Neutropenie;34;155
3;D71;Funktionelle Störungen der neutrophilen Granulozyten;12;29
3;D72;Sonstige Krankheiten der Leukozyten;29;42
3;D73;Krankheiten der Milz;10;12
3;D74;Methämoglobinämie;0;0
3;D75;Sonstige Krankheiten des Blutes und der blutbildenden Organe;31;81
3;D76;Bestimmte Krankheiten mit Beteiligung des lymphoretikulären Gewebes und des retikulohistiozytären Systems;29;158
3;D77;Sonstige Krankheiten des Blutes und der blutbildenden Organe bei anderenorts klassifizierten Krankheiten;0;0
3;D80;Immundefekt mit vorherrschendem Antikörpermangel;41;777
3;D81;Kombinierte Immundefekte;19;70
3;D82;Immundefekt in Verbindung mit anderen schweren Defekten;14;50
3;D83;Variabler Immundefekt [common variable immunodeficiency];16;102
3;D84;Sonstige Immundefekte;26;95
3;D86;Sarkoidose;46;156
3;D89;Sonstige Störungen mit Beteiligung des Immunsystems, anderenorts nicht klassifiziert;16;34
3;D90;Immunkompromittierung nach Bestrahlung, Chemotherapie und sonstigen immunsuppressiven Maßnahmen;5;9
3;E00;Angeborenes Jodmangelsyndrom;0;0
3;E01;Jodmangelbedingte Schilddrüsenkrankheiten und verwandte Zustände;2;12
3;E02;Subklinische Jodmangel-Hypothyreose;-999;-999
3;E03;Sonstige Hypothyreose;28;169
3;E04;Sonstige nichttoxische Struma;19;145
3;E05;Hyperthyreose [Thyreotoxikose];22;391
3;E06;Thyreoiditis;25;236
3;E07;Sonstige Krankheiten der Schilddrüse;8;11
3;E10;Diabetes mellitus, Typ 1;57;1935
3;E11;Diabetes mellitus, Typ 2;135;3303
3;E12;Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition];-999;-999
3;E13;Sonstiger näher bezeichneter Diabetes mellitus;32;85
3;E14;Nicht näher bezeichneter Diabetes mellitus;23;327
3;E15;Hypoglykämisches Koma, nichtdiabetisch;-999;-999
3;E16;Sonstige Störungen der inneren Sekretion des Pankreas;21;80
3;E20;Hypoparathyreoidismus;5;9
3;E21;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse;15;48
3;E22;Überfunktion der Hypophyse;14;88
3;E23;Unterfunktion und andere Störungen der Hypophyse;38;755
3;E24;Cushing-Syndrom;9;37
3;E25;Adrenogenitale Störungen;16;91
3;E26;Hyperaldosteronismus;14;68
3;E27;Sonstige Krankheiten der Nebenniere;21;85
3;E28;Ovarielle Dysfunktion;21;67
3;E29;Testikuläre Dysfunktion;9;18
3;E30;Pubertätsstörungen, anderenorts nicht klassifiziert;26;239
3;E31;Polyglanduläre Dysfunktion;4;6
3;E32;Krankheiten des Thymus;2;2
3;E34;Sonstige endokrine Störungen;43;942
3;E35;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten;0;0
3;E40;Kwashiorkor;0;0
3;E41;Alimentärer Marasmus;8;20
3;E42;Kwashiorkor-Marasmus;0;0
3;E43;Nicht näher bezeichnete erhebliche Energie- und Eiweißmangelernährung;5;7
3;E44;Energie- und Eiweißmangelernährung mäßigen und leichten Grades;5;16
3;E45;Entwicklungsverzögerung durch Energie- und Eiweißmangelernährung;5;17
3;E46;Nicht näher bezeichnete Energie- und Eiweißmangelernährung;10;18
3;E50;Vitamin-A-Mangel;0;0
3;E51;Thiaminmangel [Vitamin-B1-Mangel];5;5
3;E52;Niazinmangel [Pellagra];0;0
3;E53;Mangel an sonstigen Vitaminen des Vitamin-B-Komplexes;20;25
3;E54;Ascorbinsäuremangel;0;0
3;E55;Vitamin-D-Mangel;11;28
3;E56;Sonstige Vitaminmangelzustände;4;7
3;E58;Alimentärer Kalziummangel;0;0
3;E59;Alimentärer Selenmangel;0;0
3;E60;Alimentärer Zinkmangel;-999;-999
3;E61;Mangel an sonstigen Spurenelementen;13;37
3;E63;Sonstige alimentäre Mangelzustände;2;2
3;E64;Folgen von Mangelernährung oder sonstigen alimentären Mangelzuständen;-999;-999
3;E65;Lokalisierte Adipositas;4;6
3;E66;Adipositas;61;1594
3;E67;Sonstige Überernährung;-999;-999
3;E68;Folgen der Überernährung;0;0
3;E70;Störungen des Stoffwechsels aromatischer Aminosäuren;11;75
3;E71;Störungen des Stoffwechsels verzweigter Aminosäuren und des Fettsäurestoffwechsels;16;104
3;E72;Sonstige Störungen des Aminosäurestoffwechsels;14;81
3;E73;Laktoseintoleranz;32;320
3;E74;Sonstige Störungen des Kohlenhydratstoffwechsels;35;683
3;E75;Störungen des Sphingolipidstoffwechsels und sonstige Störungen der Lipidspeicherung;19;135
3;E76;Störungen des Glykosaminoglykan-Stoffwechsels;23;189
3;E77;Störungen des Glykoproteinstoffwechsels;3;12
3;E78;Störungen des Lipoproteinstoffwechsels und sonstige Lipidämien;24;815
3;E79;Störungen des Purin- und Pyrimidinstoffwechsels;5;10
3;E80;Störungen des Porphyrin- und Bilirubinstoffwechsels;17;50
3;E83;Störungen des Mineralstoffwechsels;46;370
3;E84;Zystische Fibrose;31;726
3;E85;Amyloidose;27;165
3;E86;Volumenmangel;36;155
3;E87;Sonstige Störungen des Wasser- und Elektrolythaushaltes sowie des Säure-Basen-Gleichgewichts;35;54
3;E88;Sonstige Stoffwechselstörungen;27;98
3;E89;Endokrine und Stoffwechselstörungen nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;11;55
3;E90;Ernährungs- und Stoffwechselstörungen bei anderenorts klassifizierten Krankheiten;0;0
3;F00;Demenz bei Alzheimer-Krankheit;0;0
3;F01;Vaskuläre Demenz;73;347
3;F02;Demenz bei anderenorts klassifizierten Krankheiten;0;0
3;F03;Nicht näher bezeichnete Demenz;73;375
3;F04;Organisches amnestisches Syndrom, nicht durch Alkohol oder andere psychotrope Substanzen bedingt;2;15
3;F05;Delir, nicht durch Alkohol oder andere psychotrope Substanzen bedingt;21;34
3;F06;Andere psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit;65;570
3;F07;Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns;15;47
3;F09;Nicht näher bezeichnete organische oder symptomatische psychische Störung;2;2
3;F10;Psychische und Verhaltensstörungen durch Alkohol;14;31
3;F11;Psychische und Verhaltensstörungen durch Opioide;4;27
3;F12;Psychische und Verhaltensstörungen durch Cannabinoide;0;0
3;F13;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika;2;2
3;F14;Psychische und Verhaltensstörungen durch Kokain;-999;-999
3;F15;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein;0;0
3;F16;Psychische und Verhaltensstörungen durch Halluzinogene;0;0
3;F17;Psychische und Verhaltensstörungen durch Tabak;-999;-999
3;F18;Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel;0;0
3;F19;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen;4;4
3;F20;Schizophrenie;5;6
3;F21;Schizotype Störung;0;0
3;F22;Anhaltende wahnhafte Störungen;7;8
3;F23;Akute vorübergehende psychotische Störungen;-999;-999
3;F24;Induzierte wahnhafte Störung;0;0
3;F25;Schizoaffektive Störungen;3;6
3;F28;Sonstige nichtorganische psychotische Störungen;0;0
3;F29;Nicht näher bezeichnete nichtorganische Psychose;0;0
3;F30;Manische Episode;-999;-999
3;F31;Bipolare affektive Störung;12;15
3;F32;Depressive Episode;105;502
3;F33;Rezidivierende depressive Störung;47;124
3;F34;Anhaltende affektive Störungen;8;8
3;F38;Andere affektive Störungen;0;0
3;F39;Nicht näher bezeichnete affektive Störung;0;0
3;F40;Phobische Störungen;16;24
3;F41;Andere Angststörungen;56;159
3;F42;Zwangsstörung;6;9
3;F43;Reaktionen auf schwere Belastungen und Anpassungsstörungen;51;239
3;F44;Dissoziative Störungen [Konversionsstörungen];18;45
3;F45;Somatoforme Störungen;99;10514
3;F48;Andere neurotische Störungen;14;30
3;F50;Essstörungen;22;297
3;F51;Nichtorganische Schlafstörungen;30;172
3;F52;Sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit;2;6
3;F53;Psychische oder Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert;0;0
3;F54;Psychologische Faktoren oder Verhaltensfaktoren bei anderenorts klassifizierten Krankheiten;12;43
3;F55;Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen;0;0
3;F59;Nicht näher bezeichnete Verhaltensauffälligkeiten bei körperlichen Störungen und Faktoren;2;2
3;F60;Spezifische Persönlichkeitsstörungen;6;7
3;F61;Kombinierte und andere Persönlichkeitsstörungen;2;2
3;F62;Andauernde Persönlichkeitsänderungen, nicht Folge einer Schädigung oder Krankheit des Gehirns;13;31
3;F63;Abnorme Gewohnheiten und Störungen der Impulskontrolle;2;2
3;F64;Störungen der Geschlechtsidentität;-999;-999
3;F65;Störungen der Sexualpräferenz;0;0
3;F66;Psychische und Verhaltensstörungen in Verbindung mit der sexuellen Entwicklung und Orientierung;0;0
3;F68;Andere Persönlichkeits- und Verhaltensstörungen;3;4
3;F69;Nicht näher bezeichnete Persönlichkeits- und Verhaltensstörung;0;0
3;F70;Leichte Intelligenzminderung;9;10
3;F71;Mittelgradige Intelligenzminderung;5;6
3;F72;Schwere Intelligenzminderung;-999;-999
3;F73;Schwerste Intelligenzminderung;0;0
3;F74;Dissoziierte Intelligenz;3;3
3;F78;Andere Intelligenzminderung;0;0
3;F79;Nicht näher bezeichnete Intelligenzminderung;4;6
3;F80;Umschriebene Entwicklungsstörungen des Sprechens und der Sprache;27;2308
3;F81;Umschriebene Entwicklungsstörungen schulischer Fertigkeiten;10;35
3;F82;Umschriebene Entwicklungsstörung der motorischen Funktionen;25;122
3;F83;Kombinierte umschriebene Entwicklungsstörungen;31;694
3;F84;Tief greifende Entwicklungsstörungen;28;104
3;F88;Andere Entwicklungsstörungen;5;7
3;F89;Nicht näher bezeichnete Entwicklungsstörung;21;105
3;F90;Hyperkinetische Störungen;22;91
3;F91;Störungen des Sozialverhaltens;12;17
3;F92;Kombinierte Störung des Sozialverhaltens und der Emotionen;6;16
3;F93;Emotionale Störungen des Kindesalters;9;55
3;F94;Störungen sozialer Funktionen mit Beginn in der Kindheit und Jugend;5;13
3;F95;Ticstörungen;26;63
3;F98;Andere Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend;37;1059
3;F99;Psychische Störung ohne nähere Angabe;4;5
3;G00;Bakterielle Meningitis, anderenorts nicht klassifiziert;6;6
3;G01;Meningitis bei anderenorts klassifizierten bakteriellen Krankheiten;0;0
3;G02;Meningitis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten;0;0
3;G03;Meningitis durch sonstige und nicht näher bezeichnete Ursachen;9;21
3;G04;Enzephalitis, Myelitis und Enzephalomyelitis;35;344
3;G05;Enzephalitis, Myelitis und Enzephalomyelitis bei anderenorts klassifizierten Krankheiten;0;0
3;G06;Intrakranielle und intraspinale Abszesse und Granulome;14;18
3;G07;Intrakranielle und intraspinale Abszesse und Granulome bei anderenorts klassifizierten Krankheiten;0;0
3;G08;Intrakranielle und intraspinale Phlebitis und Thrombophlebitis;6;9
3;G09;Folgen entzündlicher Krankheiten des Zentralnervensystems;4;7
3;G10;Chorea Huntington;5;6
3;G11;Hereditäre Ataxie;32;113
3;G12;Spinale Muskelatrophie und verwandte Syndrome;26;195
3;G13;Systematrophien, vorwiegend das Zentralnervensystem betreffend, bei anderenorts klassifizierten Krankheiten;0;0
3;G14;Postpolio-Syndrom;2;2
3;G20;Primäres Parkinson-Syndrom;133;1098
3;G21;Sekundäres Parkinson-Syndrom;45;77
3;G22;Parkinson-Syndrom bei anderenorts klassifizierten Krankheiten;0;0
3;G23;Sonstige degenerative Krankheiten der Basalganglien;27;53
3;G24;Dystonie;27;355
3;G25;Sonstige extrapyramidale Krankheiten und Bewegungsstörungen;73;302
3;G26;Extrapyramidale Krankheiten und Bewegungsstörungen bei anderenorts klassifizierten Krankheiten;0;0
3;G30;Alzheimer-Krankheit;89;767
3;G31;Sonstige degenerative Krankheiten des Nervensystems, anderenorts nicht klassifiziert;45;182
3;G32;Sonstige degenerative Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten;0;0
3;G35;Multiple Sklerose [Encephalomyelitis disseminata];76;3024
3;G36;Sonstige akute disseminierte Demyelinisation;9;23
3;G37;Sonstige demyelinisierende Krankheiten des Zentralnervensystems;20;55
3;G40;Epilepsie;97;1966
3;G41;Status epilepticus;7;9
3;G43;Migräne;68;1069
3;G44;Sonstige Kopfschmerzsyndrome;58;835
3;G45;Zerebrale transitorische Ischämie und verwandte Syndrome;63;202
3;G46;Zerebrale Gefäßsyndrome bei zerebrovaskulären Krankheiten;0;0
3;G47;Schlafstörungen;68;18358
3;G50;Krankheiten des N. trigeminus [V. Hirnnerv];35;190
3;G51;Krankheiten des N. facialis [VII. Hirnnerv];40;296
3;G52;Krankheiten sonstiger Hirnnerven;4;5
3;G53;Krankheiten der Hirnnerven bei anderenorts klassifizierten Krankheiten;0;0
3;G54;Krankheiten von Nervenwurzeln und Nervenplexus;40;155
3;G55;Kompression von Nervenwurzeln und Nervenplexus bei anderenorts klassifizierten Krankheiten;0;0
3;G56;Mononeuropathien der oberen Extremität;43;289
3;G57;Mononeuropathien der unteren Extremität;39;220
3;G58;Sonstige Mononeuropathien;25;77
3;G59;Mononeuropathie bei anderenorts klassifizierten Krankheiten;0;0
3;G60;Hereditäre und idiopathische Neuropathie;20;100
3;G61;Polyneuritis;40;705
3;G62;Sonstige Polyneuropathien;101;1084
3;G63;Polyneuropathie bei anderenorts klassifizierten Krankheiten;0;0
3;G64;Sonstige Krankheiten des peripheren Nervensystems;3;3
3;G70;Myasthenia gravis und sonstige neuromuskuläre Krankheiten;33;146
3;G71;Primäre Myopathien;33;172
3;G72;Sonstige Myopathien;34;127
3;G73;Krankheiten im Bereich der neuromuskulären Synapse und des Muskels bei anderenorts klassifizierten Krankheiten;0;0
3;G80;Infantile Zerebralparese;45;486
3;G81;Hemiparese und Hemiplegie;101;622
3;G82;Paraparese und Paraplegie, Tetraparese und Tetraplegie;63;278
3;G83;Sonstige Lähmungssyndrome;43;90
3;G90;Krankheiten des autonomen Nervensystems;23;41
3;G91;Hydrozephalus;67;335
3;G92;Toxische Enzephalopathie;5;5
3;G93;Sonstige Krankheiten des Gehirns;62;437
3;G94;Sonstige Krankheiten des Gehirns bei anderenorts klassifizierten Krankheiten;0;0
3;G95;Sonstige Krankheiten des Rückenmarkes;32;100
3;G96;Sonstige Krankheiten des Zentralnervensystems;10;14
3;G97;Krankheiten des Nervensystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;10;15
3;G98;Sonstige Krankheiten des Nervensystems, anderenorts nicht klassifiziert;3;3
3;G99;Sonstige Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten;0;0
3;H00;Hordeolum und Chalazion;8;175
3;H01;Sonstige Entzündung des Augenlides;7;14
3;H02;Sonstige Affektionen des Augenlides;20;255
3;H03;Affektionen des Augenlides bei anderenorts klassifizierten Krankheiten;0;0
3;H04;Affektionen des Tränenapparates;10;109
3;H05;Affektionen der Orbita;7;15
3;H06;Affektionen des Tränenapparates und der Orbita bei anderenorts klassifizierten Krankheiten;0;0
3;H10;Konjunktivitis;5;8
3;H11;Sonstige Affektionen der Konjunktiva;3;32
3;H13;Affektionen der Konjunktiva bei anderenorts klassifizierten Krankheiten;0;0
3;H15;Affektionen der Sklera;0;0
3;H16;Keratitis;4;10
3;H17;Hornhautnarben und -trübungen;3;21
3;H18;Sonstige Affektionen der Hornhaut;6;46
3;H19;Affektionen der Sklera und der Hornhaut bei anderenorts klassifizierten Krankheiten;0;0
3;H20;Iridozyklitis;13;35
3;H21;Sonstige Affektionen der Iris und des Ziliarkörpers;4;5
