Type;Bundesland_A;Stufe;Anzahl KH;mwFallzahlA;mwVWD;cmi;antSTF;BLCODE;BettenstufeSort
2;10_Saarland;300 bis 399 Betten;-999;-999,00;-999,00;-999,00;-9,99;10;b0399 
1;10_Saarland;400 bis 499 Betten;-999;-999,00;-999,00;-999,00;-9,99;10;b0499 
2;10_Saarland;400 bis 499 Betten;-999;-999,00;-999,00;-999,00;-9,99;10;b0499 
1;10_Saarland;500 bis 599 Betten;2;25390,50;5,95;1,044;0,0259;10;b0599 
2;10_Saarland;500 bis 599 Betten;-999;-999,00;-999,00;-999,00;-9,99;10;b0599 
1;10_Saarland;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;10;b0799 
2;10_Saarland;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;10;b0799 
1;10_Saarland;800 bis 999 Betten;0;0,00;0,00;0,00;0,00;10;b0999 
2;10_Saarland;800 bis 999 Betten;0;0,00;0,00;0,00;0,00;10;b0999 
1;10_Saarland;1000 Betten und mehr;-999;-999,00;-999,00;-999,00;-9,99;10;b1000+
2;10_Saarland;1000 Betten und mehr;0;0,00;0,00;0,00;0,00;10;b1000+
1;10_Saarland;Ohne Angabe;0;0,00;0,00;0,00;0,00;10;oA    
2;10_Saarland;Ohne Angabe;0;0,00;0,00;0,00;0,00;10;oA    
1;11_Berlin;bis 49 Betten;4;1048,75;6,65;0,8698;0,0057;11;b0049 
2;11_Berlin;bis 49 Betten;-999;-999,00;-999,00;-999,00;-9,99;11;b0049 
1;11_Berlin;50 bis 99 Betten;4;3339,75;6,875;1,1673;0,0024;11;b0099 
2;11_Berlin;50 bis 99 Betten;2;1586,00;2,55;0,6215;0,0088;11;b0099 
1;11_Berlin;100 bis 149 Betten;3;1889,00;18,5333;1,716;0,0028;11;b0149 
2;11_Berlin;100 bis 149 Betten;0;0,00;0,00;0,00;0,00;11;b0149 
1;11_Berlin;150 bis 199 Betten;6;6370,50;9,20;1,7888;0,0111;11;b0199 
2;11_Berlin;150 bis 199 Betten;0;0,00;0,00;0,00;0,00;11;b0199 
1;11_Berlin;200 bis 249 Betten;4;10987,25;5,875;1,0138;0,0216;11;b0249 
2;11_Berlin;200 bis 249 Betten;2;205,50;4,45;1,1395;0,0122;11;b0249 
1;11_Berlin;250 bis 299 Betten;6;8394,3333;9,2333;1,1945;0,0137;11;b0299 
2;11_Berlin;250 bis 299 Betten;-999;-999,00;-999,00;-999,00;-9,99;11;b0299 
1;11_Berlin;300 bis 399 Betten;5;12259,00;9,52;1,4592;0,0148;11;b0399 
2;11_Berlin;300 bis 399 Betten;0;0,00;0,00;0,00;0,00;11;b0399 
1;11_Berlin;400 bis 499 Betten;5;21287,20;6,16;1,0632;0,0204;11;b0499 
2;11_Berlin;400 bis 499 Betten;-999;-999,00;-999,00;-999,00;-9,99;11;b0499 
1;11_Berlin;500 bis 599 Betten;3;23959,00;6,6333;1,226;0,0163;11;b0599 
2;11_Berlin;500 bis 599 Betten;0;0,00;0,00;0,00;0,00;11;b0599 
1;11_Berlin;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;11;b0799 
2;11_Berlin;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;11;b0799 
1;11_Berlin;800 bis 999 Betten;0;0,00;0,00;0,00;0,00;11;b0999 
2;11_Berlin;800 bis 999 Betten;0;0,00;0,00;0,00;0,00;11;b0999 
1;11_Berlin;1000 Betten und mehr;3;123057,6667;6,30;1,314;0,0356;11;b1000+
2;11_Berlin;1000 Betten und mehr;-999;-999,00;-999,00;-999,00;-9,99;11;b1000+
1;11_Berlin;Ohne Angabe;-999;-999,00;-999,00;-999,00;-9,99;11;oA    
2;11_Berlin;Ohne Angabe;0;0,00;0,00;0,00;0,00;11;oA    
1;12_Brandenburg;bis 49 Betten;6;2168,8333;12,5167;0,9072;0,0262;12;b0049 
2;12_Brandenburg;bis 49 Betten;0;0,00;0,00;0,00;0,00;12;b0049 
1;12_Brandenburg;50 bis 99 Betten;6;2199,50;11,10;1,2232;0,0427;12;b0099 
2;12_Brandenburg;50 bis 99 Betten;0;0,00;0,00;0,00;0,00;12;b0099 
1;12_Brandenburg;100 bis 149 Betten;9;2917,7778;22,5889;1,9664;0,0171;12;b0149 
2;12_Brandenburg;100 bis 149 Betten;-999;-999,00;-999,00;-999,00;-9,99;12;b0149 
1;12_Brandenburg;150 bis 199 Betten;7;5029,5714;9,1429;1,1784;0,018;12;b0199 
2;12_Brandenburg;150 bis 199 Betten;-999;-999,00;-999,00;-999,00;-9,99;12;b0199 
1;12_Brandenburg;200 bis 249 Betten;2;10801,50;6,00;0,984;0,0183;12;b0249 
2;12_Brandenburg;200 bis 249 Betten;0;0,00;0,00;0,00;0,00;12;b0249 
1;12_Brandenburg;250 bis 299 Betten;8;9063,625;7,4875;1,138;0,0209;12;b0299 
2;12_Brandenburg;250 bis 299 Betten;0;0,00;0,00;0,00;0,00;12;b0299 
1;12_Brandenburg;300 bis 399 Betten;2;16556,00;6,05;0,895;0,0211;12;b0399 
2;12_Brandenburg;300 bis 399 Betten;-999;-999,00;-999,00;-999,00;-9,99;12;b0399 
1;12_Brandenburg;400 bis 499 Betten;5;19550,20;6,26;0,966;0,0155;12;b0499 
2;12_Brandenburg;400 bis 499 Betten;3;231,3333;4,40;0,5673;0,013;12;b0499 
1;12_Brandenburg;500 bis 599 Betten;5;22753,80;6,54;1,084;0,0146;12;b0599 
2;12_Brandenburg;500 bis 599 Betten;0;0,00;0,00;0,00;0,00;12;b0599 
1;12_Brandenburg;600 bis 799 Betten;-999;-999,00;-999,00;-999,00;-9,99;12;b0799 
2;12_Brandenburg;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;12;b0799 
1;12_Brandenburg;800 bis 999 Betten;-999;-999,00;-999,00;-999,00;-9,99;12;b0999 
2;12_Brandenburg;800 bis 999 Betten;0;0,00;0,00;0,00;0,00;12;b0999 
1;12_Brandenburg;1000 Betten und mehr;-999;-999,00;-999,00;-999,00;-9,99;12;b1000+
2;12_Brandenburg;1000 Betten und mehr;0;0,00;0,00;0,00;0,00;12;b1000+
1;12_Brandenburg;Ohne Angabe;0;0,00;0,00;0,00;0,00;12;oA    
2;12_Brandenburg;Ohne Angabe;0;0,00;0,00;0,00;0,00;12;oA    
1;13_Mecklenburg-Vorpommern;bis 49 Betten;-999;-999,00;-999,00;-999,00;-9,99;13;b0049 
2;13_Mecklenburg-Vorpommern;bis 49 Betten;0;0,00;0,00;0,00;0,00;13;b0049 
1;13_Mecklenburg-Vorpommern;50 bis 99 Betten;7;2475,7143;12,2714;1,9853;0,0315;13;b0099 
2;13_Mecklenburg-Vorpommern;50 bis 99 Betten;-999;-999,00;-999,00;-999,00;-9,99;13;b0099 
1;13_Mecklenburg-Vorpommern;100 bis 149 Betten;3;5859,3333;5,4667;0,847;0,0431;13;b0149 
2;13_Mecklenburg-Vorpommern;100 bis 149 Betten;0;0,00;0,00;0,00;0,00;13;b0149 
1;13_Mecklenburg-Vorpommern;150 bis 199 Betten;8;7114,25;10,9625;1,6464;0,0269;13;b0199 
2;13_Mecklenburg-Vorpommern;150 bis 199 Betten;2;89,00;5,70;0,4865;0,0056;13;b0199 
1;13_Mecklenburg-Vorpommern;200 bis 249 Betten;3;8924,3333;6,3333;1,2043;0,0223;13;b0249 
2;13_Mecklenburg-Vorpommern;200 bis 249 Betten;2;536,50;3,00;0,5815;0,0047;13;b0249 
1;13_Mecklenburg-Vorpommern;250 bis 299 Betten;2;15285,50;5,80;0,9245;0,0161;13;b0299 
2;13_Mecklenburg-Vorpommern;250 bis 299 Betten;-999;-999,00;-999,00;-999,00;-9,99;13;b0299 
1;13_Mecklenburg-Vorpommern;300 bis 399 Betten;2;16947,50;5,60;0,8895;0,0222;13;b0399 
2;13_Mecklenburg-Vorpommern;300 bis 399 Betten;-999;-999,00;-999,00;-999,00;-9,99;13;b0399 
1;13_Mecklenburg-Vorpommern;400 bis 499 Betten;2;23144,00;5,95;1,014;0,02;13;b0499 
2;13_Mecklenburg-Vorpommern;400 bis 499 Betten;-999;-999,00;-999,00;-999,00;-9,99;13;b0499 
1;13_Mecklenburg-Vorpommern;500 bis 599 Betten;0;0,00;0,00;0,00;0,00;13;b0599 
2;13_Mecklenburg-Vorpommern;500 bis 599 Betten;0;0,00;0,00;0,00;0,00;13;b0599 
1;13_Mecklenburg-Vorpommern;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;13;b0799 
2;13_Mecklenburg-Vorpommern;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;13;b0799 
1;13_Mecklenburg-Vorpommern;800 bis 999 Betten;3;36468,3333;6,6333;1,2817;0,0178;13;b0999 
2;13_Mecklenburg-Vorpommern;800 bis 999 Betten;0;0,00;0,00;0,00;0,00;13;b0999 
1;13_Mecklenburg-Vorpommern;1000 Betten und mehr;-999;-999,00;-999,00;-999,00;-9,99;13;b1000+
2;13_Mecklenburg-Vorpommern;1000 Betten und mehr;0;0,00;0,00;0,00;0,00;13;b1000+
1;13_Mecklenburg-Vorpommern;Ohne Angabe;0;0,00;0,00;0,00;0,00;13;oA    
2;13_Mecklenburg-Vorpommern;Ohne Angabe;0;0,00;0,00;0,00;0,00;13;oA    
1;14_Sachsen;bis 49 Betten;8;830,875;22,0125;3,714;0,0116;14;b0049 
2;14_Sachsen;bis 49 Betten;0;0,00;0,00;0,00;0,00;14;b0049 
1;14_Sachsen;50 bis 99 Betten;9;1874,5556;15,0222;1,3871;0,0133;14;b0099 
2;14_Sachsen;50 bis 99 Betten;2;620,00;4,60;0,8205;0,00;14;b0099 
1;14_Sachsen;100 bis 149 Betten;6;3974,6667;10,8333;2,6895;0,0111;14;b0149 
2;14_Sachsen;100 bis 149 Betten;0;0,00;0,00;0,00;0,00;14;b0149 
1;14_Sachsen;150 bis 199 Betten;13;7725,3846;6,3154;1,0985;0,0174;14;b0199 
2;14_Sachsen;150 bis 199 Betten;4;221,25;7,15;1,0453;0,0023;14;b0199 
1;14_Sachsen;200 bis 249 Betten;9;11275,2222;5,90;0,8931;0,0176;14;b0249 
2;14_Sachsen;200 bis 249 Betten;5;410,20;4,22;0,8152;0,0029;14;b0249 
1;14_Sachsen;250 bis 299 Betten;5;10741,60;6,76;1,0022;0,018;14;b0299 
2;14_Sachsen;250 bis 299 Betten;4;708,75;5,15;0,7985;0,0056;14;b0299 
1;14_Sachsen;300 bis 399 Betten;12;14889,8333;6,475;1,0009;0,016;14;b0399 
2;14_Sachsen;300 bis 399 Betten;7;130,4286;3,3143;0,5554;0,0186;14;b0399 
1;14_Sachsen;400 bis 499 Betten;6;21364,3333;6,15;1,3015;0,0292;14;b0499 
2;14_Sachsen;400 bis 499 Betten;3;205,00;1,6667;0,425;0,0033;14;b0499 
1;14_Sachsen;500 bis 599 Betten;3;24601,6667;6,0667;0,9623;0,0195;14;b0599 
2;14_Sachsen;500 bis 599 Betten;-999;-999,00;-999,00;-999,00;-9,99;14;b0599 
1;14_Sachsen;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;14;b0799 
2;14_Sachsen;600 bis 799 Betten;0;0,00;0,00;0,00;0,00;14;b0799 
1;14_Sachsen;800 bis 999 Betten;3;37857,6667;6,8333;1,1393;0,0121;14;b0999 
2;14_Sachsen;800 bis 999 Betten;2;193,50;6,30;0,789;0,0026;14;b0999 
1;14_Sachsen;1000 Betten und mehr;3;55031,6667;7,00;1,3583;0,023;14;b1000+
2;14_Sachsen;1000 Betten und mehr;-999;-999,00;-999,00;-999,00;-9,99;14;b1000+
1;14_Sachsen;Ohne Angabe;0;0,00;0,00;0,00;0,00;14;oA    
2;14_Sachsen;Ohne Angabe;0;0,00;0,00;0,00;0,00;14;oA    
1;15_Sachsen-Anhalt;bis 49 Betten;4;890,00;8,85;0,752;0,0039;15;b0049 
2;15_Sachsen-Anhalt;bis 49 Betten;-999;-999,00;-999,00;-999,00;-9,99;15;b0049 
1;15_Sachsen-Anhalt;50 bis 99 Betten;3;1625,00;9,80;0,707;0,0199;15;b0099 
2;15_Sachsen-Anhalt;50 bis 99 Betten;0;0,00;0,00;0,00;0,00;15;b0099 
1;15_Sachsen-Anhalt;100 bis 149 Betten;5;3127,60;16,48;2,1392;0,0163;15;b0149 
2;15_Sachsen-Anhalt;100 bis 149 Betten;-999;-999,00;-999,00;-999,00;-9,99;15;b0149 
1;15_Sachsen-Anhalt;150 bis 199 Betten;6;6009,50;6,35;1,0488;0,0117;15;b0199 
2;15_Sachsen-Anhalt;150 bis 199 Betten;2;564,00;2,50;0,553;0,0018;15;b0199 
1;15_Sachsen-Anhalt;200 bis 249 Betten;2;9366,50;5,55;0,8725;0,0246;15;b0249 
2;15_Sachsen-Anhalt;200 bis 249 Betten;2;120,00;3,65;0,475;0,00;15;b0249 
1;15_Sachsen-Anhalt;250 bis 299 Betten;4;11809,25;5,70;0,947;0,0256;15;b0299 
2;15_Sachsen-Anhalt;250 bis 299 Betten;2;377,50;2,40;0,515;0,0013;15;b0299 
1;15_Sachsen-Anhalt;300 bis 399 Betten;3;13099,3333;7,70;1,2443;0,0274;15;b0399 
2;15_Sachsen-Anhalt;300 bis 399 Betten;0;0,00;0,00;0,00;0,00;15;b0399 
1;15_Sachsen-Anhalt;400 bis 499 Betten;6;18975,8333;5,75;0,9178;0,0262;15;b0499 
2;15_Sachsen-Anhalt;400 bis 499 Betten;2;261,00;3,75;0,488;0,0057;15;b0499 
1;15_Sachsen-Anhalt;500 bis 599 Betten;4;21722,00;6,375;1,023;0,0218;15;b0599 
2;15_Sachsen-Anhalt;500 bis 599 Betten;2;75,00;9,85;1,4375;0,00;15;b0599 
1;15_Sachsen-Anhalt;600 bis 799 Betten;3;30079,6667;6,10;1,0293;0,0156;15;b0799 
2;15_Sachsen-Anhalt;600 bis 799 Betten;2;459,50;2,85;0,611;0,0022;15;b0799 
1;15_Sachsen-Anhalt;800 bis 999 Betten;2;34738,00;6,75;1,2105;0,0174;15;b0999 
2;15_Sachsen-Anhalt;800 bis 999 Betten;-999;-999,00;-999,00;-999,00;-9,99;15;b0999 
1;15_Sachsen-Anhalt;1000 Betten und mehr;-999;-999,00;-999,00;-999,00;-9,99;15;b1000+
2;15_Sachsen-Anhalt;1000 Betten und mehr;0;0,00;0,00;0,00;0,00;15;b1000+
1;15_Sachsen-Anhalt;Ohne Angabe;0;0,00;0,00;0,00;0,00;15;oA    
2;15_Sachsen-Anhalt;Ohne Angabe;0;0,00;0,00;0,00;0,00;15;oA    
1;16_Thüringen;bis 49 Betten;3;297,00;47,30;1,761;0,00;16;b0049 
2;16_Thüringen;bis 49 Betten;0;0,00;0,00;0,00;0,00;16;b0049 
1;16_Thüringen;50 bis 99 Betten;8;1623,625;17,875;1,796;0,0102;16;b0099 
2;16_Thüringen;50 bis 99 Betten;0;0,00;0,00;0,00;0,00;16;b0099 
1;16_Thüringen;100 bis 149 Betten;6;2537,1667;14,0167;1,4525;0,0099;16;b0149 
2;16_Thüringen;100 bis 149 Betten;0;0,00;0,00;0,00;0,00;16;b0149 
1;16_Thüringen;150 bis 199 Betten;4;8111,50;5,925;0,938;0,0305;16;b0199 
2;16_Thüringen;150 bis 199 Betten;-999;-999,00;-999,00;-999,00;-9,99;16;b0199 
1;16_Thüringen;200 bis 249 Betten;-999;-999,00;-999,00;-999,00;-9,99;16;b0249 
2;16_Thüringen;200 bis 249 Betten;0;0,00;0,00;0,00;0,00;16;b0249 
1;16_Thüringen;250 bis 299 Betten;-999;-999,00;-999,00;-999,00;-9,99;16;b0299 
2;16_Thüringen;250 bis 299 Betten;0;0,00;0,00;0,00;0,00;16;b0299 
1;16_Thüringen;300 bis 399 Betten;6;15824,3333;5,8833;0,9252;0,0192;16;b0399 
2;16_Thüringen;300 bis 399 Betten;3;511,00;4,7667;0,6467;0,002;16;b0399 
1;16_Thüringen;400 bis 499 Betten;5;20604,20;6,10;0,9332;0,0224;16;b0499 
2;16_Thüringen;400 bis 499 Betten;2;892,00;3,80;0,4715;0,0174;16;b0499 
1;16_Thüringen;500 bis 599 Betten;2;19499,50;7,05;1,1265;0,0145;16;b0599 
2;16_Thüringen;500 bis 599 Betten;-999;-999,00;-999,00;-999,00;-9,99;16;b0599 
1;16_Thüringen;600 bis 799 Betten;4;25493,25;7,325;1,282;0,0117;16;b0799 
2;16_Thüringen;600 bis 799 Betten;-999;-999,00;-999,00;-999,00;-9,99;16;b0799 
1;16_Thüringen;800 bis 999 Betten;-999;-999,00;-999,00;-999,00;-9,99;16;b0999 
2;16_Thüringen;800 bis 999 Betten;0;0,00;0,00;0,00;0,00;16;b0999 
1;16_Thüringen;1000 Betten und mehr;2;51016,00;6,75;1,338;0,0168;16;b1000+
2;16_Thüringen;1000 Betten und mehr;0;0,00;0,00;0,00;0,00;16;b1000+
1;16_Thüringen;Ohne Angabe;0;0,00;0,00;0,00;0,00;16;oA    
2;16_Thüringen;Ohne Angabe;0;0,00;0,00;0,00;0,00;16;oA    
