Type;Bereich;Bezeichnung;Anzahl KH;AnzahlTS
3;B80;Enterobiasis;5;12
3;B81;Sonstige intestinale Helminthosen, anderenorts nicht klassifiziert;0;0
3;B82;Nicht näher bezeichneter intestinaler Parasitismus;0;0
3;B83;Sonstige Helminthosen;-999;-999
3;B85;Pedikulose [Läusebefall] und Phthiriasis [Filzläusebefall];-999;-999
3;B86;Skabies;21;64
3;B87;Myiasis;-999;-999
3;B88;Sonstiger Parasitenbefall der Haut;0;0
3;B89;Nicht näher bezeichnete parasitäre Krankheit;-999;-999
3;B90;Folgezustände der Tuberkulose;0;0
3;B91;Folgezustände der Poliomyelitis;2;2
3;B92;Folgezustände der Lepra;0;0
3;B94;Folgezustände sonstiger und nicht näher bezeichneter infektiöser und parasitärer Krankheiten;-999;-999
3;B95;Streptokokken und Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B96;Sonstige näher bezeichnete Bakterien als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B97;Viren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B98;Sonstige näher bezeichnete infektiöse Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B99;Sonstige und nicht näher bezeichnete Infektionskrankheiten;25;70
3;C00;Bösartige Neubildung der Lippe;13;33
3;C01;Bösartige Neubildung des Zungengrundes;34;247
3;C02;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile der Zunge;36;297
3;C03;Bösartige Neubildung des Zahnfleisches;15;54
3;C04;Bösartige Neubildung des Mundbodens;36;315
3;C05;Bösartige Neubildung des Gaumens;23;55
3;C06;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile des Mundes;16;109
3;C07;Bösartige Neubildung der Parotis;32;134
3;C08;Bösartige Neubildung sonstiger und nicht näher bezeichneter großer Speicheldrüsen;13;31
3;C09;Bösartige Neubildung der Tonsille;31;276
3;C10;Bösartige Neubildung des Oropharynx;41;631
3;C11;Bösartige Neubildung des Nasopharynx;34;236
3;C12;Bösartige Neubildung des Recessus piriformis;10;19
3;C13;Bösartige Neubildung des Hypopharynx;38;462
3;C14;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen der Lippe, der Mundhöhle und des Pharynx;13;30
3;C15;Bösartige Neubildung des Ösophagus;77;1730
3;C16;Bösartige Neubildung des Magens;97;3029
3;C17;Bösartige Neubildung des Dünndarmes;52;614
3;C18;Bösartige Neubildung des Kolons;131;5378
3;C19;Bösartige Neubildung am Rektosigmoid, Übergang;52;357
3;C20;Bösartige Neubildung des Rektums;101;4649
3;C21;Bösartige Neubildung des Anus und des Analkanals;51;429
3;C22;Bösartige Neubildung der Leber und der intrahepatischen Gallengänge;87;1734
3;C23;Bösartige Neubildung der Gallenblase;47;276
3;C24;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile der Gallenwege;72;583
3;C25;Bösartige Neubildung des Pankreas;100;4557
3;C26;Bösartige Neubildung sonstiger und ungenau bezeichneter Verdauungsorgane;16;33
3;C30;Bösartige Neubildung der Nasenhöhle und des Mittelohres;17;55
3;C31;Bösartige Neubildung der Nasennebenhöhlen;32;173
3;C32;Bösartige Neubildung des Larynx;42;463
3;C33;Bösartige Neubildung der Trachea;6;8
3;C34;Bösartige Neubildung der Bronchien und der Lunge;127;14026
3;C37;Bösartige Neubildung des Thymus;39;193
3;C38;Bösartige Neubildung des Herzens, des Mediastinums und der Pleura;42;118
3;C39;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen des Atmungssystems und sonstiger intrathorakaler Organe;3;5
3;C40;Bösartige Neubildung des Knochens und des Gelenkknorpels der Extremitäten;43;576
3;C41;Bösartige Neubildung des Knochens und des Gelenkknorpels sonstiger und nicht näher bezeichneter Lokalisationen;52;769
3;C43;Bösartiges Melanom der Haut;69;5991
3;C44;Sonstige bösartige Neubildungen der Haut;67;3244
3;C45;Mesotheliom;55;615
3;C46;Kaposi-Sarkom [Sarcoma idiopathicum multiplex haemorrhagicum];21;88
3;C47;Bösartige Neubildung der peripheren Nerven und des autonomen Nervensystems;36;752
3;C48;Bösartige Neubildung des Retroperitoneums und des Peritoneums;60;348
3;C49;Bösartige Neubildung sonstigen Bindegewebes und anderer Weichteilgewebe;75;1750
3;C50;Bösartige Neubildung der Brustdrüse [Mamma];114;18257
3;C51;Bösartige Neubildung der Vulva;42;212
3;C52;Bösartige Neubildung der Vagina;20;59
3;C53;Bösartige Neubildung der Cervix uteri;69;1281
3;C54;Bösartige Neubildung des Corpus uteri;77;1045
3;C55;Bösartige Neubildung des Uterus, Teil nicht näher bezeichnet;19;63
3;C56;Bösartige Neubildung des Ovars;85;3455
3;C57;Bösartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane;47;311
3;C58;Bösartige Neubildung der Plazenta;9;31
3;C60;Bösartige Neubildung des Penis;19;42
3;C61;Bösartige Neubildung der Prostata;94;4005
3;C62;Bösartige Neubildung des Hodens;63;659
3;C63;Bösartige Neubildung sonstiger und nicht näher bezeichneter männlicher Genitalorgane;11;16
3;C64;Bösartige Neubildung der Niere, ausgenommen Nierenbecken;83;1184
3;C65;Bösartige Neubildung des Nierenbeckens;29;107
3;C66;Bösartige Neubildung des Ureters;20;71
3;C67;Bösartige Neubildung der Harnblase;80;1065
3;C68;Bösartige Neubildung sonstiger und nicht näher bezeichneter Harnorgane;48;180
3;C69;Bösartige Neubildung des Auges und der Augenanhangsgebilde;38;272
3;C70;Bösartige Neubildung der Meningen;9;20
3;C71;Bösartige Neubildung des Gehirns;73;3043
3;C72;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems;27;160
3;C73;Bösartige Neubildung der Schilddrüse;36;236
3;C74;Bösartige Neubildung der Nebenniere;44;622
3;C75;Bösartige Neubildung sonstiger endokriner Drüsen und verwandter Strukturen;33;307
3;C76;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen;35;151
3;C77;Sekundäre und nicht näher bezeichnete bösartige Neubildung der Lymphknoten;49;410
3;C78;Sekundäre bösartige Neubildung der Atmungs- und Verdauungsorgane;73;897
3;C79;Sekundäre bösartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen;92;2065
3;C80;Bösartige Neubildung ohne Angabe der Lokalisation;91;1501
3;C81;Hodgkin-Lymphom [Lymphogranulomatose];84;2820
3;C82;Follikuläres Lymphom;77;1937
3;C83;Nicht follikuläres Lymphom;103;4761
3;C84;Reifzellige T/NK-Zell-Lymphome;72;1230
3;C85;Sonstige und nicht näher bezeichnete Typen des Non-Hodgkin-Lymphoms;84;1764
3;C86;Weitere spezifizierte T/NK-Zell-Lymphome;45;155
3;C88;Bösartige immunproliferative Krankheiten;62;363
3;C90;Plasmozytom und bösartige Plasmazellen-Neubildungen;94;6731
3;C91;Lymphatische Leukämie;90;5779
3;C92;Myeloische Leukämie;80;4030
3;C93;Monozytenleukämie;48;640
3;C94;Sonstige Leukämien näher bezeichneten Zelltyps;34;110
3;C95;Leukämie nicht näher bezeichneten Zelltyps;24;85
3;C96;Sonstige und nicht näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes;47;360
3;C97;Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen;0;0
3;D00;Carcinoma in situ der Mundhöhle, des Ösophagus und des Magens;6;13
3;D01;Carcinoma in situ sonstiger und nicht näher bezeichneter Verdauungsorgane;3;3
3;D02;Carcinoma in situ des Mittelohres und des Atmungssystems;-999;-999
3;D03;Melanoma in situ;20;211
3;D04;Carcinoma in situ der Haut;28;280
3;D05;Carcinoma in situ der Brustdrüse [Mamma];13;120
3;D06;Carcinoma in situ der Cervix uteri;5;9
3;D07;Carcinoma in situ sonstiger und nicht näher bezeichneter Genitalorgane;14;67
3;D09;Carcinoma in situ sonstiger und nicht näher bezeichneter Lokalisationen;5;5
3;D10;Gutartige Neubildung des Mundes und des Pharynx;7;38
3;D11;Gutartige Neubildung der großen Speicheldrüsen;9;33
3;D12;Gutartige Neubildung des Kolons, des Rektums, des Analkanals und des Anus;31;80
3;D13;Gutartige Neubildung sonstiger und ungenau bezeichneter Teile des Verdauungssystems;18;101
3;D14;Gutartige Neubildung des Mittelohres und des Atmungssystems;10;29
3;D15;Gutartige Neubildung sonstiger und nicht näher bezeichneter intrathorakaler Organe;12;29
3;D16;Gutartige Neubildung des Knochens und des Gelenkknorpels;27;56
3;D17;Gutartige Neubildung des Fettgewebes;34;159
3;D18;Hämangiom und Lymphangiom;57;510
3;D19;Gutartige Neubildung des mesothelialen Gewebes;-999;-999
3;D20;Gutartige Neubildung des Weichteilgewebes des Retroperitoneums und des Peritoneums;3;5
3;D21;Sonstige gutartige Neubildungen des Bindegewebes und anderer Weichteilgewebe;26;82
3;D22;Melanozytennävus;33;1034
3;D23;Sonstige gutartige Neubildungen der Haut;30;372
3;D24;Gutartige Neubildung der Brustdrüse [Mamma];6;50
3;D25;Leiomyom des Uterus;5;6
3;D26;Sonstige gutartige Neubildungen des Uterus;0;0
3;D27;Gutartige Neubildung des Ovars;8;29
3;D28;Gutartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane;13;19
3;D29;Gutartige Neubildung der männlichen Genitalorgane;13;20
3;D30;Gutartige Neubildung der Harnorgane;3;5
3;D31;Gutartige Neubildung des Auges und der Augenanhangsgebilde;11;22
3;D32;Gutartige Neubildung der Meningen;36;634
3;D33;Gutartige Neubildung des Gehirns und anderer Teile des Zentralnervensystems;41;912
3;D34;Gutartige Neubildung der Schilddrüse;7;7
3;D35;Gutartige Neubildung sonstiger und nicht näher bezeichneter endokriner Drüsen;35;468
3;D36;Gutartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen;42;178
3;D37;Neubildung unsicheren oder unbekannten Verhaltens der Mundhöhle und der Verdauungsorgane;48;466
3;D38;Neubildung unsicheren oder unbekannten Verhaltens des Mittelohres, der Atmungsorgane und der intrathorakalen Organe;43;256
3;D39;Neubildung unsicheren oder unbekannten Verhaltens der weiblichen Genitalorgane;20;34
3;D40;Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane;12;43
3;D41;Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane;21;52
3;D42;Neubildung unsicheren oder unbekannten Verhaltens der Meningen;3;3
3;D43;Neubildung unsicheren oder unbekannten Verhaltens des Gehirns und des Zentralnervensystems;45;246
3;D44;Neubildung unsicheren oder unbekannten Verhaltens der endokrinen Drüsen;34;176
3;D45;Polycythaemia vera;33;288
3;D46;Myelodysplastische Syndrome;78;2143
3;D47;Sonstige Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes;76;952
3;D48;Neubildung unsicheren oder unbekannten Verhaltens an sonstigen und nicht näher bezeichneten Lokalisationen;71;1595
3;D50;Eisenmangelanämie;81;391
3;D51;Vitamin-B12-Mangelanämie;10;15
3;D52;Folsäure-Mangelanämie;6;11
3;D53;Sonstige alimentäre Anämien;10;19
3;D55;Anämie durch Enzymdefekte;14;67
3;D56;Thalassämie;46;1282
3;D57;Sichelzellenkrankheiten;29;253
3;D58;Sonstige hereditäre hämolytische Anämien;30;129
3;D59;Erworbene hämolytische Anämien;50;260
3;D60;Erworbene isolierte aplastische Anämie [Erythroblastopenie] [pure red cell aplasia];9;9
3;D61;Sonstige aplastische Anämien;61;1104
3;D62;Akute Blutungsanämie;21;38
3;D63;Anämie bei chronischen, anderenorts klassifizierten Krankheiten;0;0
3;D64;Sonstige Anämien;65;416
3;D65;Disseminierte intravasale Gerinnung [Defibrinationssyndrom];0;0
3;D66;Hereditärer Faktor-VIII-Mangel;14;34
3;D67;Hereditärer Faktor-IX-Mangel;3;6
3;D68;Sonstige Koagulopathien;39;187
3;D69;Purpura und sonstige hämorrhagische Diathesen;80;725
3;D70;Agranulozytose und Neutropenie;44;133
3;D71;Funktionelle Störungen der neutrophilen Granulozyten;12;27
3;D72;Sonstige Krankheiten der Leukozyten;28;54
3;D73;Krankheiten der Milz;9;9
3;D74;Methämoglobinämie;-999;-999
3;D75;Sonstige Krankheiten des Blutes und der blutbildenden Organe;27;113
3;D76;Sonstige näher bezeichnete Krankheiten mit Beteiligung des lymphoretikulären Gewebes und des retikulohistiozytären Systems;24;89
3;D77;Sonstige Krankheiten des Blutes und der blutbildenden Organe bei anderenorts klassifizierten Krankheiten;0;0
3;D80;Immundefekt mit vorherrschendem Antikörpermangel;43;610
3;D81;Kombinierte Immundefekte;15;89
3;D82;Immundefekt in Verbindung mit anderen schweren Defekten;21;34
3;D83;Variabler Immundefekt [common variable immunodeficiency];18;62
3;D84;Sonstige Immundefekte;28;78
3;D86;Sarkoidose;54;267
3;D89;Sonstige Störungen mit Beteiligung des Immunsystems, anderenorts nicht klassifiziert;13;23
3;D90;Immunkompromittierung nach Bestrahlung, Chemotherapie und sonstigen immunsuppressiven Maßnahmen;2;3
3;E00;Angeborenes Jodmangelsyndrom;0;0
3;E01;Jodmangelbedingte Schilddrüsenkrankheiten und verwandte Zustände;4;6
3;E02;Subklinische Jodmangel-Hypothyreose;0;0
3;E03;Sonstige Hypothyreose;32;170
3;E04;Sonstige nichttoxische Struma;14;173
3;E05;Hyperthyreose [Thyreotoxikose];27;443
3;E06;Thyreoiditis;17;238
3;E07;Sonstige Krankheiten der Schilddrüse;4;4
3;E10;Diabetes mellitus, Typ 1;58;2164
3;E11;Diabetes mellitus, Typ 2;146;2536
3;E12;Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition];0;0
3;E13;Sonstiger näher bezeichneter Diabetes mellitus;22;64
3;E14;Nicht näher bezeichneter Diabetes mellitus;10;430
3;E15;Hypoglykämisches Koma, nichtdiabetisch;-999;-999
3;E16;Sonstige Störungen der inneren Sekretion des Pankreas;20;78
3;E20;Hypoparathyreoidismus;6;6
3;E21;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse;10;57
3;E22;Überfunktion der Hypophyse;17;72
3;E23;Unterfunktion und andere Störungen der Hypophyse;42;584
3;E24;Cushing-Syndrom;9;23
3;E25;Adrenogenitale Störungen;16;55
3;E26;Hyperaldosteronismus;11;37
3;E27;Sonstige Krankheiten der Nebenniere;21;64
3;E28;Ovarielle Dysfunktion;17;65
3;E29;Testikuläre Dysfunktion;7;21
3;E30;Pubertätsstörungen, anderenorts nicht klassifiziert;30;241
3;E31;Polyglanduläre Dysfunktion;5;17
3;E32;Krankheiten des Thymus;-999;-999
3;E34;Sonstige endokrine Störungen;45;861
3;E35;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten;0;0
3;E40;Kwashiorkor;0;0
3;E41;Alimentärer Marasmus;6;6
3;E42;Kwashiorkor-Marasmus;0;0
3;E43;Nicht näher bezeichnete erhebliche Energie- und Eiweißmangelernährung;2;4
3;E44;Energie- und Eiweißmangelernährung mäßigen und leichten Grades;3;3
3;E45;Entwicklungsverzögerung durch Energie- und Eiweißmangelernährung;7;33
3;E46;Nicht näher bezeichnete Energie- und Eiweißmangelernährung;6;7
3;E50;Vitamin-A-Mangel;-999;-999
3;E51;Thiaminmangel [Vitamin-B1-Mangel];2;2
3;E52;Niazinmangel [Pellagra];0;0
3;E53;Mangel an sonstigen Vitaminen des Vitamin-B-Komplexes;24;47
3;E54;Ascorbinsäuremangel;0;0
3;E55;Vitamin-D-Mangel;9;15
3;E56;Sonstige Vitaminmangelzustände;-999;-999
3;E58;Alimentärer Kalziummangel;-999;-999
3;E59;Alimentärer Selenmangel;0;0
3;E60;Alimentärer Zinkmangel;3;9
3;E61;Mangel an sonstigen Spurenelementen;9;10
3;E63;Sonstige alimentäre Mangelzustände;4;5
3;E64;Folgen von Mangelernährung oder sonstigen alimentären Mangelzuständen;-999;-999
3;E65;Lokalisierte Adipositas;0;0
3;E66;Adipositas;58;2205
3;E67;Sonstige Überernährung;0;0
3;E68;Folgen der Überernährung;-999;-999
3;E70;Störungen des Stoffwechsels aromatischer Aminosäuren;11;111
3;E71;Störungen des Stoffwechsels verzweigter Aminosäuren und des Fettsäurestoffwechsels;21;114
3;E72;Sonstige Störungen des Aminosäurestoffwechsels;12;93
3;E73;Laktoseintoleranz;29;284
3;E74;Sonstige Störungen des Kohlenhydratstoffwechsels;40;707
3;E75;Störungen des Sphingolipidstoffwechsels und sonstige Störungen der Lipidspeicherung;20;185
3;E76;Störungen des Glykosaminoglykan-Stoffwechsels;20;237
3;E77;Störungen des Glykoproteinstoffwechsels;8;27
3;E78;Störungen des Lipoproteinstoffwechsels und sonstige Lipidämien;28;962
3;E79;Störungen des Purin- und Pyrimidinstoffwechsels;5;5
3;E80;Störungen des Porphyrin- und Bilirubinstoffwechsels;16;48
3;E83;Störungen des Mineralstoffwechsels;47;387
3;E84;Zystische Fibrose;27;662
3;E85;Amyloidose;31;99
3;E86;Volumenmangel;30;183
3;E87;Sonstige Störungen des Wasser- und Elektrolythaushaltes sowie des Säure-Basen-Gleichgewichts;47;91
3;E88;Sonstige Stoffwechselstörungen;34;89
3;E89;Endokrine und Stoffwechselstörungen nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;12;60
3;E90;Ernährungs- und Stoffwechselstörungen bei anderenorts klassifizierten Krankheiten;0;0
3;F00;Demenz bei Alzheimer-Krankheit;0;0
3;F01;Vaskuläre Demenz;77;333
3;F02;Demenz bei anderenorts klassifizierten Krankheiten;0;0
3;F03;Nicht näher bezeichnete Demenz;85;542
3;F04;Organisches amnestisches Syndrom, nicht durch Alkohol oder andere psychotrope Substanzen bedingt;3;6
3;F05;Delir, nicht durch Alkohol oder andere psychotrope Substanzen bedingt;30;60
3;F06;Andere psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit;69;785
3;F07;Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns;14;19
3;F09;Nicht näher bezeichnete organische oder symptomatische psychische Störung;2;2
3;F10;Psychische und Verhaltensstörungen durch Alkohol;12;30
3;F11;Psychische und Verhaltensstörungen durch Opioide;4;14
3;F12;Psychische und Verhaltensstörungen durch Cannabinoide;-999;-999
3;F13;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika;3;3
3;F14;Psychische und Verhaltensstörungen durch Kokain;0;0
3;F15;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein;-999;-999
3;F16;Psychische und Verhaltensstörungen durch Halluzinogene;0;0
3;F17;Psychische und Verhaltensstörungen durch Tabak;4;4
3;F18;Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel;0;0
3;F19;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen;-999;-999
3;F20;Schizophrenie;5;6
3;F21;Schizotype Störung;0;0
3;F22;Anhaltende wahnhafte Störungen;8;8
3;F23;Akute vorübergehende psychotische Störungen;4;4
3;F24;Induzierte wahnhafte Störung;0;0
3;F25;Schizoaffektive Störungen;10;11
3;F28;Sonstige nichtorganische psychotische Störungen;-999;-999
3;F29;Nicht näher bezeichnete nichtorganische Psychose;2;2
3;F30;Manische Episode;-999;-999
3;F31;Bipolare affektive Störung;12;14
3;F32;Depressive Episode;100;500
3;F33;Rezidivierende depressive Störung;53;154
3;F34;Anhaltende affektive Störungen;4;5
3;F38;Andere affektive Störungen;2;2
3;F39;Nicht näher bezeichnete affektive Störung;3;3
3;F40;Phobische Störungen;25;42
3;F41;Andere Angststörungen;55;142
3;F42;Zwangsstörung;6;12
3;F43;Reaktionen auf schwere Belastungen und Anpassungsstörungen;61;228
3;F44;Dissoziative Störungen [Konversionsstörungen];24;45
3;F45;Somatoforme Störungen;131;10007
3;F48;Andere neurotische Störungen;17;47
3;F50;Essstörungen;16;369
3;F51;Nichtorganische Schlafstörungen;22;162
3;F52;Sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit;3;6
3;F53;Psychische oder Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert;0;0
3;F54;Psychologische Faktoren oder Verhaltensfaktoren bei anderenorts klassifizierten Krankheiten;8;44
3;F55;Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen;0;0
3;F59;Nicht näher bezeichnete Verhaltensauffälligkeiten bei körperlichen Störungen und Faktoren;-999;-999
3;F60;Spezifische Persönlichkeitsstörungen;5;5
3;F61;Kombinierte und andere Persönlichkeitsstörungen;-999;-999
3;F62;Andauernde Persönlichkeitsänderungen, nicht Folge einer Schädigung oder Krankheit des Gehirns;8;102
3;F63;Abnorme Gewohnheiten und Störungen der Impulskontrolle;3;3
3;F64;Störungen der Geschlechtsidentität;4;15
3;F65;Störungen der Sexualpräferenz;0;0
3;F66;Psychische und Verhaltensstörungen in Verbindung mit der sexuellen Entwicklung und Orientierung;0;0
3;F68;Andere Persönlichkeits- und Verhaltensstörungen;3;3
3;F69;Nicht näher bezeichnete Persönlichkeits- und Verhaltensstörung;-999;-999
3;F70;Leichte Intelligenzminderung;12;38
3;F71;Mittelgradige Intelligenzminderung;8;12
3;F72;Schwere Intelligenzminderung;2;2
3;F73;Schwerste Intelligenzminderung;-999;-999
3;F74;Dissoziierte Intelligenz;2;8
3;F78;Andere Intelligenzminderung;2;2
3;F79;Nicht näher bezeichnete Intelligenzminderung;9;13
3;F80;Umschriebene Entwicklungsstörungen des Sprechens und der Sprache;29;2155
3;F81;Umschriebene Entwicklungsstörungen schulischer Fertigkeiten;17;43
3;F82;Umschriebene Entwicklungsstörung der motorischen Funktionen;30;100
3;F83;Kombinierte umschriebene Entwicklungsstörungen;36;1012
3;F84;Tief greifende Entwicklungsstörungen;32;122
3;F88;Andere Entwicklungsstörungen;6;10
3;F89;Nicht näher bezeichnete Entwicklungsstörung;22;172
3;F90;Hyperkinetische Störungen;25;132
3;F91;Störungen des Sozialverhaltens;9;35
3;F92;Kombinierte Störung des Sozialverhaltens und der Emotionen;9;23
3;F93;Emotionale Störungen des Kindesalters;12;67
3;F94;Störungen sozialer Funktionen mit Beginn in der Kindheit und Jugend;11;19
3;F95;Ticstörungen;21;46
3;F98;Andere Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend;37;1206
3;F99;Psychische Störung ohne nähere Angabe;-999;-999
3;G00;Bakterielle Meningitis, anderenorts nicht klassifiziert;6;7
3;G01;Meningitis bei anderenorts klassifizierten bakteriellen Krankheiten;0;0
3;G02;Meningitis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten;0;0
3;G03;Meningitis durch sonstige und nicht näher bezeichnete Ursachen;14;31
3;G04;Enzephalitis, Myelitis und Enzephalomyelitis;46;453
3;G05;Enzephalitis, Myelitis und Enzephalomyelitis bei anderenorts klassifizierten Krankheiten;0;0
3;G06;Intrakranielle und intraspinale Abszesse und Granulome;8;9
3;G07;Intrakranielle und intraspinale Abszesse und Granulome bei anderenorts klassifizierten Krankheiten;0;0
3;G08;Intrakranielle und intraspinale Phlebitis und Thrombophlebitis;12;29
3;G09;Folgen entzündlicher Krankheiten des Zentralnervensystems;5;9
3;G10;Chorea Huntington;4;5
3;G11;Hereditäre Ataxie;33;107
3;G12;Spinale Muskelatrophie und verwandte Syndrome;41;248
3;G13;Systematrophien, vorwiegend das Zentralnervensystem betreffend, bei anderenorts klassifizierten Krankheiten;0;0
3;G14;Postpolio-Syndrom;2;2
3;G20;Primäres Parkinson-Syndrom;145;1351
3;G21;Sekundäres Parkinson-Syndrom;40;63
3;G22;Parkinson-Syndrom bei anderenorts klassifizierten Krankheiten;0;0
3;G23;Sonstige degenerative Krankheiten der Basalganglien;33;105
3;G24;Dystonie;28;337
3;G25;Sonstige extrapyramidale Krankheiten und Bewegungsstörungen;72;331
3;G26;Extrapyramidale Krankheiten und Bewegungsstörungen bei anderenorts klassifizierten Krankheiten;0;0
3;G30;Alzheimer-Krankheit;102;873
3;G31;Sonstige degenerative Krankheiten des Nervensystems, anderenorts nicht klassifiziert;58;272
3;G32;Sonstige degenerative Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten;0;0
3;G35;Multiple Sklerose [Encephalomyelitis disseminata];73;3775
3;G36;Sonstige akute disseminierte Demyelinisation;20;63
3;G37;Sonstige demyelinisierende Krankheiten des Zentralnervensystems;26;87
3;G40;Epilepsie;96;2054
3;G41;Status epilepticus;13;24
3;G43;Migräne;71;1331
3;G44;Sonstige Kopfschmerzsyndrome;68;832
3;G45;Zerebrale transitorische Ischämie und verwandte Syndrome;64;198
3;G46;Zerebrale Gefäßsyndrome bei zerebrovaskulären Krankheiten;0;0
3;G47;Schlafstörungen;73;21083
3;G50;Krankheiten des N. trigeminus [V. Hirnnerv];45;204
3;G51;Krankheiten des N. facialis [VII. Hirnnerv];42;378
3;G52;Krankheiten sonstiger Hirnnerven;14;22
3;G53;Krankheiten der Hirnnerven bei anderenorts klassifizierten Krankheiten;0;0
3;G54;Krankheiten von Nervenwurzeln und Nervenplexus;42;139
3;G55;Kompression von Nervenwurzeln und Nervenplexus bei anderenorts klassifizierten Krankheiten;0;0
3;G56;Mononeuropathien der oberen Extremität;47;200
3;G57;Mononeuropathien der unteren Extremität;58;255
3;G58;Sonstige Mononeuropathien;22;63
3;G59;Mononeuropathie bei anderenorts klassifizierten Krankheiten;0;0
3;G60;Hereditäre und idiopathische Neuropathie;24;115
3;G61;Polyneuritis;48;1670
3;G62;Sonstige Polyneuropathien;114;1307
3;G63;Polyneuropathie bei anderenorts klassifizierten Krankheiten;0;0
3;G64;Sonstige Krankheiten des peripheren Nervensystems;3;4
3;G70;Myasthenia gravis und sonstige neuromuskuläre Krankheiten;43;289
3;G71;Primäre Myopathien;39;222
3;G72;Sonstige Myopathien;36;209
3;G73;Krankheiten im Bereich der neuromuskulären Synapse und des Muskels bei anderenorts klassifizierten Krankheiten;0;0
3;G80;Infantile Zerebralparese;41;564
3;G81;Hemiparese und Hemiplegie;92;502
3;G82;Paraparese und Paraplegie, Tetraparese und Tetraplegie;52;225
3;G83;Sonstige Lähmungssyndrome;49;99
3;G90;Krankheiten des autonomen Nervensystems;14;27
3;G91;Hydrozephalus;89;455
3;G92;Toxische Enzephalopathie;0;0
3;G93;Sonstige Krankheiten des Gehirns;63;584
3;G94;Sonstige Krankheiten des Gehirns bei anderenorts klassifizierten Krankheiten;0;0
3;G95;Sonstige Krankheiten des Rückenmarkes;32;92
3;G96;Sonstige Krankheiten des Zentralnervensystems;15;27
3;G97;Krankheiten des Nervensystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;8;8
3;G98;Sonstige Krankheiten des Nervensystems, anderenorts nicht klassifiziert;5;11
3;G99;Sonstige Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten;0;0
3;H00;Hordeolum und Chalazion;7;272
3;H01;Sonstige Entzündung des Augenlides;8;17
3;H02;Sonstige Affektionen des Augenlides;22;394
3;H03;Affektionen des Augenlides bei anderenorts klassifizierten Krankheiten;0;0
3;H04;Affektionen des Tränenapparates;12;161
3;H05;Affektionen der Orbita;3;3
3;H06;Affektionen des Tränenapparates und der Orbita bei anderenorts klassifizierten Krankheiten;0;0
3;H10;Konjunktivitis;10;29
3;H11;Sonstige Affektionen der Konjunktiva;5;39
3;H13;Affektionen der Konjunktiva bei anderenorts klassifizierten Krankheiten;0;0
3;H15;Affektionen der Sklera;4;8
3;H16;Keratitis;6;9
3;H17;Hornhautnarben und -trübungen;3;12
3;H18;Sonstige Affektionen der Hornhaut;6;38
3;H19;Affektionen der Sklera und der Hornhaut bei anderenorts klassifizierten Krankheiten;0;0
3;H20;Iridozyklitis;13;67
3;H21;Sonstige Affektionen der Iris und des Ziliarkörpers;4;5
