Type;Bereich;Bezeichnung;Anzahl KH;AnzahlTS
3;B78;Strongyloidiasis;0;0
3;B79;Trichuriasis;0;0
3;B80;Enterobiasis;2;2
3;B81;Sonstige intestinale Helminthosen, anderenorts nicht klassifiziert;0;0
3;B82;Nicht näher bezeichneter intestinaler Parasitismus;-999;-999
3;B83;Sonstige Helminthosen;0;0
3;B85;Pedikulose [Läusebefall] und Phthiriasis [Filzläusebefall];-999;-999
3;B86;Skabies;15;50
3;B87;Myiasis;-999;-999
3;B88;Sonstiger Parasitenbefall der Haut;4;4
3;B89;Nicht näher bezeichnete parasitäre Krankheit;0;0
3;B90;Folgezustände der Tuberkulose;0;0
3;B91;Folgezustände der Poliomyelitis;-999;-999
3;B92;Folgezustände der Lepra;0;0
3;B94;Folgezustände sonstiger und nicht näher bezeichneter infektiöser und parasitärer Krankheiten;2;2
3;B95;Streptokokken und Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B96;Sonstige näher bezeichnete Bakterien als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B97;Viren als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B98;Sonstige näher bezeichnete infektiöse Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;0;0
3;B99;Sonstige und nicht näher bezeichnete Infektionskrankheiten;23;88
3;C00;Bösartige Neubildung der Lippe;17;35
3;C01;Bösartige Neubildung des Zungengrundes;32;232
3;C02;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile der Zunge;33;295
3;C03;Bösartige Neubildung des Zahnfleisches;16;76
3;C04;Bösartige Neubildung des Mundbodens;39;309
3;C05;Bösartige Neubildung des Gaumens;15;77
3;C06;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile des Mundes;22;85
3;C07;Bösartige Neubildung der Parotis;35;190
3;C08;Bösartige Neubildung sonstiger und nicht näher bezeichneter großer Speicheldrüsen;17;57
3;C09;Bösartige Neubildung der Tonsille;32;262
3;C10;Bösartige Neubildung des Oropharynx;48;623
3;C11;Bösartige Neubildung des Nasopharynx;30;160
3;C12;Bösartige Neubildung des Recessus piriformis;8;15
3;C13;Bösartige Neubildung des Hypopharynx;39;506
3;C14;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen der Lippe, der Mundhöhle und des Pharynx;15;21
3;C15;Bösartige Neubildung des Ösophagus;84;1886
3;C16;Bösartige Neubildung des Magens;96;3645
3;C17;Bösartige Neubildung des Dünndarmes;56;504
3;C18;Bösartige Neubildung des Kolons;124;6035
3;C19;Bösartige Neubildung am Rektosigmoid, Übergang;49;427
3;C20;Bösartige Neubildung des Rektums;105;5333
3;C21;Bösartige Neubildung des Anus und des Analkanals;50;383
3;C22;Bösartige Neubildung der Leber und der intrahepatischen Gallengänge;86;1716
3;C23;Bösartige Neubildung der Gallenblase;50;303
3;C24;Bösartige Neubildung sonstiger und nicht näher bezeichneter Teile der Gallenwege;64;701
3;C25;Bösartige Neubildung des Pankreas;99;5561
3;C26;Bösartige Neubildung sonstiger und ungenau bezeichneter Verdauungsorgane;19;35
3;C30;Bösartige Neubildung der Nasenhöhle und des Mittelohres;15;72
3;C31;Bösartige Neubildung der Nasennebenhöhlen;29;178
3;C32;Bösartige Neubildung des Larynx;36;547
3;C33;Bösartige Neubildung der Trachea;2;3
3;C34;Bösartige Neubildung der Bronchien und der Lunge;120;13483
3;C37;Bösartige Neubildung des Thymus;28;113
3;C38;Bösartige Neubildung des Herzens, des Mediastinums und der Pleura;25;103
3;C39;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen des Atmungssystems und sonstiger intrathorakaler Organe;-999;-999
3;C40;Bösartige Neubildung des Knochens und des Gelenkknorpels der Extremitäten;43;704
3;C41;Bösartige Neubildung des Knochens und des Gelenkknorpels sonstiger und nicht näher bezeichneter Lokalisationen;50;789
3;C43;Bösartiges Melanom der Haut;67;5410
3;C44;Sonstige bösartige Neubildungen der Haut;61;3077
3;C45;Mesotheliom;51;607
3;C46;Kaposi-Sarkom [Sarcoma idiopathicum multiplex haemorrhagicum];26;83
3;C47;Bösartige Neubildung der peripheren Nerven und des autonomen Nervensystems;35;790
3;C48;Bösartige Neubildung des Retroperitoneums und des Peritoneums;53;304
3;C49;Bösartige Neubildung sonstigen Bindegewebes und anderer Weichteilgewebe;81;1950
3;C50;Bösartige Neubildung der Brustdrüse [Mamma];113;23576
3;C51;Bösartige Neubildung der Vulva;40;209
3;C52;Bösartige Neubildung der Vagina;19;69
3;C53;Bösartige Neubildung der Cervix uteri;65;1025
3;C54;Bösartige Neubildung des Corpus uteri;80;1162
3;C55;Bösartige Neubildung des Uterus, Teil nicht näher bezeichnet;16;70
3;C56;Bösartige Neubildung des Ovars;93;4183
3;C57;Bösartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane;39;316
3;C58;Bösartige Neubildung der Plazenta;4;18
3;C60;Bösartige Neubildung des Penis;13;24
3;C61;Bösartige Neubildung der Prostata;94;3681
3;C62;Bösartige Neubildung des Hodens;63;681
3;C63;Bösartige Neubildung sonstiger und nicht näher bezeichneter männlicher Genitalorgane;10;25
3;C64;Bösartige Neubildung der Niere, ausgenommen Nierenbecken;85;1198
3;C65;Bösartige Neubildung des Nierenbeckens;34;130
3;C66;Bösartige Neubildung des Ureters;14;34
3;C67;Bösartige Neubildung der Harnblase;79;1158
3;C68;Bösartige Neubildung sonstiger und nicht näher bezeichneter Harnorgane;36;245
3;C69;Bösartige Neubildung des Auges und der Augenanhangsgebilde;43;315
3;C70;Bösartige Neubildung der Meningen;8;25
3;C71;Bösartige Neubildung des Gehirns;71;4104
3;C72;Bösartige Neubildung des Rückenmarkes, der Hirnnerven und anderer Teile des Zentralnervensystems;20;200
3;C73;Bösartige Neubildung der Schilddrüse;46;202
3;C74;Bösartige Neubildung der Nebenniere;34;436
3;C75;Bösartige Neubildung sonstiger endokriner Drüsen und verwandter Strukturen;32;321
3;C76;Bösartige Neubildung sonstiger und ungenau bezeichneter Lokalisationen;33;77
3;C77;Sekundäre und nicht näher bezeichnete bösartige Neubildung der Lymphknoten;55;461
3;C78;Sekundäre bösartige Neubildung der Atmungs- und Verdauungsorgane;74;1023
3;C79;Sekundäre bösartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen;93;1856
3;C80;Bösartige Neubildung ohne Angabe der Lokalisation;90;1423
3;C81;Hodgkin-Lymphom [Lymphogranulomatose];82;2808
3;C82;Follikuläres Lymphom;81;1998
3;C83;Nicht follikuläres Lymphom;96;4341
3;C84;Reifzellige T/NK-Zell-Lymphome;71;1267
3;C85;Sonstige und nicht näher bezeichnete Typen des Non-Hodgkin-Lymphoms;88;2160
3;C86;Weitere spezifizierte T/NK-Zell-Lymphome;40;180
3;C88;Bösartige immunproliferative Krankheiten;58;503
3;C90;Plasmozytom und bösartige Plasmazellen-Neubildungen;95;8092
3;C91;Lymphatische Leukämie;93;7166
3;C92;Myeloische Leukämie;80;4827
3;C93;Monozytenleukämie;43;473
3;C94;Sonstige Leukämien näher bezeichneten Zelltyps;32;135
3;C95;Leukämie nicht näher bezeichneten Zelltyps;24;87
3;C96;Sonstige und nicht näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes;42;442
3;C97;Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen;0;0
3;D00;Carcinoma in situ der Mundhöhle, des Ösophagus und des Magens;8;16
3;D01;Carcinoma in situ sonstiger und nicht näher bezeichneter Verdauungsorgane;2;3
3;D02;Carcinoma in situ des Mittelohres und des Atmungssystems;3;5
3;D03;Melanoma in situ;24;183
3;D04;Carcinoma in situ der Haut;29;410
3;D05;Carcinoma in situ der Brustdrüse [Mamma];10;60
3;D06;Carcinoma in situ der Cervix uteri;3;15
3;D07;Carcinoma in situ sonstiger und nicht näher bezeichneter Genitalorgane;11;78
3;D09;Carcinoma in situ sonstiger und nicht näher bezeichneter Lokalisationen;5;7
3;D10;Gutartige Neubildung des Mundes und des Pharynx;8;33
3;D11;Gutartige Neubildung der großen Speicheldrüsen;6;19
3;D12;Gutartige Neubildung des Kolons, des Rektums, des Analkanals und des Anus;19;40
3;D13;Gutartige Neubildung sonstiger und ungenau bezeichneter Teile des Verdauungssystems;21;70
3;D14;Gutartige Neubildung des Mittelohres und des Atmungssystems;9;22
3;D15;Gutartige Neubildung sonstiger und nicht näher bezeichneter intrathorakaler Organe;12;27
3;D16;Gutartige Neubildung des Knochens und des Gelenkknorpels;18;54
3;D17;Gutartige Neubildung des Fettgewebes;32;171
3;D18;Hämangiom und Lymphangiom;54;423
3;D19;Gutartige Neubildung des mesothelialen Gewebes;4;5
3;D20;Gutartige Neubildung des Weichteilgewebes des Retroperitoneums und des Peritoneums;3;6
3;D21;Sonstige gutartige Neubildungen des Bindegewebes und anderer Weichteilgewebe;26;90
3;D22;Melanozytennävus;35;1233
3;D23;Sonstige gutartige Neubildungen der Haut;31;310
3;D24;Gutartige Neubildung der Brustdrüse [Mamma];9;35
3;D25;Leiomyom des Uterus;4;6
3;D26;Sonstige gutartige Neubildungen des Uterus;0;0
3;D27;Gutartige Neubildung des Ovars;10;31
3;D28;Gutartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane;6;12
3;D29;Gutartige Neubildung der männlichen Genitalorgane;9;20
3;D30;Gutartige Neubildung der Harnorgane;6;7
3;D31;Gutartige Neubildung des Auges und der Augenanhangsgebilde;6;12
3;D32;Gutartige Neubildung der Meningen;41;646
3;D33;Gutartige Neubildung des Gehirns und anderer Teile des Zentralnervensystems;40;791
3;D34;Gutartige Neubildung der Schilddrüse;5;11
3;D35;Gutartige Neubildung sonstiger und nicht näher bezeichneter endokriner Drüsen;29;473
3;D36;Gutartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen;35;104
3;D37;Neubildung unsicheren oder unbekannten Verhaltens der Mundhöhle und der Verdauungsorgane;50;387
3;D38;Neubildung unsicheren oder unbekannten Verhaltens des Mittelohres, der Atmungsorgane und der intrathorakalen Organe;42;281
3;D39;Neubildung unsicheren oder unbekannten Verhaltens der weiblichen Genitalorgane;21;42
3;D40;Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane;9;23
3;D41;Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane;20;34
3;D42;Neubildung unsicheren oder unbekannten Verhaltens der Meningen;3;3
3;D43;Neubildung unsicheren oder unbekannten Verhaltens des Gehirns und des Zentralnervensystems;40;241
3;D44;Neubildung unsicheren oder unbekannten Verhaltens der endokrinen Drüsen;37;235
3;D45;Polycythaemia vera;36;350
3;D46;Myelodysplastische Syndrome;85;2710
3;D47;Sonstige Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes;75;1055
3;D48;Neubildung unsicheren oder unbekannten Verhaltens an sonstigen und nicht näher bezeichneten Lokalisationen;77;1509
3;D50;Eisenmangelanämie;81;367
3;D51;Vitamin-B12-Mangelanämie;15;30
3;D52;Folsäure-Mangelanämie;8;13
3;D53;Sonstige alimentäre Anämien;10;20
3;D55;Anämie durch Enzymdefekte;11;63
3;D56;Thalassämie;37;1254
3;D57;Sichelzellenkrankheiten;25;266
3;D58;Sonstige hereditäre hämolytische Anämien;30;98
3;D59;Erworbene hämolytische Anämien;56;260
3;D60;Erworbene isolierte aplastische Anämie [Erythroblastopenie] [pure red cell aplasia];13;32
3;D61;Sonstige aplastische Anämien;62;1333
3;D62;Akute Blutungsanämie;23;43
3;D63;Anämie bei chronischen, anderenorts klassifizierten Krankheiten;0;0
3;D64;Sonstige Anämien;80;589
3;D65;Disseminierte intravasale Gerinnung [Defibrinationssyndrom];0;0
3;D66;Hereditärer Faktor-VIII-Mangel;16;43
3;D67;Hereditärer Faktor-IX-Mangel;2;5
3;D68;Sonstige Koagulopathien;40;235
3;D69;Purpura und sonstige hämorrhagische Diathesen;88;1053
3;D70;Agranulozytose und Neutropenie;41;164
3;D71;Funktionelle Störungen der neutrophilen Granulozyten;9;23
3;D72;Sonstige Krankheiten der Leukozyten;30;49
3;D73;Krankheiten der Milz;5;5
3;D74;Methämoglobinämie;0;0
3;D75;Sonstige Krankheiten des Blutes und der blutbildenden Organe;30;78
3;D76;Bestimmte Krankheiten mit Beteiligung des lymphoretikulären Gewebes und des retikulohistiozytären Systems;25;68
3;D77;Sonstige Krankheiten des Blutes und der blutbildenden Organe bei anderenorts klassifizierten Krankheiten;0;0
3;D80;Immundefekt mit vorherrschendem Antikörpermangel;33;698
3;D81;Kombinierte Immundefekte;18;67
3;D82;Immundefekt in Verbindung mit anderen schweren Defekten;12;43
3;D83;Variabler Immundefekt [common variable immunodeficiency];18;93
3;D84;Sonstige Immundefekte;24;126
3;D86;Sarkoidose;49;156
3;D89;Sonstige Störungen mit Beteiligung des Immunsystems, anderenorts nicht klassifiziert;10;32
3;D90;Immunkompromittierung nach Bestrahlung, Chemotherapie und sonstigen immunsuppressiven Maßnahmen;5;10
3;E00;Angeborenes Jodmangelsyndrom;0;0
3;E01;Jodmangelbedingte Schilddrüsenkrankheiten und verwandte Zustände;4;7
3;E02;Subklinische Jodmangel-Hypothyreose;-999;-999
3;E03;Sonstige Hypothyreose;22;157
3;E04;Sonstige nichttoxische Struma;15;161
3;E05;Hyperthyreose [Thyreotoxikose];26;425
3;E06;Thyreoiditis;23;231
3;E07;Sonstige Krankheiten der Schilddrüse;5;11
3;E10;Diabetes mellitus, Typ 1;62;1747
3;E11;Diabetes mellitus, Typ 2;134;2813
3;E12;Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition];0;0
3;E13;Sonstiger näher bezeichneter Diabetes mellitus;30;115
3;E14;Nicht näher bezeichneter Diabetes mellitus;18;254
3;E15;Hypoglykämisches Koma, nichtdiabetisch;-999;-999
3;E16;Sonstige Störungen der inneren Sekretion des Pankreas;30;85
3;E20;Hypoparathyreoidismus;7;10
3;E21;Hyperparathyreoidismus und sonstige Krankheiten der Nebenschilddrüse;13;50
3;E22;Überfunktion der Hypophyse;15;82
3;E23;Unterfunktion und andere Störungen der Hypophyse;42;790
3;E24;Cushing-Syndrom;11;40
3;E25;Adrenogenitale Störungen;20;84
3;E26;Hyperaldosteronismus;8;17
3;E27;Sonstige Krankheiten der Nebenniere;27;83
3;E28;Ovarielle Dysfunktion;15;71
3;E29;Testikuläre Dysfunktion;5;16
3;E30;Pubertätsstörungen, anderenorts nicht klassifiziert;31;282
3;E31;Polyglanduläre Dysfunktion;7;13
3;E32;Krankheiten des Thymus;3;3
3;E34;Sonstige endokrine Störungen;42;965
3;E35;Störungen der endokrinen Drüsen bei anderenorts klassifizierten Krankheiten;0;0
3;E40;Kwashiorkor;0;0
3;E41;Alimentärer Marasmus;7;10
3;E42;Kwashiorkor-Marasmus;0;0
3;E43;Nicht näher bezeichnete erhebliche Energie- und Eiweißmangelernährung;2;2
3;E44;Energie- und Eiweißmangelernährung mäßigen und leichten Grades;-999;-999
3;E45;Entwicklungsverzögerung durch Energie- und Eiweißmangelernährung;7;27
3;E46;Nicht näher bezeichnete Energie- und Eiweißmangelernährung;10;19
3;E50;Vitamin-A-Mangel;0;0
3;E51;Thiaminmangel [Vitamin-B1-Mangel];3;3
3;E52;Niazinmangel [Pellagra];0;0
3;E53;Mangel an sonstigen Vitaminen des Vitamin-B-Komplexes;23;31
3;E54;Ascorbinsäuremangel;-999;-999
3;E55;Vitamin-D-Mangel;12;22
3;E56;Sonstige Vitaminmangelzustände;-999;-999
3;E58;Alimentärer Kalziummangel;0;0
3;E59;Alimentärer Selenmangel;0;0
3;E60;Alimentärer Zinkmangel;-999;-999
3;E61;Mangel an sonstigen Spurenelementen;13;65
3;E63;Sonstige alimentäre Mangelzustände;4;5
3;E64;Folgen von Mangelernährung oder sonstigen alimentären Mangelzuständen;-999;-999
3;E65;Lokalisierte Adipositas;-999;-999
3;E66;Adipositas;58;1817
3;E67;Sonstige Überernährung;-999;-999
3;E68;Folgen der Überernährung;-999;-999
3;E70;Störungen des Stoffwechsels aromatischer Aminosäuren;9;77
3;E71;Störungen des Stoffwechsels verzweigter Aminosäuren und des Fettsäurestoffwechsels;12;66
3;E72;Sonstige Störungen des Aminosäurestoffwechsels;17;92
3;E73;Laktoseintoleranz;28;394
3;E74;Sonstige Störungen des Kohlenhydratstoffwechsels;36;609
3;E75;Störungen des Sphingolipidstoffwechsels und sonstige Störungen der Lipidspeicherung;23;168
3;E76;Störungen des Glykosaminoglykan-Stoffwechsels;18;241
3;E77;Störungen des Glykoproteinstoffwechsels;4;15
3;E78;Störungen des Lipoproteinstoffwechsels und sonstige Lipidämien;19;822
3;E79;Störungen des Purin- und Pyrimidinstoffwechsels;3;7
3;E80;Störungen des Porphyrin- und Bilirubinstoffwechsels;11;50
3;E83;Störungen des Mineralstoffwechsels;43;477
3;E84;Zystische Fibrose;26;759
3;E85;Amyloidose;29;296
3;E86;Volumenmangel;37;178
3;E87;Sonstige Störungen des Wasser- und Elektrolythaushaltes sowie des Säure-Basen-Gleichgewichts;41;75
3;E88;Sonstige Stoffwechselstörungen;34;97
3;E89;Endokrine und Stoffwechselstörungen nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;9;61
3;E90;Ernährungs- und Stoffwechselstörungen bei anderenorts klassifizierten Krankheiten;0;0
3;F00;Demenz bei Alzheimer-Krankheit;0;0
3;F01;Vaskuläre Demenz;83;363
3;F02;Demenz bei anderenorts klassifizierten Krankheiten;0;0
3;F03;Nicht näher bezeichnete Demenz;77;507
3;F04;Organisches amnestisches Syndrom, nicht durch Alkohol oder andere psychotrope Substanzen bedingt;-999;-999
3;F05;Delir, nicht durch Alkohol oder andere psychotrope Substanzen bedingt;21;29
3;F06;Andere psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit;53;536
3;F07;Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns;14;57
3;F09;Nicht näher bezeichnete organische oder symptomatische psychische Störung;0;0
3;F10;Psychische und Verhaltensstörungen durch Alkohol;17;57
3;F11;Psychische und Verhaltensstörungen durch Opioide;-999;-999
3;F12;Psychische und Verhaltensstörungen durch Cannabinoide;3;5
3;F13;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika;2;3
3;F14;Psychische und Verhaltensstörungen durch Kokain;0;0
3;F15;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein;0;0
3;F16;Psychische und Verhaltensstörungen durch Halluzinogene;0;0
3;F17;Psychische und Verhaltensstörungen durch Tabak;2;2
3;F18;Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel;0;0
3;F19;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen;2;2
3;F20;Schizophrenie;5;8
3;F21;Schizotype Störung;0;0
3;F22;Anhaltende wahnhafte Störungen;5;6
3;F23;Akute vorübergehende psychotische Störungen;0;0
3;F24;Induzierte wahnhafte Störung;0;0
3;F25;Schizoaffektive Störungen;4;6
3;F28;Sonstige nichtorganische psychotische Störungen;-999;-999
3;F29;Nicht näher bezeichnete nichtorganische Psychose;4;4
3;F30;Manische Episode;-999;-999
3;F31;Bipolare affektive Störung;6;15
3;F32;Depressive Episode;101;470
3;F33;Rezidivierende depressive Störung;53;145
3;F34;Anhaltende affektive Störungen;2;2
3;F38;Andere affektive Störungen;-999;-999
3;F39;Nicht näher bezeichnete affektive Störung;-999;-999
3;F40;Phobische Störungen;16;35
3;F41;Andere Angststörungen;70;173
3;F42;Zwangsstörung;3;7
3;F43;Reaktionen auf schwere Belastungen und Anpassungsstörungen;53;351
3;F44;Dissoziative Störungen [Konversionsstörungen];21;52
3;F45;Somatoforme Störungen;111;10570
3;F48;Andere neurotische Störungen;11;37
3;F50;Essstörungen;18;298
3;F51;Nichtorganische Schlafstörungen;23;159
3;F52;Sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit;-999;-999
3;F53;Psychische oder Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert;0;0
3;F54;Psychologische Faktoren oder Verhaltensfaktoren bei anderenorts klassifizierten Krankheiten;10;51
3;F55;Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen;-999;-999
3;F59;Nicht näher bezeichnete Verhaltensauffälligkeiten bei körperlichen Störungen und Faktoren;-999;-999
3;F60;Spezifische Persönlichkeitsstörungen;4;12
3;F61;Kombinierte und andere Persönlichkeitsstörungen;-999;-999
3;F62;Andauernde Persönlichkeitsänderungen, nicht Folge einer Schädigung oder Krankheit des Gehirns;12;65
3;F63;Abnorme Gewohnheiten und Störungen der Impulskontrolle;-999;-999
3;F64;Störungen der Geschlechtsidentität;4;4
3;F65;Störungen der Sexualpräferenz;0;0
3;F66;Psychische und Verhaltensstörungen in Verbindung mit der sexuellen Entwicklung und Orientierung;0;0
3;F68;Andere Persönlichkeits- und Verhaltensstörungen;3;5
3;F69;Nicht näher bezeichnete Persönlichkeits- und Verhaltensstörung;4;4
3;F70;Leichte Intelligenzminderung;7;16
3;F71;Mittelgradige Intelligenzminderung;3;4
3;F72;Schwere Intelligenzminderung;3;3
3;F73;Schwerste Intelligenzminderung;0;0
3;F74;Dissoziierte Intelligenz;-999;-999
3;F78;Andere Intelligenzminderung;0;0
3;F79;Nicht näher bezeichnete Intelligenzminderung;5;9
3;F80;Umschriebene Entwicklungsstörungen des Sprechens und der Sprache;34;2452
3;F81;Umschriebene Entwicklungsstörungen schulischer Fertigkeiten;10;37
3;F82;Umschriebene Entwicklungsstörung der motorischen Funktionen;24;84
3;F83;Kombinierte umschriebene Entwicklungsstörungen;36;721
3;F84;Tief greifende Entwicklungsstörungen;30;103
3;F88;Andere Entwicklungsstörungen;6;8
3;F89;Nicht näher bezeichnete Entwicklungsstörung;19;87
3;F90;Hyperkinetische Störungen;27;110
3;F91;Störungen des Sozialverhaltens;9;18
3;F92;Kombinierte Störung des Sozialverhaltens und der Emotionen;7;12
3;F93;Emotionale Störungen des Kindesalters;9;46
3;F94;Störungen sozialer Funktionen mit Beginn in der Kindheit und Jugend;5;12
3;F95;Ticstörungen;22;49
3;F98;Andere Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend;35;1187
3;F99;Psychische Störung ohne nähere Angabe;4;5
3;G00;Bakterielle Meningitis, anderenorts nicht klassifiziert;6;9
3;G01;Meningitis bei anderenorts klassifizierten bakteriellen Krankheiten;0;0
3;G02;Meningitis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten;0;0
3;G03;Meningitis durch sonstige und nicht näher bezeichnete Ursachen;11;25
3;G04;Enzephalitis, Myelitis und Enzephalomyelitis;36;421
3;G05;Enzephalitis, Myelitis und Enzephalomyelitis bei anderenorts klassifizierten Krankheiten;0;0
3;G06;Intrakranielle und intraspinale Abszesse und Granulome;12;16
3;G07;Intrakranielle und intraspinale Abszesse und Granulome bei anderenorts klassifizierten Krankheiten;0;0
3;G08;Intrakranielle und intraspinale Phlebitis und Thrombophlebitis;8;15
3;G09;Folgen entzündlicher Krankheiten des Zentralnervensystems;3;5
3;G10;Chorea Huntington;8;11
3;G11;Hereditäre Ataxie;28;92
3;G12;Spinale Muskelatrophie und verwandte Syndrome;38;208
3;G13;Systematrophien, vorwiegend das Zentralnervensystem betreffend, bei anderenorts klassifizierten Krankheiten;0;0
3;G14;Postpolio-Syndrom;-999;-999
3;G20;Primäres Parkinson-Syndrom;132;1093
3;G21;Sekundäres Parkinson-Syndrom;52;95
3;G22;Parkinson-Syndrom bei anderenorts klassifizierten Krankheiten;0;0
3;G23;Sonstige degenerative Krankheiten der Basalganglien;18;49
3;G24;Dystonie;28;371
3;G25;Sonstige extrapyramidale Krankheiten und Bewegungsstörungen;65;275
3;G26;Extrapyramidale Krankheiten und Bewegungsstörungen bei anderenorts klassifizierten Krankheiten;0;0
3;G30;Alzheimer-Krankheit;89;773
3;G31;Sonstige degenerative Krankheiten des Nervensystems, anderenorts nicht klassifiziert;49;262
3;G32;Sonstige degenerative Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten;0;0
3;G35;Multiple Sklerose [Encephalomyelitis disseminata];75;3395
3;G36;Sonstige akute disseminierte Demyelinisation;10;38
3;G37;Sonstige demyelinisierende Krankheiten des Zentralnervensystems;18;48
3;G40;Epilepsie;96;1912
3;G41;Status epilepticus;15;20
3;G43;Migräne;68;1313
3;G44;Sonstige Kopfschmerzsyndrome;62;787
3;G45;Zerebrale transitorische Ischämie und verwandte Syndrome;64;215
3;G46;Zerebrale Gefäßsyndrome bei zerebrovaskulären Krankheiten;0;0
3;G47;Schlafstörungen;71;20303
3;G50;Krankheiten des N. trigeminus [V. Hirnnerv];37;252
3;G51;Krankheiten des N. facialis [VII. Hirnnerv];43;309
3;G52;Krankheiten sonstiger Hirnnerven;6;12
3;G53;Krankheiten der Hirnnerven bei anderenorts klassifizierten Krankheiten;0;0
3;G54;Krankheiten von Nervenwurzeln und Nervenplexus;42;159
3;G55;Kompression von Nervenwurzeln und Nervenplexus bei anderenorts klassifizierten Krankheiten;0;0
3;G56;Mononeuropathien der oberen Extremität;45;257
3;G57;Mononeuropathien der unteren Extremität;55;217
3;G58;Sonstige Mononeuropathien;21;78
3;G59;Mononeuropathie bei anderenorts klassifizierten Krankheiten;0;0
3;G60;Hereditäre und idiopathische Neuropathie;29;128
3;G61;Polyneuritis;37;898
3;G62;Sonstige Polyneuropathien;107;1185
3;G63;Polyneuropathie bei anderenorts klassifizierten Krankheiten;0;0
3;G64;Sonstige Krankheiten des peripheren Nervensystems;3;3
3;G70;Myasthenia gravis und sonstige neuromuskuläre Krankheiten;35;187
3;G71;Primäre Myopathien;39;149
3;G72;Sonstige Myopathien;32;139
3;G73;Krankheiten im Bereich der neuromuskulären Synapse und des Muskels bei anderenorts klassifizierten Krankheiten;0;0
3;G80;Infantile Zerebralparese;38;387
3;G81;Hemiparese und Hemiplegie;89;554
3;G82;Paraparese und Paraplegie, Tetraparese und Tetraplegie;56;249
3;G83;Sonstige Lähmungssyndrome;51;109
3;G90;Krankheiten des autonomen Nervensystems;26;45
3;G91;Hydrozephalus;81;413
3;G92;Toxische Enzephalopathie;0;0
3;G93;Sonstige Krankheiten des Gehirns;63;520
3;G94;Sonstige Krankheiten des Gehirns bei anderenorts klassifizierten Krankheiten;0;0
3;G95;Sonstige Krankheiten des Rückenmarkes;41;88
3;G96;Sonstige Krankheiten des Zentralnervensystems;8;24
3;G97;Krankheiten des Nervensystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;9;11
3;G98;Sonstige Krankheiten des Nervensystems, anderenorts nicht klassifiziert;2;2
3;G99;Sonstige Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten;0;0
3;H00;Hordeolum und Chalazion;9;146
3;H01;Sonstige Entzündung des Augenlides;4;8
3;H02;Sonstige Affektionen des Augenlides;23;257
3;H03;Affektionen des Augenlides bei anderenorts klassifizierten Krankheiten;0;0
3;H04;Affektionen des Tränenapparates;9;100
3;H05;Affektionen der Orbita;6;6
3;H06;Affektionen des Tränenapparates und der Orbita bei anderenorts klassifizierten Krankheiten;0;0
3;H10;Konjunktivitis;9;11
3;H11;Sonstige Affektionen der Konjunktiva;2;22
3;H13;Affektionen der Konjunktiva bei anderenorts klassifizierten Krankheiten;0;0
3;H15;Affektionen der Sklera;-999;-999
3;H16;Keratitis;7;11
3;H17;Hornhautnarben und -trübungen;3;8
3;H18;Sonstige Affektionen der Hornhaut;6;33
3;H19;Affektionen der Sklera und der Hornhaut bei anderenorts klassifizierten Krankheiten;0;0
3;H20;Iridozyklitis;15;33
