Type;drg;name;AnzahlA;mwVwd;vwdStd;AnzKLA;AntKLA;AnzLLA;AntLLA
1;E66B;Schweres Thoraxtrauma ohne komplizierende Diagnose;25060;4.405;3.4907;3354;0.1338;1627;0.0649
1;E69A;Bronchitis und Asthma bronchiale, mehr als ein Belegungstag, mit äußerst schweren oder schweren CC, Alter < 1 Jahr ohne RS-Virus-Infektion oder bei Para- / Tetraplegie;1214;7.4876;6.7176;0;0.00;105;0.0865
1;E69B;Bronchitis und Asthma bronchiale, mehr als ein Belegungstag u. Alter > 55 Jahre oder mit äußerst schweren od. schw. CC, Alt. > 0 J., außer b. Para- / Tetraplegie od. ein Belegungstag od. ohne äußerst schw. od. schw. CC, Alt. < 1 J., m. RS-Virus-Infektion;75643;6.5296;3.73;209;0.0028;4557;0.0602
1;E69C;Bronchitis und Asthma bronchiale, ein Belegungstag oder ohne äußerst schwere oder schwere CC, Alter < 1 Jahr, ohne RS-Virus-Infektion;10918;3.5398;2.327;1198;0.1097;595;0.0545
1;E69D;Bronchitis und Asthma bronchiale, Alter > 0 Jahre und Alter < 6 Jahre und ein Belegungstag oder ohne äußerst schwere oder schwere CC oder Störungen der Atmung mit Ursache in der Neonatalperiode oder Alter < 16 Jahre außer bei Hyperventilation;36408;2.8715;1.9307;6562;0.1802;2434;0.0669
1;E69E;Bronchitis und Asthma bronchiale, Alter > 5 Jahre, ein Belegungstag oder Alter > 5 Jahre und Alter < 56 Jahre, ohne äußerst schwere oder schwere CC oder Beschwerden und Symptome d. Atmung ohne komplexe Diagnose, Alter > 15 Jahre oder bei Hyperventilation;74930;2.8445;2.5069;31282;0.4175;3526;0.0471
1;E70A;Keuchhusten und akute Bronchiolitis, Alter < 3 Jahre;8304;4.5871;2.7947;364;0.0438;412;0.0496
1;E70B;Keuchhusten und akute Bronchiolitis, Alter > 2 Jahre;1137;6.4828;4.6067;89;0.0783;79;0.0695
1;E71A;Neubildungen der Atmungsorgane, mehr als ein Belegungstag mit äußerst schweren CC;18062;12.7303;8.5792;1735;0.0961;1841;0.1019
1;E71B;Neubildungen der Atmungsorgane, ohne äußerst schwere CC oder ein Belegungstag, mit Bronchoskopie oder bestimmter Lungenbiopsie;17811;5.847;5.4602;3799;0.2133;843;0.0473
1;E71C;Neubildungen der Atmungsorgane, ohne äußerst schwere CC oder ein Belegungstag, ohne Bronchoskopie, ohne bestimmte Lungenbiopsie;133111;4.187;4.5709;43422;0.3262;11373;0.0854
1;E73A;Pleuraerguss mit äußerst schweren CC;1217;13.8233;9.1985;159;0.1306;68;0.0559
1;E73B;Pleuraerguss ohne äußerst schwere CC;11275;6.0795;4.9177;1690;0.1499;682;0.0605
1;E74Z;Interstitielle Lungenerkrankung;23514;6.5285;5.7153;3747;0.1594;1426;0.0606
1;E75A;Andere Krankheiten der Atmungsorgane mit äußerst schweren CC, Alter < 10 Jahre;90;8.8889;10.8363;22;0.2444;21;0.2333
1;E75B;Andere Krankheiten der Atmungsorgane mit äußerst schweren CC, Alter > 9 Jahre;3618;10.1675;6.9549;346;0.0956;314;0.0868
1;E75C;Andere Krankheiten der Atmungsorgane ohne äußerst schwere CC oder Beschwerden und Symptome der Atmung mit komplexer Diagnose;47986;4.883;3.821;9412;0.1961;2584;0.0538
1;E76A;Tuberkulose, mehr als 14 Belegungstage;3888;39.5823;33.6503;0;0.00;0;0.00
1;E76B;Tuberkulose bis 14 Belegungstage mit äußerst schweren oder schweren CC;531;6.9906;4.1452;114;0.2147;0;0.00
1;E76C;Tuberkulose bis 14 Belegungstage ohne äußerst schwere oder schwere CC oder Pneumothorax;16526;6.9212;5.0446;1536;0.0929;987;0.0597
1;E77A;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, mit intensivmedizinischer Komplexbehandlung > 196 / - / - Aufwandspunkte;82;14.50;7.444;1;0.0122;10;0.122
1;E77B;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, mit komplizierender Konstellation oder hochkomplexer Diagnose oder komplexer Diagnose bei Z.n. Organtransplantation;1642;18.1663;12.6304;235;0.1431;150;0.0914
1;E77C;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, ohne komplizierende Konstellation, ohne hochkomplexe Diagnose, ohne komplexe Diagnose bei Z.n. Organtransplantation, mit äußerst schweren CC;3348;16.6852;11.3893;428;0.1278;297;0.0887
1;E77D;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, mit Komplexbehandlung bei multiresistenten Erregern oder angeborenem Fehlbildungssyndrom;2141;14.5745;8.1342;63;0.0294;175;0.0817
1;E77E;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC, mit sehr komplexer Diagnose mit äußerst schweren oder schweren CC;4917;10.5359;7.3745;681;0.1385;382;0.0777
1;E77F;Infektionen und Entzündungen der Atmungsorgane mit komplexer Diagnose oder äußerst schweren CC;58591;10.6579;6.8892;3801;0.0649;4793;0.0818
1;E77G;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC, bei Para- / Tetraplegie oder mit Komplexbehandlung bei multiresistenten Erregern;3598;9.547;5.5638;227;0.0631;228;0.0634
1;E77H;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC, Alter < 1 Jahr, außer bei Para- / Tetraplegie, ohne Komplexbehandlung bei multiresistenten Erregern;5596;5.4258;3.2039;141;0.0252;313;0.0559
1;E77I;Infektionen und Entzündungen der Atmungsorgane ohne komplexe Diagnose, ohne äußerst schwere CC, Alter > 0 Jahre, außer bei Para- / Tetraplegie, ohne Komplexbehandlung bei multiresistenten Erregern;235678;7.2429;4.3395;12008;0.051;13321;0.0565
1;E78Z;Kontrolle oder Optimierung einer bestehenden häuslichen Beatmung, bis 2 Belegungstage;25499;1.2471;0.4313;19199;0.7529;0;0.00
1;F01A;Implantation Kardioverter / Defibrillator (AICD), Drei-Kammer-Stimulation, mit zusätzlichem Herz- oder Gefäßeingriff oder Implantation eines myokardmodulierenden Systems;1521;13.2492;10.8738;171;0.1124;145;0.0953
1;F01B;Implantation Kardioverter / Defibrillator (AICD), Zwei-Kammer-Stimulation oder Defibrillator mit subkutaner Elektrode, mit zusätzlichem Herz- oder Gefäßeingriff;1039;14.6699;9.5713;43;0.0414;118;0.1136
1;F01C;Implantation Kardioverter / Defibrillator (AICD), Drei-Kammer-Stimulation, ohne zusätzlichen Herz- oder Gefäßeingriff;11601;7.7166;7.5634;2525;0.2177;912;0.0786
1;F01D;Implantation Kardioverter / Defibrillator (AICD), Ein-Kammer-Stimulation, mit zusätzlichem Herz- oder Gefäßeingriff;1274;14.7786;10.228;90;0.0706;103;0.0808
1;F01E;Implantation Kardioverter / Defibrillator (AICD), Ein-Kammer-Stimulation oder Defibrillator mit subkutaner Elektrode, ohne zusätzlichen Herz- oder Gefäßeingriff, mit äußerst schweren CC;2777;14.188;10.925;437;0.1574;226;0.0814
1;F01F;Implantation Kardioverter / Defibrillator (AICD), Zwei-Kammer-Stimulation oder Defibrillator mit subkutaner Elektrode, ohne zusätzlichen Herz- oder Gefäßeingriff;6042;7.9467;7.368;1546;0.2559;359;0.0594
1;F01G;Implantation Kardioverter / Defibrillator (AICD), Ein-Kammer-Stimulation, ohne zusätzlichen Herz- oder Gefäßeingriff, ohne äußerst schwere CC;8266;5.2459;4.7472;1508;0.1824;522;0.0632
1;F02A;Aggregatwechsel eines Kardioverters / Defibrillators (AICD), Zwei- oder Drei-Kammer-Stimulation;6226;3.1389;3.9501;2467;0.3962;384;0.0617
1;F02B;Aggregatwechsel eines Kardioverters / Defibrillators (AICD), Ein-Kammer-Stimulation;3848;2.8654;3.8217;1680;0.4366;185;0.0481
1;F03A;Herzklappeneingriff mit Herz-Lungen-Maschine mit komplizierender Konstellation oder pulmonale Endarteriektomie;3910;18.2693;13.1523;434;0.111;464;0.1187
1;F03B;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne komplizierende Konstellation, mit Dreifacheingriff oder Alter < 1 Jahr oder Eingriff in tiefer Hypothermie;847;15.0874;7.6136;22;0.026;56;0.0661
1;F03C;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne komplizierende Konstellation, Alter > 0 Jahre, ohne Eingriff in tiefer Hypothermie, mit Zweifacheingriff oder bei angeborenem Herzfehler, mit komplexem Eingriff;3844;16.7066;8.6719;55;0.0143;255;0.0663
1;F03D;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne kompliz. Konst., Alter > 0 Jahre, ohne Eingr. in tiefer Hypothermie, mit Zweifacheingr. oder kompl. Eingr. oder bei Endokarditis oder bei angeborenem Herzfehler, Alter < 16 Jahre;203;10.0887;5.2192;0;0.00;16;0.0788
1;F03E;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne kompliz. Konstellation, ohne Eingriff in tiefer Hypothermie, Alter > 15 Jahre, mit Zweifacheingr. oder kompl. Eingriff oder bei Endokarditis oder bei angeborenem Herzfehler;12209;14.8238;7.7625;146;0.012;880;0.0721
1;F03F;Herzklappeneingriff mit Herz-Lungen-Maschine, ohne komplizierende Konstellation, ohne Eingriff in tiefer Hypothermie, ohne Dreifach- / Zweifacheingriff, außer bei angeborenem Herzfehler, ohne komplexen Eingriff, außer bei Endokarditis, Alter > 15 J.;8192;12.4677;5.5268;63;0.0077;472;0.0576
1;F05Z;Koronare Bypass-Operation mit invasiver kardiologischer Diagnostik oder intraoperativer Ablation, mit komplizierender Konstellation oder Karotiseingriff oder bestimmte Eingriffe mit Herz-Lungen-Maschine in tiefer Hypothermie;1543;14.8166;10.1206;174;0.1128;142;0.092
1;F06A;Koronare Bypass-Operation mit mehrzeitigen komplexen OR-Prozeduren, mit komplizierender Konstellation oder Karotiseingriff;512;23.3574;22.5992;151;0.2949;65;0.127
1;F06B;Koronare Bypass-Operation mit mehrzeitigen komplexen OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff;1074;26.6555;17.4639;44;0.041;121;0.1127
1;F06C;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, mit komplizierender Konstellation oder Karotiseingriff oder bei Infarkt oder mit Reoperation oder mit invasiver kardiologischer Diagnostik, mit intraoperativer Ablation;1614;14.4665;9.4222;140;0.0867;140;0.0867
1;F06D;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff, mit invasiver kardiologischer Diagnostik, bei Infarkt oder mit Reoperation, ohne intraoperative Ablation;2074;15.2546;7.6901;38;0.0183;134;0.0646
1;F06E;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff, mit invasiver kardiologischer Diagnostik oder mit intraoperativer Ablation, außer bei Infarkt, ohne Reoperation;4611;14.9414;7.3828;20;0.0043;290;0.0629
1;F06F;Koronare Bypass-Operation ohne mehrzeitige komplexe OR-Prozeduren, ohne komplizierende Konstellation, ohne Karotiseingriff, ohne invasive kardiologische Diagnostik, ohne intraoperative Ablation;24527;11.5942;5.1288;245;0.01;1519;0.0619
1;F07A;Andere Eingriffe mit Herz-Lungen-Maschine, Alter < 1 Jahr oder mit komplizierender Konstellation oder komplexer Operation;4202;14.7899;10.595;175;0.0416;358;0.0852
1;F07B;Andere Eingriffe mit Herz-Lungen-Maschine, Alter > 0 Jahre, ohne komplizierende Konstellation, ohne komplexe Operation;3817;12.1354;7.9747;167;0.0438;320;0.0838
1;F08A;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, mit komplizierender Konstellation oder thorakoabdominalem Aneurysma oder komplexem Aorteneingriff;1036;23.1998;27.7711;297;0.2867;199;0.1921
1;F08B;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, ohne thorakoabdominales Aneurysma, ohne komplexen Aorteneingriff, mit komplexem Eingriff, mit Mehretagen- oder Aorteneingriff oder Reoperation, mit äuß. schw. CC;7439;25.0846;17.218;309;0.0415;1249;0.1679
1;F08C;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne kompliz. Konstell., ohne thorakoabd. Aneurysma, ohne kompl. Aorteneingr., mit kompl. Eingr., ohne Mehretagen- oder Aorteneingr., ohne Reoperation, mit äuß. schw. CC od. mit best. Aorteneingr.;4044;22.2527;15.0203;142;0.0351;527;0.1303
1;F08D;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne kompliz. Konstell., ohne thorakoabd. Aneurysma, ohne kompl. Aorteneingr., mit kompl. Eingr., mit Mehretagen- oder Aorteneingr. oder Reoperation, ohne äuß. schw. CC, ohne best. Aorteneingr.;9577;13.9497;7.2721;56;0.0058;664;0.0693
1;F08E;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne kompliz. Konstell., ohne thorakoabd. Aneurysma, ohne kompl. Aorteneingr., mit kompl. Eingr., ohne Mehretagen- oder Aorteneingr., ohne Reoperation, ohne äuß. schw. CC, ohne best. Aorteneingr.;13622;11.7113;6.4518;211;0.0155;868;0.0637
1;F08F;Rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, ohne thorakoabdominales Aneurysma, ohne komplexen Aorteneingriff, ohne komplexen Eingriff, ohne bestimmten Aorteneingriff;8264;8.776;5.4867;394;0.0477;643;0.0778
1;F09A;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, mit komplizierender Konstellation oder Alter < 16 Jahre;186;10.5323;9.2246;14;0.0753;20;0.1075
1;F09B;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, Alter > 15 Jahre, mit äußerst schweren CC;1547;9.7117;9.9382;581;0.3756;127;0.0821
1;F09C;Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne äußerst schwere CC;1009;7.2061;5.6641;204;0.2022;56;0.0555
1;F12A;Implantation eines Herzschrittmachers, Drei-Kammersystem mit äußerst schweren CC oder mit ablativen Maßnahmen oder PTCA oder Implantation mit Revision mit komplexem Eingriff, mit äuß. schw. CC oder mit Sondenentf. mit Excimer-Laser od. Alter < 16 Jahre;1301;15.5972;11.1792;193;0.1483;133;0.1022
1;F12B;Implantation eines Herzschrittmachers, Drei-Kammersystem ohne äuß. schw. CC, oh. ablative Maßnahme, oh. PTCA oder Implantation eines Herzschrittmachers, Zwei-Kammersystem, oh. kompl. Eingriff, Alter > 15 J., m. Sondenentfernung m. Excimer-Laser;1808;6.4469;5.799;178;0.0985;130;0.0719
1;F12C;Implantation eines Herzschrittmachers, Zwei-Kammersystem, Alter < 16 Jahre;81;7.8889;6.3107;1;0.0123;10;0.1235
1;F12D;Implantation eines Herzschrittmachers, Zwei-Kammersystem, Alter > 15 Jahre, mit komplexem Eingriff;3240;10.9244;6.7317;163;0.0503;211;0.0651
1;F12E;Implantation eines Herzschrittmachers, Zwei-Kammersystem, ohne kompl. Eingr., Alter > 15 Jahre, mit äußerst schweren CC oder isolierter offen chirurgischer Sondenimplantation oder Sondenentfernung mit intraluminal expandierbarer Extraktionshilfe;6325;13.0613;8.438;679;0.1074;430;0.068
1;F12F;Implantation eines Herzschrittmachers, Ein-Kammersystem, mit invasiver kardiologischer Diagnostik bei bestimmten Eingriffen oder Alter < 16 Jahre;4076;8.3879;6.2431;567;0.1391;175;0.0429
1;F12G;Implantation eines Herzschrittmachers, Zwei-Kammersystem, ohne komplexen Eingriff, Alter > 15 Jahre, ohne Sondenentfernung mit Excimer-Laser, ohne äußerst schwere CC oder isolierte offen chirurgische Sondenimplantation;41522;5.8664;4.5534;5684;0.1369;2552;0.0615
1;F12H;Implantation eines Herzschrittmachers, Ein-Kammersystem, ohne invasive kardiologische Diagnostik bei bestimmten Eingriffen, Alter > 15 Jahre, mit Implantation eines Ereignisrekorders;10873;4.3774;4.0713;4023;0.37;474;0.0436
1;F12I;Implantation eines Herzschrittmachers, Ein-Kammersystem, ohne invasive kardiologische Diagnostik bei bestimmten Eingriffen, Alter > 15 Jahre, ohne Implantation eines Ereignisrekorders;10354;7.8377;6.7639;2545;0.2458;616;0.0595
1;F13A;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen mit äußerst schweren CC und mehrzeitigen Revisions- oder Rekonstruktionseingriffen;5933;32.1564;19.7726;131;0.0221;1117;0.1883
1;F13B;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen mit äußerst schweren CC, ohne mehrzeitige Revisions- oder Rekonstruktionseingriffe;1150;15.3539;9.6202;55;0.0478;88;0.0765
1;F13C;Amputation bei Kreislauferkrankungen an oberer Extremität und Zehen ohne äußerst schwere CC;3041;11.1536;7.1689;266;0.0875;200;0.0658
1;F14A;Komplexe oder mehrfache Gefäßeingriffe außer große rekonstruktive Eingriffe mit komplizierender Konstellation oder Revision oder komplizierender Diagnose oder Alter < 3 Jahre oder bestimmte beidseitige Gefäßeingriffe, mit äußerst schweren CC;4611;20.4895;15.0774;315;0.0683;624;0.1353
1;F14B;Komplexe oder mehrfache Gefäßeingriffe außer große rekonstruktive Eingriffe mit komplizierender Konstellation oder Revision oder komplizierender Diagnose oder Alter < 3 Jahre oder bestimmte beidseitige Gefäßeingriffe, ohne äußerst schwere CC;9007;11.3586;7.794;856;0.095;637;0.0707
1;F15Z;Perkutane Koronarangioplastie m. komplizierender Konstellation od. m. komplexer Diagn. u. hochkompl. Intervention od. m. perkut. Angioplastie, Alt. < 16 J. od. inv. kardiolog. Diagnostik, mehr als 2 Beleg.tage, m. kompliz. Konstellation od. Endokarditis;3217;19.5322;17.1224;785;0.244;481;0.1495
1;F17A;Wechsel eines Herzschrittmachers, Mehrkammersystem oder Alter < 16 Jahre;13357;2.4136;2.7517;6397;0.4789;728;0.0545
1;F17B;Wechsel eines Herzschrittmachers, Einkammersystem, Alter > 15 Jahre;5581;2.7538;3.5833;2400;0.43;332;0.0595
1;F18A;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter < 16 Jahre oder mit äußerst schweren CC oder mit Sondenentfernung mit Excimer-Laser, mit komplexem Eingriff;1005;11.4806;10.4255;100;0.0995;150;0.1493
1;F18B;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter < 16 Jahre oder mit äußerst schweren CC oder mit Sondenentfernung mit Excimer-Laser, ohne komplexen Eingriff;440;9.9023;9.2022;113;0.2568;27;0.0614
1;F18C;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter > 15 Jahre, ohne äußerst schwere CC, ohne Sondenentfernung mit Excimer-Laser, mit komplexem Eingriff;3308;4.9389;4.4018;551;0.1666;218;0.0659
1;F18D;Revision eines Herzschrittmachers oder Kardioverters / Defibrillators (AICD) ohne Aggregatwechsel, Alter > 15 Jahre, ohne äußerst schwere CC, ohne Sondenentfernung mit Excimer-Laser, ohne komplexen Eingriff;4208;2.794;3.2872;2118;0.5033;193;0.0459
1;F19A;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen mit äußerst schweren CC;1091;12.0623;11.438;276;0.253;96;0.088
1;F19B;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen oder Radiofrequenzablation über A. renalis, ohne äußerst schwere CC bei anderen perkutan-transluminalen Interventionen an Herz, Aorta und Lungengefäßen, Alter < 16 Jahre;1346;2.8418;2.0316;132;0.0981;65;0.0483
1;F19C;Andere perkutan-transluminale Intervention an Herz, Aorta und Lungengefäßen, ohne äußerst schwere CC, Alter > 15 Jahre;3786;4.8368;4.1204;565;0.1492;254;0.0671
1;F19D;Radiofrequenzablation über A. renalis, Alter > 15 Jahre;256;4.9766;6.2816;49;0.1914;43;0.168
1;F20Z;Beidseitige Unterbindung und Stripping von Venen mit bestimmter Diagnose oder äußerst schweren oder schweren CC;269;7.29;8.0171;103;0.3829;25;0.0929
1;F21A;Andere OR-Prozeduren bei Kreislauferkrankungen, mit hochkomplexem Eingriff;6142;27.8929;17.8329;307;0.05;960;0.1563
1;F21B;Andere OR-Prozeduren bei Kreislauferkrankungen, ohne hochkomplexen Eingriff, mit komplexem Eingriff;2138;13.0234;13.1719;471;0.2203;254;0.1188
1;F21C;Andere OR-Prozeduren bei Kreislauferkrankungen, ohne hochkomplexen Eingriff, ohne komplexen Eingriff;10639;13.5573;10.1796;659;0.0619;1009;0.0948
1;F24A;Perkutane Koronarangioplastie mit komplexer Diagnose und hochkomplexer Intervention oder mit perkutaner Angioplastie, Alter > 15 Jahre, mit äußerst schweren CC;4794;13.2307;8.7432;417;0.087;332;0.0693
1;F24B;Perkutane Koronarangioplastie mit komplexer Diagnose und hochkomplexer Intervention oder mit perkutaner Angioplastie, Alter > 15 Jahre, ohne äußerst schwere CC;27228;6.1931;3.8698;1796;0.066;1552;0.057
1;F27A;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, mit Gefäßeingriff;1556;27.2956;17.0707;39;0.0251;242;0.1555
1;F27B;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, ohne Gefäßeingriff, mit äußerst schweren CC oder komplexer Arthrodese des Fußes;5294;19.4122;13.4379;258;0.0487;560;0.1058
1;F27C;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, ohne Gefäßeingriff, ohne äußerst schwere CC, ohne komplexe Arthrodese des Fußes;13407;14.2386;9.6544;915;0.0682;949;0.0708
1;F28A;Amputation mit zusätzlichem Gefäßeingriff oder mit Hauttransplantation, mit äußerst schweren oder schweren CC;8124;39.2277;25.9837;438;0.0539;2117;0.2606
1;F28B;Amputation bei Kreislauferkrankungen außer an oberer Extremität und Zehen, ohne Gefäßeingriff, ohne Hauttransplantation, mit äußerst schweren oder schweren CC;6279;22.3731;14.9804;242;0.0385;846;0.1347
1;F28C;Amputation bei Kreislauferkrankungen außer an oberer Extremität und Zehen, ohne Gefäßeingriff, ohne äußerst schwere oder schwere CC;1939;17.8087;11.389;77;0.0397;168;0.0866
1;F29Z;Frührehabilitation bei Krankheiten und Störungen des Kreislaufsystems, mit bestimmter OR-Prozedur, außer kardiothorakale Eingriffe;49;49.7143;29.033;0;0.00;0;0.00
1;F30Z;Operation bei komplexem angeborenen Herzfehler oder Hybridchirurgie bei Kindern;611;13.5597;6.6182;3;0.0049;44;0.072
1;F36A;Intensivmedizinische Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems > 1176 / 1380 / - Aufwandspunkte, mit bestimmter OR-Prozedur;907;47.8203;28.7259;0;0.00;218;0.2404
1;F36B;Intensivmedizinische Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems > - / 1104 / 1104 P., mit bestimmter OR-Proz. od. > 588 / 552 / 552 P. mit endovaskulärem Aortenstentgraft oder minimalinvasiver Eingriff an mehr. Herzklappen;1425;39.2253;22.176;15;0.0105;277;0.1944
1;F36C;Intensivmedizinische Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems > 588 / 552 / 552 Aufwandspunkte, mit bestimmter OR-Prozedur oder bestimmter komplizierender Konstellation oder bestimmter mehrzeitiger komplexer Eingriff;5303;30.8789;19.7726;125;0.0236;956;0.1803
1;F37Z;Längerer stationärer Aufenthalt vor Transplantation bei hoher Dringlichkeitsstufe bei Krankheiten und Störungen des Kreislaufsystems;51;91.9412;66.068;0;0.00;0;0.00
1;F39A;Unterbindung und Stripping von Venen mit beidseitigem Eingriff oder bestimmter Diagnose oder äußerst schweren oder schweren CC;12086;3.6535;5.0302;4059;0.3358;515;0.0426
1;F39B;Unterbindung und Stripping von Venen ohne beidseitigen Eingriff, ohne bestimmte Diagnose, ohne äußerst schwere oder schwere CC;56563;1.6904;1.49;35473;0.6271;960;0.017
1;F41A;Invasive kardiologische Diagnostik bei akutem Myokardinfarkt mit äußerst schweren CC;1072;14.3853;9.6711;186;0.1735;65;0.0606
1;F41B;Invasive kardiologische Diagnostik bei akutem Myokardinfarkt ohne äußerst schwere CC;21252;4.8483;3.7291;4495;0.2115;847;0.0399
1;F42Z;Operation b. kompl. angeb. Herzfehler, Hybridchirurgie, best. Herzklappeneingriffe od. and. Eingriffe m. Herz-Lungen-Maschine m. invas. kardiolog. Diagnostik bei Kindern od. best. rekonstruktive Gefäßeingriffe oh. Herz-Lungen-Maschine m. kompl. Eingriff;1474;14.5319;10.967;132;0.0896;138;0.0936
1;F43A;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter < 6 Jahre oder intensivmedizinische Komplexbehandlung > 392 / 552 / 552 Aufwandspunkte;1418;26.6079;16.2391;46;0.0324;271;0.1911
1;F43B;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter > 5 Jahre, ohne intensivmedizinische Komplexbehandlung > 392 / 552 / 552 Aufwandspunkte, mit komplizierender Konstellation oder bestimmter OR-Prozedur;3374;15.9573;15.2636;864;0.2561;478;0.1417
1;F43C;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter > 5 Jahre, ohne intensivmedizinische Komplexbehandlung > 392 / 552 / 552 Aufwandspunkte, ohne komplizierende Konstellation, ohne bestimmte OR-Prozedur;11867;10.9059;8.9492;3168;0.267;753;0.0635
1;F45Z;Frührehabilitation bei Krankheiten und Störungen des Kreislaufsystems;169;26.6213;16.8533;0;0.00;0;0.00
1;F48Z;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems;34791;22.0069;6.8814;0;0.00;1534;0.0441
1;F49A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, mit äußerst schweren CC, mit komplexem Eingriff;587;17.7751;12.6859;107;0.1823;90;0.1533
1;F49B;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, mit äußerst schweren CC, ohne komplexen Eingriff;3889;15.7125;10.1124;386;0.0993;437;0.1124
1;F49C;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter < 15 Jahre;1343;2.8727;3.6945;173;0.1288;79;0.0588
1;F49D;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, mit kardialem Mapping oder schweren CC;31223;9.0993;6.8059;5352;0.1714;1953;0.0626
1;F49E;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC, mit komplexer Diagnose;36035;7.2853;5.0206;6972;0.1935;1598;0.0443
1;F49F;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC, ohne komplexe Diagnose, mit bestimmtem Eingriff;29312;3.9972;3.6025;9583;0.3269;1228;0.0419
1;F49G;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, Alter > 14 Jahre, ohne kardiales Mapping, ohne schwere CC, ohne komplexe Diagnose, ohne bestimmten Eingriff;207143;3.1323;2.7922;81433;0.3931;9342;0.0451
1;F50A;Ablative Maßnahmen bei Tachyarrhythmie mit komplexer Ablation im linken Vorhof oder hochkomplexer Ablation oder Implantation eines Ereignisrekorders;32585;4.0181;3.2706;2579;0.0791;1780;0.0546
1;F50B;Ablative Maßnahmen bei Tachyarrhythmie mit komplexer Ablation, ohne komplexe Ablation im linken Vorhof, ohne hochkomplexe Ablation, ohne Implantation eines Ereignisrekorders;9908;3.9506;4.0164;2174;0.2194;500;0.0505
