Type;Bundesland_A;Stufe;Anzahl KH;mwFallzahlA;mwVWD;cmi;antSTF;BLCODE;BettenstufeSort
2;04_Bremen;bis 49 Betten;0;0.00;0.00;0.00;0.00;04;b0049 
2;04_Bremen;50 bis 99 Betten;0;0.00;0.00;0.00;0.00;04;b0099 
2;04_Bremen;100 bis 149 Betten;0;0.00;0.00;0.00;0.00;04;b0149 
2;04_Bremen;150 bis 199 Betten;-999;-999.00;-999.00;-999.00;-9.99;04;b0199 
2;04_Bremen;200 bis 249 Betten;0;0.00;0.00;0.00;0.00;04;b0249 
2;04_Bremen;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;04;b0299 
2;04_Bremen;300 bis 399 Betten;0;0.00;0.00;0.00;0.00;04;b0399 
2;04_Bremen;400 bis 499 Betten;0;0.00;0.00;0.00;0.00;04;b0499 
2;04_Bremen;500 bis 599 Betten;0;0.00;0.00;0.00;0.00;04;b0599 
2;04_Bremen;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;04;b0799 
2;04_Bremen;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;04;b0999 
2;04_Bremen;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;04;b1000+
2;04_Bremen;Ohne Angabe;0;0.00;0.00;0.00;0.00;04;oA    
2;05_Nordrhein-Westfalen;bis 49 Betten;3;1587.6667;4.5333;0.6123;0.0052;05;b0049 
2;05_Nordrhein-Westfalen;50 bis 99 Betten;2;44.50;7.20;0.6905;0.0337;05;b0099 
2;05_Nordrhein-Westfalen;100 bis 149 Betten;9;490.6667;3.9333;0.563;0.01;05;b0149 
2;05_Nordrhein-Westfalen;150 bis 199 Betten;8;567.75;3.1625;0.4713;0.0075;05;b0199 
2;05_Nordrhein-Westfalen;200 bis 249 Betten;22;331.00;3.20;0.506;0.0136;05;b0249 
2;05_Nordrhein-Westfalen;250 bis 299 Betten;12;562.50;3.9417;0.6135;0.0086;05;b0299 
2;05_Nordrhein-Westfalen;300 bis 399 Betten;34;415.00;2.6118;0.4605;0.0071;05;b0399 
2;05_Nordrhein-Westfalen;400 bis 499 Betten;19;511.7368;3.4421;0.5229;0.0095;05;b0499 
2;05_Nordrhein-Westfalen;500 bis 599 Betten;5;512.40;2.24;0.4404;0.0059;05;b0599 
2;05_Nordrhein-Westfalen;600 bis 799 Betten;12;549.3333;2.1667;0.4157;0.0053;05;b0799 
2;05_Nordrhein-Westfalen;800 bis 999 Betten;3;511.00;2.2333;0.448;0.0117;05;b0999 
2;05_Nordrhein-Westfalen;1000 Betten und mehr;5;1257.20;3.12;0.5084;0.0113;05;b1000+
2;05_Nordrhein-Westfalen;Ohne Angabe;2;549.00;2.10;0.421;0.0018;05;oA    
2;06_Hessen;bis 49 Betten;2;725.00;3.45;0.694;0.0062;06;b0049 
2;06_Hessen;50 bis 99 Betten;5;2669.60;4.62;0.6898;0.0181;06;b0099 
2;06_Hessen;100 bis 149 Betten;6;4005.8333;4.0167;0.4995;0.0307;06;b0149 
2;06_Hessen;150 bis 199 Betten;7;605.1429;3.6429;0.5427;0.0071;06;b0199 
2;06_Hessen;200 bis 249 Betten;4;1055.25;3.525;0.4928;0.0272;06;b0249 
2;06_Hessen;250 bis 299 Betten;8;1391.25;3.5375;0.5044;0.0082;06;b0299 
2;06_Hessen;300 bis 399 Betten;9;1636.8889;3.3556;0.5261;0.0233;06;b0399 
2;06_Hessen;400 bis 499 Betten;5;261.80;3.24;0.4802;0.0084;06;b0499 
2;06_Hessen;500 bis 599 Betten;5;1067.00;3.76;0.463;0.0052;06;b0599 
2;06_Hessen;600 bis 799 Betten;2;6205.50;4.75;0.558;0.0176;06;b0799 
2;06_Hessen;800 bis 999 Betten;2;357.50;3.25;0.7375;0.0098;06;b0999 
2;06_Hessen;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;06;b1000+
2;06_Hessen;Ohne Angabe;2;610.00;3.25;0.738;0.0049;06;oA    
2;07_Rheinland-Pfalz;bis 49 Betten;-999;-999.00;-999.00;-999.00;-9.99;07;b0049 
2;07_Rheinland-Pfalz;50 bis 99 Betten;0;0.00;0.00;0.00;0.00;07;b0099 
2;07_Rheinland-Pfalz;100 bis 149 Betten;7;528.2857;3.8143;0.4829;0.0235;07;b0149 
2;07_Rheinland-Pfalz;150 bis 199 Betten;10;551.30;2.92;0.4798;0.0229;07;b0199 
2;07_Rheinland-Pfalz;200 bis 249 Betten;5;680.80;3.70;0.4686;0.032;07;b0249 
2;07_Rheinland-Pfalz;250 bis 299 Betten;5;1459.60;3.94;0.543;0.0244;07;b0299 
2;07_Rheinland-Pfalz;300 bis 399 Betten;6;308.6667;3.85;0.5347;0.0038;07;b0399 
2;07_Rheinland-Pfalz;400 bis 499 Betten;7;559.00;4.1857;0.572;0.0066;07;b0499 
2;07_Rheinland-Pfalz;500 bis 599 Betten;3;1226.3333;4.5333;0.6657;0.0185;07;b0599 
2;07_Rheinland-Pfalz;600 bis 799 Betten;4;587.25;3.025;0.5028;0.0068;07;b0799 
2;07_Rheinland-Pfalz;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;07;b0999 
2;07_Rheinland-Pfalz;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;07;b1000+
2;07_Rheinland-Pfalz;Ohne Angabe;0;0.00;0.00;0.00;0.00;07;oA    
2;08_Baden-Württemberg;bis 49 Betten;9;788.5556;3.1444;0.5386;0.0073;08;b0049 
2;08_Baden-Württemberg;50 bis 99 Betten;7;2036.1429;3.6286;0.5723;0.0173;08;b0099 
2;08_Baden-Württemberg;100 bis 149 Betten;4;58.50;4.225;0.5503;0.00;08;b0149 
2;08_Baden-Württemberg;150 bis 199 Betten;12;340.75;2.8667;0.498;0.0076;08;b0199 
2;08_Baden-Württemberg;200 bis 249 Betten;7;281.7143;2.5571;0.4424;0.0081;08;b0249 
2;08_Baden-Württemberg;250 bis 299 Betten;7;543.7143;3.4714;0.549;0.0134;08;b0299 
2;08_Baden-Württemberg;300 bis 399 Betten;11;734.6364;3.0455;0.5195;0.0077;08;b0399 
2;08_Baden-Württemberg;400 bis 499 Betten;9;580.00;4.0778;0.5472;0.0186;08;b0499 
2;08_Baden-Württemberg;500 bis 599 Betten;3;1101.6667;3.5333;0.5043;0.0064;08;b0599 
2;08_Baden-Württemberg;600 bis 799 Betten;8;569.375;3.175;0.4464;0.0252;08;b0799 
2;08_Baden-Württemberg;800 bis 999 Betten;4;885.00;2.55;0.4145;0.0096;08;b0999 
2;08_Baden-Württemberg;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;08;b1000+
2;08_Baden-Württemberg;Ohne Angabe;0;0.00;0.00;0.00;0.00;08;oA    
2;09_Bayern;bis 49 Betten;10;1398.20;5.20;0.6287;0.0161;09;b0049 
2;09_Bayern;50 bis 99 Betten;18;1431.5556;3.3889;0.5639;0.0097;09;b0099 
2;09_Bayern;100 bis 149 Betten;28;1016.3214;3.5321;0.5856;0.0171;09;b0149 
2;09_Bayern;150 bis 199 Betten;20;841.60;3.635;0.5358;0.0202;09;b0199 
2;09_Bayern;200 bis 249 Betten;13;2132.3077;4.30;0.5824;0.0102;09;b0249 
2;09_Bayern;250 bis 299 Betten;15;1043.00;3.4467;0.5046;0.0217;09;b0299 
2;09_Bayern;300 bis 399 Betten;17;1638.3529;4.1412;0.6485;0.0278;09;b0399 
2;09_Bayern;400 bis 499 Betten;12;1206.75;4.1167;0.5771;0.0255;09;b0499 
2;09_Bayern;500 bis 599 Betten;8;810.00;3.725;0.7348;0.0068;09;b0599 
2;09_Bayern;600 bis 799 Betten;6;1133.50;3.2667;0.5102;0.0166;09;b0799 
2;09_Bayern;800 bis 999 Betten;4;1193.50;2.45;0.4925;0.0107;09;b0999 
2;09_Bayern;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;09;b1000+
2;09_Bayern;Ohne Angabe;0;0.00;0.00;0.00;0.00;09;oA    
2;10_Saarland;bis 49 Betten;0;0.00;0.00;0.00;0.00;10;b0049 
2;10_Saarland;50 bis 99 Betten;0;0.00;0.00;0.00;0.00;10;b0099 
2;10_Saarland;100 bis 149 Betten;-999;-999.00;-999.00;-999.00;-9.99;10;b0149 
2;10_Saarland;150 bis 199 Betten;4;659.25;3.90;0.539;0.0167;10;b0199 
2;10_Saarland;200 bis 249 Betten;2;301.00;3.80;0.4485;0.01;10;b0249 
2;10_Saarland;250 bis 299 Betten;-999;-999.00;-999.00;-999.00;-9.99;10;b0299 
2;10_Saarland;300 bis 399 Betten;-999;-999.00;-999.00;-999.00;-9.99;10;b0399 
2;10_Saarland;400 bis 499 Betten;2;418.00;2.05;0.418;0.0072;10;b0499 
2;10_Saarland;500 bis 599 Betten;0;0.00;0.00;0.00;0.00;10;b0599 
2;10_Saarland;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;10;b0799 
2;10_Saarland;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;10;b0999 
2;10_Saarland;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;10;b1000+
2;10_Saarland;Ohne Angabe;0;0.00;0.00;0.00;0.00;10;oA    
2;11_Berlin;bis 49 Betten;-999;-999.00;-999.00;-999.00;-9.99;11;b0049 
2;11_Berlin;50 bis 99 Betten;2;1631.50;2.75;0.644;0.007;11;b0099 
2;11_Berlin;100 bis 149 Betten;0;0.00;0.00;0.00;0.00;11;b0149 
2;11_Berlin;150 bis 199 Betten;0;0.00;0.00;0.00;0.00;11;b0199 
2;11_Berlin;200 bis 249 Betten;2;152.00;4.00;1.1675;0.00;11;b0249 
2;11_Berlin;250 bis 299 Betten;-999;-999.00;-999.00;-999.00;-9.99;11;b0299 
2;11_Berlin;300 bis 399 Betten;0;0.00;0.00;0.00;0.00;11;b0399 
2;11_Berlin;400 bis 499 Betten;-999;-999.00;-999.00;-999.00;-9.99;11;b0499 
2;11_Berlin;500 bis 599 Betten;0;0.00;0.00;0.00;0.00;11;b0599 
2;11_Berlin;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;11;b0799 
2;11_Berlin;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;11;b0999 
2;11_Berlin;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;11;b1000+
2;11_Berlin;Ohne Angabe;0;0.00;0.00;0.00;0.00;11;oA    
2;12_Brandenburg;bis 49 Betten;0;0.00;0.00;0.00;0.00;12;b0049 
2;12_Brandenburg;50 bis 99 Betten;0;0.00;0.00;0.00;0.00;12;b0099 
2;12_Brandenburg;100 bis 149 Betten;-999;-999.00;-999.00;-999.00;-9.99;12;b0149 
2;12_Brandenburg;150 bis 199 Betten;-999;-999.00;-999.00;-999.00;-9.99;12;b0199 
2;12_Brandenburg;200 bis 249 Betten;0;0.00;0.00;0.00;0.00;12;b0249 
2;12_Brandenburg;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;12;b0299 
2;12_Brandenburg;300 bis 399 Betten;0;0.00;0.00;0.00;0.00;12;b0399 
2;12_Brandenburg;400 bis 499 Betten;3;210.6667;3.70;0.5213;0.0063;12;b0499 
2;12_Brandenburg;500 bis 599 Betten;0;0.00;0.00;0.00;0.00;12;b0599 
2;12_Brandenburg;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;12;b0799 
2;12_Brandenburg;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;12;b0999 
2;12_Brandenburg;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;12;b1000+
2;12_Brandenburg;Ohne Angabe;0;0.00;0.00;0.00;0.00;12;oA    
2;13_Mecklenburg-Vorpommern;bis 49 Betten;0;0.00;0.00;0.00;0.00;13;b0049 
2;13_Mecklenburg-Vorpommern;50 bis 99 Betten;-999;-999.00;-999.00;-999.00;-9.99;13;b0099 
2;13_Mecklenburg-Vorpommern;100 bis 149 Betten;0;0.00;0.00;0.00;0.00;13;b0149 
2;13_Mecklenburg-Vorpommern;150 bis 199 Betten;2;85.50;4.90;0.4955;0.00;13;b0199 
2;13_Mecklenburg-Vorpommern;200 bis 249 Betten;2;475.50;2.85;0.552;0.0084;13;b0249 
2;13_Mecklenburg-Vorpommern;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;13;b0299 
2;13_Mecklenburg-Vorpommern;300 bis 399 Betten;-999;-999.00;-999.00;-999.00;-9.99;13;b0399 
2;13_Mecklenburg-Vorpommern;400 bis 499 Betten;-999;-999.00;-999.00;-999.00;-9.99;13;b0499 
2;13_Mecklenburg-Vorpommern;500 bis 599 Betten;0;0.00;0.00;0.00;0.00;13;b0599 
2;13_Mecklenburg-Vorpommern;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;13;b0799 
2;13_Mecklenburg-Vorpommern;800 bis 999 Betten;-999;-999.00;-999.00;-999.00;-9.99;13;b0999 
2;13_Mecklenburg-Vorpommern;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;13;b1000+
2;13_Mecklenburg-Vorpommern;Ohne Angabe;0;0.00;0.00;0.00;0.00;13;oA    
2;14_Sachsen;bis 49 Betten;0;0.00;0.00;0.00;0.00;14;b0049 
2;14_Sachsen;50 bis 99 Betten;2;564.50;5.40;0.9265;0.0018;14;b0099 
2;14_Sachsen;100 bis 149 Betten;0;0.00;0.00;0.00;0.00;14;b0149 
2;14_Sachsen;150 bis 199 Betten;4;208.50;7.35;1.048;0.00;14;b0199 
2;14_Sachsen;200 bis 249 Betten;5;369.20;4.28;0.8496;0.0011;14;b0249 
2;14_Sachsen;250 bis 299 Betten;4;668.25;5.60;0.8465;0.0026;14;b0299 
2;14_Sachsen;300 bis 399 Betten;7;146.1429;3.60;0.6079;0.0049;14;b0399 
2;14_Sachsen;400 bis 499 Betten;3;203.00;1.7333;0.422;0.0066;14;b0499 
2;14_Sachsen;500 bis 599 Betten;-999;-999.00;-999.00;-999.00;-9.99;14;b0599 
2;14_Sachsen;600 bis 799 Betten;0;0.00;0.00;0.00;0.00;14;b0799 
2;14_Sachsen;800 bis 999 Betten;2;204.50;6.90;0.8145;0.0024;14;b0999 
2;14_Sachsen;1000 Betten und mehr;-999;-999.00;-999.00;-999.00;-9.99;14;b1000+
2;14_Sachsen;Ohne Angabe;0;0.00;0.00;0.00;0.00;14;oA    
2;15_Sachsen-Anhalt;bis 49 Betten;-999;-999.00;-999.00;-999.00;-9.99;15;b0049 
2;15_Sachsen-Anhalt;50 bis 99 Betten;0;0.00;0.00;0.00;0.00;15;b0099 
2;15_Sachsen-Anhalt;100 bis 149 Betten;-999;-999.00;-999.00;-999.00;-9.99;15;b0149 
2;15_Sachsen-Anhalt;150 bis 199 Betten;2;532.50;2.60;0.528;0.00;15;b0199 
2;15_Sachsen-Anhalt;200 bis 249 Betten;-999;-999.00;-999.00;-999.00;-9.99;15;b0249 
2;15_Sachsen-Anhalt;250 bis 299 Betten;2;310.50;1.65;0.396;0.00;15;b0299 
2;15_Sachsen-Anhalt;300 bis 399 Betten;0;0.00;0.00;0.00;0.00;15;b0399 
2;15_Sachsen-Anhalt;400 bis 499 Betten;3;356.00;3.30;0.494;0.0094;15;b0499 
2;15_Sachsen-Anhalt;500 bis 599 Betten;-999;-999.00;-999.00;-999.00;-9.99;15;b0599 
2;15_Sachsen-Anhalt;600 bis 799 Betten;2;496.50;2.70;0.6765;0.002;15;b0799 
2;15_Sachsen-Anhalt;800 bis 999 Betten;-999;-999.00;-999.00;-999.00;-9.99;15;b0999 
2;15_Sachsen-Anhalt;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;15;b1000+
2;15_Sachsen-Anhalt;Ohne Angabe;0;0.00;0.00;0.00;0.00;15;oA    
2;16_Thüringen;bis 49 Betten;0;0.00;0.00;0.00;0.00;16;b0049 
2;16_Thüringen;50 bis 99 Betten;0;0.00;0.00;0.00;0.00;16;b0099 
2;16_Thüringen;100 bis 149 Betten;0;0.00;0.00;0.00;0.00;16;b0149 
2;16_Thüringen;150 bis 199 Betten;-999;-999.00;-999.00;-999.00;-9.99;16;b0199 
2;16_Thüringen;200 bis 249 Betten;0;0.00;0.00;0.00;0.00;16;b0249 
2;16_Thüringen;250 bis 299 Betten;0;0.00;0.00;0.00;0.00;16;b0299 
2;16_Thüringen;300 bis 399 Betten;3;487.00;4.6667;0.6263;0.0007;16;b0399 
2;16_Thüringen;400 bis 499 Betten;2;165.00;4.40;0.624;0.0121;16;b0499 
2;16_Thüringen;500 bis 599 Betten;-999;-999.00;-999.00;-999.00;-9.99;16;b0599 
2;16_Thüringen;600 bis 799 Betten;-999;-999.00;-999.00;-999.00;-9.99;16;b0799 
2;16_Thüringen;800 bis 999 Betten;0;0.00;0.00;0.00;0.00;16;b0999 
2;16_Thüringen;1000 Betten und mehr;0;0.00;0.00;0.00;0.00;16;b1000+
2;16_Thüringen;Ohne Angabe;0;0.00;0.00;0.00;0.00;16;oA    
